"GEO_ID","NAME","B25047_001E","B25047_001M","B25047_002E","B25047_002M","B25047_003E","B25047_003M",
"0500000US29137","Monroe County, Missouri","4476","24","4158","96","318","92",
"0500000US29139","Montgomery County, Missouri","5797","46","5501","124","296","111",
"0500000US29141","Morgan County, Missouri","15161","29","14284","226","877","226",
"0500000US29143","New Madrid County, Missouri","7886","33","7261","169","625","163",
"0500000US29145","Newton County, Missouri","24762","79","23798","262","964","248",
"0500000US29147","Nodaway County, Missouri","9478","91","9099","134","379","82",
"0500000US29149","Oregon County, Missouri","4332","28","3882","126","450","120",
"0500000US29151","Osage County, Missouri","6490","35","6030","132","460","124",
"0500000US29153","Ozark County, Missouri","5046","25","4503","121","543","122",
"0500000US29155","Pemiscot County, Missouri","7509","25","6756","165","753","165",
"0500000US29157","Perry County, Missouri","8507","34","8359","67","148","62",
"0500000US29159","Pettis County, Missouri","18608","43","18309","135","299","128",
"0500000US29161","Phelps County, Missouri","20246","45","19870","113","376","104",
"0500000US29163","Pike County, Missouri","7629","47","7109","147","520","146",
"0500000US29165","Platte County, Missouri","46045","60","45449","221","596","209",
"0500000US29167","Polk County, Missouri","13434","33","12957","176","477","168",
"0500000US29169","Pulaski County, Missouri","19374","64","18562","310","812","305",
"0500000US29171","Putnam County, Missouri","2845","36","2570","100","275","95",
"0500000US29173","Ralls County, Missouri","5036","28","4764","104","272","106",
"0500000US29175","Randolph County, Missouri","10811","47","10598","146","213","133",
"0500000US29177","Ray County, Missouri","9901","35","9510","143","391","138",
"0500000US29179","Reynolds County, Missouri","3468","23","3103","106","365","103",
"0500000US29181","Ripley County, Missouri","5191","43","4613","144","578","145",
"0500000US29183","St. Charles County, Missouri","164594","163","163593","321","1001","278",
"0500000US29185","St. Clair County, Missouri","5295","22","4759","140","536","146",
"0500000US29186","Ste. Genevieve County, Missouri","8323","26","8096","132","227","131",
"0500000US29187","St. Francois County, Missouri","28815","49","27467","358","1348","353",
"0500000US29189","St. Louis County, Missouri","445472","181","439850","780","5622","756",
"0500000US29195","Saline County, Missouri","9833","29","9729","64","104","65",
"0500000US29197","Schuyler County, Missouri","1906","35","1458","90","448","86",
"0500000US29199","Scotland County, Missouri","2215","12","1762","108","453","108",
"0500000US29201","Scott County, Missouri","16833","56","16124","200","709","193",
"0500000US29203","Shannon County, Missouri","3522","21","3198","87","324","88",
"0500000US29205","Shelby County, Missouri","2952","22","2742","71","210","74",
"0500000US29207","Stoddard County, Missouri","13398","38","12752","197","646","196",
"0500000US29209","Stone County, Missouri","20267","31","19619","197","648","199",
"0500000US29211","Sullivan County, Missouri","3032","23","2360","111","672","110",
"0500000US29213","Taney County, Missouri","29875","48","28798","340","1077","338",
"0500000US29215","Texas County, Missouri","11034","39","10415","182","619","178",
"0500000US29217","Vernon County, Missouri","8949","30","8451","161","498","166",
"0500000US29219","Warren County, Missouri","15834","45","15665","116","169","104",
"0500000US29221","Washington County, Missouri","10736","25","10044","203","692","197",
"0500000US29223","Wayne County, Missouri","6148","25","5712","145","436","144",
"0500000US29225","Webster County, Missouri","15360","90","14527","252","833","238",
"0500000US29227","Worth County, Missouri","1115","14","976","56","139","52",
"0500000US29229","Wright County, Missouri","8370","23","7784","229","586","225",
"0500000US29510","St. Louis city, Missouri","173920","142","165704","650","8216","649",
"0500000US30001","Beaverhead County, Montana","4973","32","4888","53","85","46",
"0500000US30003","Big Horn County, Montana","4533","24","4116","84","417","86",
"0500000US30005","Blaine County, Montana","2824","24","2655","53","169","52",
"0500000US30007","Broadwater County, Montana","3164","12","3149","25","15","24",
"0500000US30009","Carbon County, Montana","6431","41","6265","90","166","77",
"0500000US30011","Carter County, Montana","799","69","752","73","47","28",
"0500000US30013","Cascade County, Montana","39248","53","38401","193","847","178",
"0500000US30015","Chouteau County, Montana","2868","21","2735","46","133","38",
"0500000US30017","Custer County, Montana","5770","32","5568","94","202","86",
"0500000US30019","Daniels County, Montana","1130","69","1006","74","124","38",
"0500000US30021","Dawson County, Montana","4377","31","4281","72","96","65",
"0500000US30023","Deer Lodge County, Montana","5506","32","5207","163","299","161",
"0500000US30025","Fallon County, Montana","1451","85","1434","86","17","18",
"0500000US30027","Fergus County, Montana","6008","43","5839","121","169","108",
"0500000US30029","Flathead County, Montana","50948","56","50191","224","757","219",
"0500000US30031","Gallatin County, Montana","55589","109","55371","148","218","111",
"0500000US30033","Garfield County, Montana","746","50","689","49","57","18",
"0500000US30035","Glacier County, Montana","5346","27","5014","124","332","121",
"0500000US30037","Golden Valley County, Montana","473","45","425","45","48","26",
"0500000US30039","Granite County, Montana","2605","15","2180","117","425","115",
"0500000US30041","Hill County, Montana","7232","29","6857","123","375","123",
"0500000US30043","Jefferson County, Montana","5388","26","5226","58","162","55",
"0500000US30045","Judith Basin County, Montana","1233","78","1094","78","139","48",
"0500000US30047","Lake County, Montana","16457","37","16100","107","357","100",
"0500000US30049","Lewis and Clark County, Montana","33837","38","33315","115","522","111",
"0500000US30051","Liberty County, Montana","832","65","788","66","44","26",
"0500000US30053","Lincoln County, Montana","10991","29","10622","117","369","116",
"0500000US30055","McCone County, Montana","1082","59","1049","62","33","26",
"0500000US30057","Madison County, Montana","6405","26","6181","88","224","84",
"0500000US30059","Meagher County, Montana","1460","67","1384","76","76","51",
"0500000US30061","Mineral County, Montana","2569","13","2399","73","170","72",
"0500000US30063","Missoula County, Montana","56008","66","55368","190","640","184",
"0500000US30065","Musselshell County, Montana","2677","67","2391","134","286","111",
"0500000US30067","Park County, Montana","9597","26","9474","68","123","61",
"0500000US30069","Petroleum County, Montana","295","56","272","52","23","18",
"0500000US30071","Phillips County, Montana","2235","14","2123","51","112","49",
"0500000US30073","Pondera County, Montana","2753","29","2610","73","143","61",
"0500000US30075","Powder River County, Montana","997","72","924","79","73","33",
"0500000US30077","Powell County, Montana","2969","39","2781","92","188","79",
"0500000US30079","Prairie County, Montana","667","52","657","56","10","11",
"0500000US30081","Ravalli County, Montana","21098","46","20688","176","410","172",
"0500000US30083","Richland County, Montana","5590","35","5454","65","136","58",
"0500000US30085","Roosevelt County, Montana","4058","38","3868","58","190","48",
"0500000US30087","Rosebud County, Montana","3785","23","3435","94","350","91",
"0500000US30089","Sanders County, Montana","6789","46","6403","142","386","131",
"0500000US30091","Sheridan County, Montana","2049","63","1991","73","58","28",
"0500000US30093","Silver Bow County, Montana","17396","33","17142","113","254","105",
"0500000US30095","Stillwater County, Montana","4657","31","4520","67","137","55",
"0500000US30097","Sweet Grass County, Montana","1929","85","1831","86","98","35",
"0500000US30099","Teton County, Montana","2942","33","2819","64","123","59",
"0500000US30101","Toole County, Montana","2323","22","2209","46","114","40",
"0500000US30103","Treasure County, Montana","479","73","447","76","32","20",
"0500000US30105","Valley County, Montana","4253","24","3647","135","606","134",
"0500000US30107","Wheatland County, Montana","1159","68","1116","67","43","21",
"0500000US30109","Wibaux County, Montana","596","70","569","69","27","26",
"0500000US30111","Yellowstone County, Montana","73363","117","72490","306","873","283",
"0500000US31001","Adams County, Nebraska","13856","63","13818","70","38","28",
"0500000US31003","Antelope County, Nebraska","3144","28","2933","81","211","71",
"0500000US31005","Arthur County, Nebraska","230","31","211","29","19","15",
"0500000US31007","Banner County, Nebraska","351","43","290","44","61","28",
"0500000US31009","Blaine County, Nebraska","295","42","258","41","37","20",
"0500000US31011","Boone County, Nebraska","2545","34","2422","66","123","61",
"0500000US31013","Box Butte County, Nebraska","5222","20","5071","79","151","80",
"0500000US31015","Boyd County, Nebraska","1199","63","1009","67","190","51",
"0500000US31017","Brown County, Nebraska","1645","46","1516","78","129","65",
"0500000US31019","Buffalo County, Nebraska","21181","71","20940","118","241","102",
"0500000US31021","Burt County, Nebraska","3338","20","3251","51","87","46",
"0500000US31023","Butler County, Nebraska","4031","25","3827","76","204","71",
"0500000US31025","Cass County, Nebraska","11780","53","11725","71","55","37",
"0500000US31027","Cedar County, Nebraska","3904","32","3807","56","97","41",
"0500000US31029","Chase County, Nebraska","1870","66","1841","74","29","31",
"0500000US31031","Cherry County, Nebraska","3004","22","2821","89","183","87",
"0500000US31033","Cheyenne County, Nebraska","4886","23","4739","75","147","69",
"0500000US31035","Clay County, Nebraska","2816","35","2763","41","53","25",
"0500000US31037","Colfax County, Nebraska","3996","21","3851","92","145","92",
"0500000US31039","Cuming County, Nebraska","4150","35","4038","86","112","79",
"0500000US31041","Custer County, Nebraska","5331","29","5164","73","167","62",
"0500000US31043","Dakota County, Nebraska","7795","21","7648","88","147","84",
"0500000US31045","Dawes County, Nebraska","4013","20","3778","176","235","176",
"0500000US31047","Dawson County, Nebraska","9905","29","9722","110","183","106",
"0500000US31049","Deuel County, Nebraska","1000","60","981","60","19","12",
"0500000US31051","Dixon County, Nebraska","2528","30","2424","69","104","64",
"0500000US31053","Dodge County, Nebraska","16553","77","16154","159","399","151",
"0500000US31055","Douglas County, Nebraska","248692","139","247009","362","1683","335",
"0500000US31057","Dundy County, Nebraska","1002","66","957","64","45","35",
"0500000US31059","Fillmore County, Nebraska","2733","28","2652","50","81","39",
"0500000US31061","Franklin County, Nebraska","1543","31","1465","46","78","34",
"0500000US31063","Frontier County, Nebraska","1372","46","1238","58","134","37",
"0500000US31065","Furnas County, Nebraska","2514","32","2281","53","233","48",
"0500000US31067","Gage County, Nebraska","10390","39","9953","120","437","107",
"0500000US31069","Garden County, Nebraska","1163","64","1118","69","45","28",
"0500000US31071","Garfield County, Nebraska","977","48","917","54","60","33",
"0500000US31073","Gosper County, Nebraska","1209","78","1147","90","62","37",
"0500000US31075","Grant County, Nebraska","418","44","346","55","72","34",
"0500000US31077","Greeley County, Nebraska","1202","15","1075","51","127","47",
"0500000US31079","Hall County, Nebraska","25377","89","25175","125","202","90",
"0500000US31081","Hamilton County, Nebraska","4122","26","3893","131","229","128",
"0500000US31083","Harlan County, Nebraska","1890","80","1679","95","211","51",
"0500000US31085","Hayes County, Nebraska","479","38","459","40","20","13",
"0500000US31087","Hitchcock County, Nebraska","1566","25","1516","38","50","26",
"0500000US31089","Holt County, Nebraska","4905","23","4608","108","297","102",
"0500000US31091","Hooker County, Nebraska","415","40","391","42","24","18",
"0500000US31093","Howard County, Nebraska","2893","28","2781","83","112","81",
"0500000US31095","Jefferson County, Nebraska","3664","43","3491","101","173","87",
"0500000US31097","Johnson County, Nebraska","2090","21","1903","70","187","65",
"0500000US31099","Kearney County, Nebraska","2985","16","2898","61","87","61",
"0500000US31101","Keith County, Nebraska","5395","31","5224","92","171","88",
"0500000US31103","Keya Paha County, Nebraska","495","47","434","44","61","26",
"0500000US31105","Kimball County, Nebraska","1812","77","1626","87","186","70",
"0500000US31107","Knox County, Nebraska","4527","30","4222","82","305","72",
"0500000US31109","Lancaster County, Nebraska","138232","151","137378","311","854","266",
"0500000US31111","Lincoln County, Nebraska","16581","36","16300","125","281","120",
"0500000US31113","Logan County, Nebraska","356","41","345","41","11","13",
"0500000US31115","Loup County, Nebraska","429","40","415","37","14","14",
"0500000US31117","McPherson County, Nebraska","259","39","228","35","31","19",
"0500000US31119","Madison County, Nebraska","15371","36","15131","128","240","128",
"0500000US31121","Merrick County, Nebraska","3584","22","3537","39","47","34",
"0500000US31123","Morrill County, Nebraska","2276","21","2064","59","212","57",
"0500000US31125","Nance County, Nebraska","1622","26","1520","46","102","44",
"0500000US31127","Nemaha County, Nebraska","3317","27","3090","96","227","93",
"0500000US31129","Nuckolls County, Nebraska","2218","19","2053","73","165","72",
"0500000US31131","Otoe County, Nebraska","6987","26","6720","123","267","118",
"0500000US31133","Pawnee County, Nebraska","1410","16","1299","52","111","50",
"0500000US31135","Perkins County, Nebraska","1353","14","1249","53","104","52",
"0500000US31137","Phelps County, Nebraska","4154","36","4149","38","5","6",
"0500000US31139","Pierce County, Nebraska","3137","22","3061","49","76","42",
"0500000US31141","Platte County, Nebraska","14210","34","13997","133","213","130",
"0500000US31143","Polk County, Nebraska","2524","35","2396","62","128","55",
"0500000US31145","Red Willow County, Nebraska","5164","29","4860","174","304","171",
"0500000US31147","Richardson County, Nebraska","4084","20","3793","100","291","100",
"0500000US31149","Rock County, Nebraska","829","60","721","61","108","40",
"0500000US31151","Saline County, Nebraska","5774","68","5554","132","220","126",
"0500000US31153","Sarpy County, Nebraska","75293","90","74994","149","299","119",
"0500000US31155","Saunders County, Nebraska","10154","35","9881","132","273","128",
"0500000US31157","Scotts Bluff County, Nebraska","16474","50","16019","163","455","152",
"0500000US31159","Seward County, Nebraska","7138","44","6905","122","233","112",
"0500000US31161","Sheridan County, Nebraska","2704","24","2459","80","245","79",
"0500000US31163","Sherman County, Nebraska","1797","17","1629","78","168","75",
"0500000US31165","Sioux County, Nebraska","682","61","625","71","57","28",
"0500000US31167","Stanton County, Nebraska","2475","20","2404","38","71","31",
"0500000US31169","Thayer County, Nebraska","2518","43","2368","63","150","49",
"0500000US31171","Thomas County, Nebraska","367","36","359","38","8","10",
"0500000US31173","Thurston County, Nebraska","2290","22","2232","30","58","18",
"0500000US31175","Valley County, Nebraska","2116","46","1981","63","135","48",
"0500000US31177","Washington County, Nebraska","8665","25","8555","116","110","115",
"0500000US31179","Wayne County, Nebraska","3973","25","3919","47","54","36",
"0500000US31181","Webster County, Nebraska","1767","71","1699","88","68","49",
"0500000US31183","Wheeler County, Nebraska","603","46","539","48","64","26",
"0500000US31185","York County, Nebraska","6346","45","6103","105","243","95",
"0500000US32001","Churchill County, Nevada","10924","22","10684","104","240","101",
"0500000US32003","Clark County, Nevada","935960","346","928613","900","7347","813",
"0500000US32005","Douglas County, Nevada","24599","53","24350","133","249","113",
"0500000US32007","Elko County, Nevada","22033","91","21647","164","386","134",
"0500000US32009","Esmeralda County, Nevada","727","140","594","140","133","46",
"0500000US32011","Eureka County, Nevada","1020","134","860","134","160","72",
"0500000US32013","Humboldt County, Nevada","7714","32","7571","108","143","105",
"0500000US32015","Lander County, Nevada","2797","262","2705","255","92","92",
"0500000US32017","Lincoln County, Nevada","2322","232","2186","230","136","73",
"0500000US32019","Lyon County, Nevada","24998","39","24528","168","470","165",
"0500000US32021","Mineral County, Nevada","2202","249","1982","240","220","94",
"0500000US32023","Nye County, Nevada","25186","34","24461","277","725","275",
"0500000US32027","Pershing County, Nevada","2293","22","2253","38","40","36",
"0500000US32029","Storey County, Nevada","2112","181","2080","187","32","52",
"0500000US32031","Washoe County, Nevada","213392","128","211465","398","1927","374",
"0500000US32033","White Pine County, Nevada","4157","47","3843","128","314","116",
"0500000US32510","Carson City, Nevada","24902","71","24588","149","314","131",
"0500000US33001","Belknap County, New Hampshire","38718","37","37908","256","810","259",
"0500000US33003","Carroll County, New Hampshire","40110","45","39147","305","963","294",
"0500000US33005","Cheshire County, New Hampshire","35777","70","35331","149","446","137",
"0500000US33007","Coos County, New Hampshire","20589","62","19029","182","1560","174",
"0500000US33009","Grafton County, New Hampshire","51478","128","50401","282","1077","241",
"0500000US33011","Hillsborough County, New Hampshire","176753","199","175685","366","1068","307",
"0500000US33013","Merrimack County, New Hampshire","66080","121","65320","223","760","170",
"0500000US33015","Rockingham County, New Hampshire","136681","144","135638","367","1043","335",
"0500000US33017","Strafford County, New Hampshire","56162","116","55481","268","681","246",
"0500000US33019","Sullivan County, New Hampshire","21905","44","21363","216","542","206",
"0500000US34001","Atlantic County, New Jersey","132102","128","130900","337","1202","315",
"0500000US34003","Bergen County, New Jersey","368535","162","367118","383","1417","342",
"0500000US34005","Burlington County, New Jersey","185617","190","184126","357","1491","316",
"0500000US34007","Camden County, New Jersey","213188","153","210018","470","3170","441",
"0500000US34009","Cape May County, New Jersey","99625","99","99299","170","326","130",
"0500000US34011","Cumberland County, New Jersey","57203","140","56306","278","897","263",
"0500000US34013","Essex County, New Jersey","335550","293","331509","566","4041","473",
"0500000US34015","Gloucester County, New Jersey","117530","109","116478","312","1052","304",
"0500000US34017","Hudson County, New Jersey","317032","187","314545","511","2487","465",
"0500000US34019","Hunterdon County, New Jersey","51908","81","51591","173","317","139",
"0500000US34021","Mercer County, New Jersey","150600","159","149241","375","1359","327",
"0500000US34023","Middlesex County, New Jersey","316633","182","315281","583","1352","556",
"0500000US34025","Monmouth County, New Jersey","269728","101","267828","435","1900","432",
"0500000US34027","Morris County, New Jersey","198611","121","197450","529","1161","541",
"0500000US34029","Ocean County, New Jersey","295201","114","293717","332","1484","330",
"0500000US34031","Passaic County, New Jersey","185439","158","184055","362","1384","352",
"0500000US34033","Salem County, New Jersey","27740","129","26875","237","865","194",
"0500000US34035","Somerset County, New Jersey","132831","90","132369","179","462","159",
"0500000US34037","Sussex County, New Jersey","62825","80","61948","261","877","254",
"0500000US34039","Union County, New Jersey","211269","329","209754","428","1515","334",
"0500000US34041","Warren County, New Jersey","46675","94","46261","178","414","151",
"0500000US35001","Bernalillo County, New Mexico","301278","235","298431","546","2847","511",
"0500000US35003","Catron County, New Mexico","3333","196","2973","200","360","93",
"0500000US35005","Chaves County, New Mexico","26794","49","25656","314","1138","308",
"0500000US35006","Cibola County, New Mexico","11171","46","8922","290","2249","293",
"0500000US35007","Colfax County, New Mexico","9578","234","9119","256","459","146",
"0500000US35009","Curry County, New Mexico","21266","40","20865","153","401","150",
"0500000US35011","De Baca County, New Mexico","1165","112","1116","120","49","39",
"0500000US35013","Doña Ana County, New Mexico","91402","79","89145","502","2257","503",
"0500000US35015","Eddy County, New Mexico","26633","40","25627","328","1006","328",
"0500000US35017","Grant County, New Mexico","14664","44","13088","352","1576","344",
"0500000US35019","Guadalupe County, New Mexico","2156","183","1988","186","168","67",
"0500000US35021","Harding County, New Mexico","489","67","411","63","78","33",
"0500000US35023","Hidalgo County, New Mexico","2219","34","2040","70","179","61",
"0500000US35025","Lea County, New Mexico","28125","49","26788","318","1337","312",
"0500000US35027","Lincoln County, New Mexico","17768","34","17233","168","535","164",
"0500000US35028","Los Alamos County, New Mexico","8660","44","8601","83","59","67",
"0500000US35029","Luna County, New Mexico","11567","31","11053","144","514","144",
"0500000US35031","McKinley County, New Mexico","25213","48","20903","292","4310","289",
"0500000US35033","Mora County, New Mexico","2938","220","2459","229","479","164",
"0500000US35035","Otero County, New Mexico","32400","129","30453","408","1947","386",
"0500000US35037","Quay County, New Mexico","5513","21","5153","146","360","141",
"0500000US35039","Rio Arriba County, New Mexico","19703","41","18271","281","1432","281",
"0500000US35041","Roosevelt County, New Mexico","8525","38","8136","171","389","172",
"0500000US35043","Sandoval County, New Mexico","59759","98","58478","235","1281","198",
"0500000US35045","San Juan County, New Mexico","48085","62","44431","356","3654","350",
"0500000US35047","San Miguel County, New Mexico","14837","32","13457","261","1380","261",
"0500000US35049","Santa Fe County, New Mexico","77686","84","76287","336","1399","341",
"0500000US35051","Sierra County, New Mexico","8139","18","7705","162","434","161",
"0500000US35053","Socorro County, New Mexico","7642","20","6304","263","1338","263",
"0500000US35055","Taos County, New Mexico","21091","29","19747","325","1344","321",
"0500000US35057","Torrance County, New Mexico","7238","35","6431","198","807","195",
"0500000US35059","Union County, New Mexico","2091","168","1853","162","238","99",
"0500000US35061","Valencia County, New Mexico","30396","95","29096","304","1300","307",
"0500000US36001","Albany County, New York","146959","144","145332","398","1627","358",
"0500000US36003","Allegany County, New York","23538","98","21877","191","1661","153",
"0500000US36005","Bronx County, New York","553231","541","547453","905","5778","687",
"0500000US36007","Broome County, New York","92889","102","90109","439","2780","442",
"0500000US36009","Cattaraugus County, New York","40279","64","38147","215","2132","215",
"0500000US36011","Cayuga County, New York","36768","101","35442","284","1326","275",
"0500000US36013","Chautauqua County, New York","66328","146","64851","316","1477","279",
"0500000US36015","Chemung County, New York","39143","76","38670","185","473","161",
"0500000US36017","Chenango County, New York","24460","65","23261","255","1199","246",
"0500000US36019","Clinton County, New York","37461","118","36841","271","620","241",
"0500000US36021","Columbia County, New York","33331","50","32418","224","913","221",
"0500000US36023","Cortland County, New York","20842","51","20447","138","395","124",
"0500000US36025","Delaware County, New York","30038","93","28691","232","1347","219",
"0500000US36027","Dutchess County, New York","122636","108","121720","265","916","237",
"0500000US36029","Erie County, New York","439987","247","434578","604","5409","514",
"0500000US36031","Essex County, New York","25318","88","24479","166","839","137",
"0500000US36033","Franklin County, New York","25442","66","24323","203","1119","196",
"0500000US36035","Fulton County, New York","28169","39","26980","233","1189","231",
"0500000US36037","Genesee County, New York","26090","67","25890","112","200","94",
"0500000US36039","Greene County, New York","29037","63","28568","180","469","158",
"0500000US36041","Hamilton County, New York","7893","31","7311","84","582","75",
"0500000US36043","Herkimer County, New York","32449","48","31621","195","828","184",
"0500000US36045","Jefferson County, New York","61721","128","59956","284","1765","252",
"0500000US36047","Kings County, New York","1090187","330","1079995","877","10192","884",
"0500000US36049","Lewis County, New York","15572","41","14699","135","873","126",
"0500000US36051","Livingston County, New York","27198","82","26712","180","486","163",
"0500000US36053","Madison County, New York","30676","64","30053","151","623","127",
"0500000US36055","Monroe County, New York","337688","310","334852","527","2836","423",
"0500000US36057","Montgomery County, New York","22944","57","22017","252","927","247",
"0500000US36059","Nassau County, New York","477860","333","475825","475","2035","349",
"0500000US36061","New York County, New York","918806","516","911289","1187","7517","1078",
"0500000US36063","Niagara County, New York","100335","63","98377","373","1958","383",
"0500000US36065","Oneida County, New York","105285","105","104088","250","1197","256",
"0500000US36067","Onondaga County, New York","211683","264","209126","468","2557","375",
"0500000US36069","Ontario County, New York","53001","89","52188","243","813","223",
"0500000US36071","Orange County, New York","148460","168","146745","425","1715","391",
"0500000US36073","Orleans County, New York","18275","77","17813","183","462","150",
"0500000US36075","Oswego County, New York","54697","154","53410","278","1287","242",
"0500000US36077","Otsego County, New York","30011","63","29207","184","804","174",
"0500000US36079","Putnam County, New York","38369","81","37905","224","464","214",
"0500000US36081","Queens County, New York","903598","257","896052","685","7546","653",
"0500000US36083","Rensselaer County, New York","74388","99","73106","304","1282","269",
"0500000US36085","Richmond County, New York","184074","110","182926","299","1148","281",
"0500000US36087","Rockland County, New York","108576","131","107628","313","948","300",
"0500000US36089","St. Lawrence County, New York","51884","153","48860","296","3024","300",
"0500000US36091","Saratoga County, New York","111127","90","110196","271","931","263",
"0500000US36093","Schenectady County, New York","71051","103","70594","188","457","169",
"0500000US36095","Schoharie County, New York","16544","60","15697","154","847","148",
"0500000US36097","Schuyler County, New York","9691","48","9410","121","281","107",
"0500000US36099","Seneca County, New York","16148","39","15632","157","516","154",
"0500000US36101","Steuben County, New York","47565","65","45922","233","1643","231",
"0500000US36103","Suffolk County, New York","579790","375","575313","758","4477","600",
"0500000US36105","Sullivan County, New York","49667","133","47987","364","1680","349",
"0500000US36107","Tioga County, New York","21966","40","21486","198","480","195",
"0500000US36109","Tompkins County, New York","47362","116","47157","178","205","152",
"0500000US36111","Ulster County, New York","86178","160","83968","490","2210","473",
"0500000US36113","Warren County, New York","40177","64","39375","217","802","209",
"0500000US36115","Washington County, New York","29111","55","28271","258","840","257",
"0500000US36117","Wayne County, New York","42375","61","41447","293","928","294",
"0500000US36119","Westchester County, New York","391861","167","389216","524","2645","490",
"0500000US36121","Wyoming County, New York","18204","72","17886","124","318","91",
"0500000US36123","Yates County, New York","13143","35","12937","98","206","91",
"0500000US37001","Alamance County, North Carolina","75456","134","74132","321","1324","324",
"0500000US37003","Alexander County, North Carolina","16126","46","15333","240","793","238",
"0500000US37005","Alleghany County, North Carolina","7752","16","7596","102","156","100",
"0500000US37007","Anson County, North Carolina","9932","253","9466","289","466","157",
"0500000US37009","Ashe County, North Carolina","17111","26","16863","145","248","140",
"0500000US37011","Avery County, North Carolina","14051","46","13713","170","338","164",
"0500000US37013","Beaufort County, North Carolina","24385","45","23163","289","1222","287",
"0500000US37015","Bertie County, North Carolina","8988","44","8425","210","563","210",
"0500000US37017","Bladen County, North Carolina","15272","27","14373","232","899","231",
"0500000US37019","Brunswick County, North Carolina","93977","81","92716","337","1261","324",
"0500000US37021","Buncombe County, North Carolina","132191","102","127815","711","4376","686",
"0500000US37023","Burke County, North Carolina","40058","54","38806","310","1252","315",
"0500000US37025","Cabarrus County, North Carolina","91339","62","90392","309","947","298",
"0500000US37027","Caldwell County, North Carolina","37231","74","35907","371","1324","368",
"0500000US37029","Camden County, North Carolina","4226","28","4127","110","99","107",
"0500000US37031","Carteret County, North Carolina","51615","47","51012","197","603","189",
"0500000US37033","Caswell County, North Carolina","10490","40","9681","241","809","234",
"0500000US37035","Catawba County, North Carolina","72028","85","69948","464","2080","463",
"0500000US37037","Chatham County, North Carolina","35013","40","34622","124","391","119",
"0500000US37039","Cherokee County, North Carolina","18182","27","16996","297","1186","294",
"0500000US37041","Chowan County, North Carolina","7169","20","7004","130","165","127",
"0500000US37043","Clay County, North Carolina","7410","17","7170","151","240","151",
"0500000US37045","Cleveland County, North Carolina","43999","76","42504","362","1495","364",
"0500000US37047","Columbus County, North Carolina","23560","85","21886","290","1674","282",
"0500000US37049","Craven County, North Carolina","47404","75","46818","232","586","219",
"0500000US37051","Cumberland County, North Carolina","143184","118","139257","374","3927","352",
"0500000US37053","Currituck County, North Carolina","16636","26","16479","100","157","96",
"0500000US37055","Dare County, North Carolina","34839","40","34558","148","281","144",
"0500000US37057","Davidson County, North Carolina","75615","78","73418","424","2197","428",
"0500000US37059","Davie County, North Carolina","19079","54","18673","214","406","210",
"0500000US37061","Duplin County, North Carolina","23823","32","23077","214","746","208",
"0500000US37063","Durham County, North Carolina","149150","133","148486","279","664","252",
"0500000US37065","Edgecombe County, North Carolina","23258","82","21942","273","1316","262",
"0500000US37067","Forsyth County, North Carolina","173220","312","171311","508","1909","396",
"0500000US37069","Franklin County, North Carolina","30790","39","29761","312","1029","309",
"0500000US37071","Gaston County, North Carolina","100109","110","98548","314","1561","299",
"0500000US37073","Gates County, North Carolina","4809","28","4676","82","133","79",
"0500000US37075","Graham County, North Carolina","5244","20","5019","108","225","107",
"0500000US37077","Granville County, North Carolina","24582","374","23977","391","605","214",
"0500000US37079","Greene County, North Carolina","7909","56","7681","110","228","94",
"0500000US37081","Guilford County, North Carolina","235833","191","232947","596","2886","587",
"0500000US37083","Halifax County, North Carolina","24849","76","22417","457","2432","462",
"0500000US37085","Harnett County, North Carolina","54051","66","51942","364","2109","358",
"0500000US37087","Haywood County, North Carolina","35307","97","34149","356","1158","342",
"0500000US37089","Henderson County, North Carolina","57338","84","56748","239","590","228",
"0500000US37091","Hertford County, North Carolina","9831","52","9657","115","174","108",
"0500000US37093","Hoke County, North Carolina","20583","62","19924","162","659","147",
"0500000US37095","Hyde County, North Carolina","3168","287","2894","300","274","143",
"0500000US37097","Iredell County, North Carolina","81785","142","80711","309","1074","276",
"0500000US37099","Jackson County, North Carolina","27385","35","26813","262","572","255",
"0500000US37101","Johnston County, North Carolina","88314","69","86848","326","1466","321",
"0500000US37103","Jones County, North Carolina","4675","29","4467","90","208","88",
"0500000US37105","Lee County, North Carolina","26854","38","25727","281","1127","280",
"0500000US37107","Lenoir County, North Carolina","26767","37","26224","182","543","176",
"0500000US37109","Lincoln County, North Carolina","38589","78","37726","305","863","299",
"0500000US37111","McDowell County, North Carolina","21475","78","20752","213","723","196",
"0500000US37113","Macon County, North Carolina","27070","32","26486","189","584","189",
"0500000US37115","Madison County, North Carolina","11201","27","10628","174","573","170",
"0500000US37117","Martin County, North Carolina","11100","34","10805","140","295","138",
"0500000US37119","Mecklenburg County, North Carolina","491721","189","489851","441","1870","390",
"0500000US37121","Mitchell County, North Carolina","8673","41","8214","184","459","183",
"0500000US37123","Montgomery County, North Carolina","14930","41","14221","232","709","228",
"0500000US37125","Moore County, North Carolina","49419","50","48180","316","1239","321",
"0500000US37127","Nash County, North Carolina","43537","56","42517","306","1020","297",
"0500000US37129","New Hanover County, North Carolina","117236","94","116367","229","869","213",
"0500000US37131","Northampton County, North Carolina","10620","38","9509","284","1111","277",
