GEO_ID,County,State,FIPS,RUCC,IRR,SVI,Population,Median Income,No Internet,No College,Ratio of Mental Health Providers to Population,Percent Non-White,Poverty,No Plumbing Facilities,65+,No High School,No Vehicle,Housing Cost Burden,Ratio of Population to Primary Care Physicians,Unemployment,Uninsured,Long Commutes,Drinking Water Violations,Natural Disaster Risk,Food Insecurity,Heart Disease Mortality,Preventable Hospital Stays,Poor or Fair Health,Infant Mortality,Premature Mortality,Median Income_z,No Internet_z,No College_z,Ratio of Mental Health Providers to Population_z,Percent Non-White_z,Poverty_z,No Plumbing Facilities_z,65+_z,No High School_z,No Vehicle_z,Housing Cost Burden_z,Ratio of Population to Primary Care Physicians_z,Unemployment_z,Uninsured_z,Long Commutes_z,Drinking Water Violations_z,Natural Disaster Risk_z,Food Insecurity_z
0500000US45001,Abbeville,SC,45001,6,0.5105331959828361,0.5988,24356.0,79568,0.5536977629,0.13513784813657248,0.033462699,0.42120567762872174,0.128,0.0231154540975529,0.2256528165544424,0.175,0.022869108227952,0.1058718861,1869.1538462,0.0386939468,0.1324577026,0.445,1.0,0.386891504931594,0.096,354.9,2519.0,0.2,,564.94138246,0.42427082152910317,0.4502834380835372,0.17685778940201913,0.5926908094714395,0.47663745098964716,-0.5943451418421732,-0.17013561247218714,0.3862430823753411,0.08418265696841105,-0.22650411887526858,-0.09407138837406441,-0.46458287435263973,-0.03707982083807594,0.21433860235016255,1.0961765514231938,1.3426780041163326,-0.25683493092646587,-0.9964794388983834
0500000US51001,Accomack,VA,51001,9,0.5022571246931485,0.8597,33191.0,74180,0.5091427293999999,0.1616456538095453,0.0327830318,0.5045369769029984,0.122,0.0300382633846524,0.2525383387062758,0.1009999999999999,0.0294658190473321,0.1183008526,2770.5,0.0327171082,0.1339616429,0.254,1.0,0.895641107222399,0.097,421.9,2002.0,0.205,9.4711917916,536.96065031,-0.03444103169348542,-0.1634515914715672,1.1905922723973001,0.2738389002634621,0.9318846760505606,-0.6946740511096161,0.13714329279789458,0.9843374519041682,-0.7977308922244654,0.38664205450148736,0.29827645200925545,-0.11215753043084353,-0.49759201488710464,0.2451007236558453,-0.5888187781061962,1.3426780041163326,1.714966857891684,-0.968101738291943
0500000US21001,Adair,KY,21001,7,0.5372789196498806,0.6026,19067.0,81364,0.4992548166,0.13864725502076658,0.0313513387,0.20355256646355147,0.173,0.0261708711386164,0.1958881837730109,0.094,0.0232863061834583,0.0891551268,3786.4,0.0454482279,0.0787050156,0.271,0.0,0.3608017817371937,0.137,430.1,3499.0,0.226,,540.49801366,0.5771747726032994,-0.2996552474411282,0.31106756961765947,-0.39781051629642056,-0.71242327105294,0.15812167766364718,-0.034516506906026395,-0.27589987981568154,-0.8811551468778442,-0.18772671344349126,-0.6217728999649744,0.2850582399818142,0.4833338989811088,-0.8851376720740203,-0.4388453718130043,-0.7447802056295232,-0.357952971378679,0.16700628596567108
0500000US29001,Adair,MO,29001,7,0.5258633951622329,0.4006,25165.0,75097,0.5063729301,0.1864697979477335,0.031177709300000002,0.22326195999985632,0.268,0.0416451420623882,0.1519173455195708,0.051,0.0257500496721637,0.1227541148,572.38636364,0.0298750127,0.1373000161,0.167,1.0,0.5154311167674197,0.129,309.1,2520.0,0.192,,473.63206452,0.0436285246177829,-0.2016049205504736,2.1399387114873045,-0.4792651836463173,-0.6047488822797166,1.7466627410648248,0.6523313943022211,-1.2540735836524841,-1.3936184254628936,0.041271484847027466,0.4388535311115821,-0.9716175181474551,-0.7165739419550149,0.31338497758669587,-1.3563297397242953,1.3426780041163326,0.2413563903258998,-0.0600153188858519
0500000US40001,Adair,OK,40001,8,0.5261566336609764,0.9472,19576.0,83652,0.7662970377,0.1507961634288153,0.0315754987,0.7099681381289855,0.1969999999999999,0.0323865958316305,0.15830608908868,0.1369999999999999,0.0342255823457294,0.1108280255,3882.8,0.0334805859,0.2009690051,0.391,0.0,0.662424435252943,0.175,624.1,5556.0,0.289,9.5419847328,722.92191602,0.7719655521454825,3.3787880750011996,0.7756766563119749,-0.2926504556548878,2.054175662794372,0.5594373147334167,0.24137742573325,-1.1119498214481063,-0.36869186829279627,0.829048995248009,0.06238012271727845,0.3227505327938825,-0.43876646943327446,1.6156927640248742,0.6197904373154082,-0.7447802056295232,0.811070227995684,1.2453589090104036
0500000US16003,Adams,ID,16003,9,0.632306154343011,0.2017,4817.0,72394,0.5763351624999999,0.10255365899667668,0.0334557694,0.23993768390487336,0.142,0.0128710815860494,0.2900145318663068,0.132,0.0039443637118538,0.1131611316,1541.6666667,0.0527210884,0.1208307111,0.216,0.0,0.5090677696468342,0.12,214.4,1260.0,0.157,,345.95211032,-0.18649362446548676,0.7621082538488918,-1.069255017484582,0.5894399299379758,-0.5136477342146417,-0.3602443535514738,-0.6248469066832983,1.81803151199371,-0.42828062161663794,-1.985507203880708,0.1360297813369355,-0.5926299974015233,1.0437038821805071,-0.023483951472712226,-0.9240534509968602,-0.7447802056295232,0.21669345363023784,-0.31541462434381523
0500000US17001,Adams,IL,17001,5,0.4924214903731806,0.2965,64725.0,66718,0.478765771,0.12349217716648109,0.030973117600000002,0.1986050340655996,0.111,0.0079412900733874,0.2019621475473155,0.076,0.0302201622247972,0.0895914689,955.20588235,0.0332033788,0.0583808572,0.172,1.0,0.5109767737830099,0.094,298.1,3987.0,0.148,6.1638868745,410.62059731,-0.6697245967912872,-0.5818869958892999,-0.26850605495555757,-0.5752451781982183,-0.7394521355334177,-0.8786103847665945,-0.8436628347839545,-0.14077869773047813,-1.0956746588436788,0.4567561833968711,-0.6079987956898263,-0.8219355119919325,-0.4601251271402044,-1.300855121853581,-1.312219914343945,1.3426780041163326,0.22409233463893652,-1.0532348401112641
0500000US28001,Adams,MS,28001,7,0.5029885977259536,0.971,28408.0,91430,0.5018756566,0.12471459434445789,0.032846516400000005,0.721247344605643,0.26,0.0558293438468037,0.2207476767107856,0.242,0.0324556462968178,0.1447850395,1306.4545455,0.0515816472,0.1653450229,0.2,0.0,0.5437480114540248,0.185,382.6,3185.0,0.273,9.5198675497,623.15340639,1.4341520395926417,-0.26355379742517865,-0.22175731757574674,0.30362139663125204,2.1157950962378207,1.6128908620415676,1.2819177104480541,0.2771235158787472,0.8826719515079063,0.6645382951088593,1.1343084370116452,-0.6845976752564829,0.9559105516057349,0.8870273629927475,-1.0652048922139818,-0.7447802056295232,0.3511064586215942,1.5291359150748074
0500000US31001,Adams,NE,31001,4,0.5208698934557126,0.4769,30970.0,66000,0.4525354459,0.09737619480500109,0.0300423997,0.26032082002225554,0.126,0.0012269938650306,0.1850500484339683,0.09,0.0220858895705521,0.1100689434,1108.1071429,0.0222915223,0.0919649894,0.167,1.0,0.7702831689468661,0.11,300.6,1850.0,0.13,7.9970919666,387.88130384,-0.7308521228888779,-0.943203509106342,-1.2672560912183557,-1.0118723677242707,-0.4022926223144298,-0.6277881115979875,-1.1416865854031713,-0.5170046530785932,-0.9288261495369187,-0.2993021444141775,0.038418015923552984,-0.7621512891290181,-1.300877791594479,-0.6139135267101563,-1.3563297397242953,1.3426780041163326,1.2291070049871493,-0.5991916304082185
0500000US39001,Adams,OH,39001,8,0.5178665182955814,0.6516,27420.0,82159,0.5181676173,0.14316793886827778,0.0320362588,0.14588715595310042,0.178,0.0300875273522975,0.1860320933625091,0.1369999999999999,0.0276805251641137,0.1104745433,2295.1666667,0.0537408759,0.0945945946,0.479,0.0,0.5434298440979957,0.165,511.0,3402.0,0.206,,653.95834577,0.6448577576277904,-0.039135899013652845,0.48395148009593975,-0.0764943169272005,-1.0274551779775565,0.2417291020531829,0.13932994527082287,-0.495158116527525,-0.36869186829279627,0.22070388579589645,0.05122167460464244,-0.29801233522420517,1.1222779596348949,-0.5601266615344219,1.396123364009577,-0.7447802056295232,0.3498733117868114,0.9615819029460007
