GEO_ID,County,State,FIPS,RUCC,IRR,SVI,TotalPopulation,ZIRR,ZNegMedianIncome,ZNoInternet,ZNoCollege,ZNegMentalHealthProviders,Znonwhite,ZPoverty18-64,ZLackingCompletePlumbing,Z65+,ZLessThanHighSchool,ZNoVehicle,ZHousingcostBurden,ZratioPCP,Zunemployed,Zuninsured,ZLongCommute,Zdrinkingwaterviolations,ZNaturalDisasterRisk,Zfoodinsecurity,HeartDiseaseMortality,PreventableHospitalStays,PoororFairHealth,InfantMortality,PrematureMortality
0500000US45001,Abbeville,SC,45001,6,0.495789711,0.5988,24356,-0.458492599,0.424095467,0.450097332,0.176784693,0.561644023,0.476440453,-0.594099494,-0.170065294,0.386083445,0.084147864,-0.226410503,-0.094032476,-0.464379778,-0.037064495,0.214250014,1.095723492,1.342122145,-0.256728779,-0.996067585,354.9,2519,0.2,,564.9413825
0500000US51001,Accomack,VA,51001,9,0.502969363,0.8597,33191,-0.295107707,-0.034426797,-0.163384036,1.19010019,0.241384241,0.93149952,-0.694386936,0.13708661,0.983930617,-0.797401183,0.386482252,0.29815307,-0.1121085,-0.497386356,0.244999421,-0.588575414,1.342122145,1.714258047,-0.967701614,421.9,2002,0.205,9.471191792,536.9606503
0500000US21001,Adair,KY,21001,7,0.493825024,0.6026,19067,-0.503202303,0.576936221,-0.299531397,0.310939003,-0.433230808,-0.71212882,0.158056325,-0.034502241,-0.275785848,-0.880790958,-0.187649124,-0.621515703,0.284933624,0.483134133,-0.884771837,-0.438663993,-0.744471872,-0.357805026,0.166937261,430.1,3499,0.226,,540.4980137
0500000US29001,Adair,MO,29001,7,0.518924543,0.4006,25165,0.067978925,0.043610493,-0.201521596,2.139054257,-0.515045134,-0.604498934,1.74594083,0.65206178,-1.253555264,-1.393042431,0.041254427,0.438671999,-0.971192767,-0.716277776,0.313255453,-1.355769157,1.342122145,0.241256636,-0.059990514,309.1,2520,0.192,,473.6320645
0500000US40001,Adair,OK,40001,8,0.507334022,0.9472,19576,-0.19578263,0.771646492,3.377391593,0.775356063,-0.327606419,2.053326654,0.559206095,0.241277662,-1.111490243,-0.368539485,0.828706342,0.062354319,0.32260944,-0.438585123,1.615024984,0.619534273,-0.744471872,0.810735006,1.244844192,624.1,5556,0.289,9.541984733,722.921916
0500000US16003,Adams,ID,16003,9,0.601919078,0.2017,4817,1.95665737,-0.186416545,0.761793268,-1.068813085,0.55837879,-0.513435439,-0.360095461,-0.624588652,1.817280104,-0.42810361,-1.984686577,0.135973513,-0.592370924,1.04327251,-0.023474245,-0.923671532,-0.744471872,0.216603892,-0.315284261,214.4,1260,0.157,,345.9521103
0500000US17001,Adams,IL,17001,5,0.488515586,0.2965,64725,-0.624027393,-0.669447794,-0.581646497,-0.268395079,-0.611448923,-0.739146514,-0.878247248,-0.843314142,-0.140720513,-1.095221807,0.456567402,-0.607747297,-0.821576196,-0.459934953,-1.300317467,-1.311677563,1.342122145,0.223999715,-1.052799529,298.1,3987,0.148,6.163886875,410.6205973
0500000US28001,Adams,MS,28001,7,0.504368896,0.971,28408,-0.263259,1.433559292,-0.263444868,-0.221665663,0.27129824,2.11492062,1.61222424,1.281387883,0.277008978,0.882307136,0.664263636,1.13383923,-0.684298398,0.955515466,0.886660747,-1.064764634,-0.744471872,0.350961343,1.52850391,382.6,3185,0.273,9.51986755,623.1534064
0500000US31001,Adams,NE,31001,4,0.518310629,0.4769,30970,0.05400829,-0.730550055,-0.942813675,-1.266732323,-1.050004016,-0.402126351,-0.627528641,-1.141214717,-0.516790971,-0.928442258,-0.29917844,0.038402124,-0.761818108,-1.300340128,-0.613659791,-1.355769157,1.342122145,1.228599005,-0.598943979,300.6,1850,0.13,7.997091967,387.8813038
0500000US39001,Adams,OH,39001,8,0.525320322,0.6516,27420,0.213525479,0.644591232,-0.039119724,0.483751459,-0.110495854,-1.027030522,0.241629193,0.139272359,-0.494953463,-0.368539485,0.220612667,0.051200487,-0.297882057,1.121814113,-0.559895156,1.395546334,-0.744471872,0.349728706,0.961184473,511,3402,0.206,,653.9583458
0500000US53001,Adams,WA,53001,6,0.434600337,0.98,20961,-1.850958403,-0.676255845,-0.775724345,2.232109141,-0.002395634,1.687565696,0.174770898,-0.658012878,-2.036833027,0.715527586,-0.524978399,-0.30320381,-0.043574025,0.939389964,0.842474896,-0.332844167,-0.744471872,-0.212353841,-0.655675923,299.9,1157,0.249,,375.2928271
0500000US55001,Adams,WI,55001,8,0.514923451,0.5259,21226,-0.023072576,-0.17509816,-0.112586774,-0.228644806,0.518851538,-0.57490236,-0.376810035,0.204827753,2.285724752,-0.249411235,-0.451480884,0.525894268,2.884369467,0.682225125,-0.821218022,1.03399526,1.342122145,-0.355339752,-0.627309951,300.2,1376,0.16,,447.8385205
0500000US50001,Addison,VT,50001,6,0.486601731,0.139,37578,-0.667580337,-2.670674511,-1.283603131,1.796424798,-0.790805035,-0.684430542,-1.346255312,-0.905203497,0.259696634,-1.58364763,-0.803413886,0.396254199,-0.848177129,-1.149683689,-1.634471036,0.831173926,-0.744471872,-1.131901166,-1.648484938,330.1,1663,0.103,,253.9664304
0500000US08003,Alamosa,CO,8003,7,0.541179334,0.8253,16592,0.574423637,0.480857596,-1.318332543,-0.635624492,-5.850390451,0.912366064,0.291772915,-0.158116536,-1.366953942,-1.035657682,0.314264725,-0.34157644,-0.655978175,-0.223210081,0.250418007,-1.673228637,1.342122145,-0.42560007,-0.286918289,286.4,2015,0.197,,549.1650425
0500000US56001,Albany,WY,56001,4,0.503266146,0.2533,38031,-0.288353901,-0.237051428,-1.491957279,1.266699135,-2.084569982,-0.340062008,1.461793077,-0.864331216,-1.748544891,-1.79807848,0.326349449,2.909660447,-0.704955432,-0.614456552,0.192182957,-1.973051479,-0.744471872,-0.096485947,-0.230186345,261.1,1462,0.133,,326.4060567
0500000US26001,Alcona,MI,26001,9,0.565385649,0.1298,10417,1.125278527,0.300188931,0.020517699,-0.788565147,0.354267809,-0.83758537,0.107912603,1.087277866,3.339120116,0.751266061,-0.808172185,-0.135794148,-0.394872529,2.336556878,-0.773287585,0.24916488,-0.744471872,-1.642212952,0.507328923,458.9,2314,0.163,,489.2036277
0500000US28003,Alcorn,MS,28003,7,0.483165862,0.8944,34204,-0.745769244,0.654548008,0.853210267,-0.273286722,-0.649764952,-0.19698543,0.158056325,0.359642163,-0.420866689,-0.344713835,1.457120894,-0.008002307,-0.29992739,-0.249622256,0.519907911,-0.46511895,-0.744471872,0.954953554,1.358308079,507.9,4218,0.221,10.48714479,601.5008681
0500000US40003,Alfalfa,OK,40003,8,0.565023073,0.3048,5637,1.117027504,-0.916920463,-0.842618287,-0.518543852,0.768249306,-0.295456498,-0.777959805,0.583162803,-0.154371948,0.560660862,-1.37871686,-1.714603567,-0.079083537,-1.473397086,0.922194968,-0.500392225,1.342122145,-0.837300883,-0.712407867,451.9,1895,0.178,,393.2356442
0500000US26005,Allegan,MI,26005,4,0.441979159,0.1677,121210,-1.683041055,-1.970891925,-1.260138148,0.001814167,0.342580755,-0.602216069,-1.312826165,-0.992134062,-0.677300121,-0.023067561,-1.391480627,-1.1381617,0.695928307,-0.155431013,-1.217817019,0.072798502,1.342122145,0.203044884,-1.251361332,330.2,2098,0.148,4.574166848,355.5669143
0500000US24001,Allegany,MD,24001,4,0.454887224,0.5552,67267,-1.38929661,-0.025321028,-0.405365322,0.319339282,-1.004467446,-0.540267817,0.258343767,-0.021598172,0.062454753,-0.988006383,1.143270388,0.07767353,-0.459608838,0.08561313,-1.202404361,-0.906034894,-0.744471872,-0.113742868,0.478962951,456.4,2768,0.168,8.026755853,520.0641221
0500000US36003,Allegany,NY,36003,7,0.481849245,0.4543,46694,-0.775731043,-0.352107497,-0.538786884,0.204829143,-0.359110108,-0.895231156,0.208200046,0.382608978,-0.212830489,-1.488345031,0.432491061,-0.013312209,-0.068677743,0.090449335,-1.458472924,-0.033021325,1.342122145,-0.340548106,-0.598943979,316.7,2714,0.147,,395.833137
0500000US37005,Alleghany,NC,37005,9,0.526016756,0.7168,11185,0.229374005,1.091284507,0.021088534,0.168364469,-0.28561408,-0.676894875,-0.259808019,-0.576841068,1.913081042,-0.785488358,0.323558537,0.328046379,-0.802328441,-0.042542466,1.272930921,-0.156477789,-0.744471872,-1.443758368,0.76262267,324.8,2368,0.194,,430.3397924
0500000US51005,Alleghany,VA,51005,6,0.52321616,0.3102,14835,0.165641796,0.164708707,0.147999903,-0.647990785,0.69302609,-0.827145519,-1.062107559,0.99658171,1.149703969,-0.892703783,0.47963894,-1.002531627,-0.218739395,-0.497105642,-0.858590716,-0.518028863,-0.744471872,-1.207092033,-0.627309951,431.2,4445,0.172,,558.3905866
0500000US20001,Allen,KS,20001,7,0.536387063,0.5854,12579,0.465367558,-0.044468673,-0.25295245,-0.767245176,-0.047183843,-0.676180909,-0.610814068,-0.084599813,-0.046112777,-0.761662708,0.381677362,-1.178017597,-0.585987401,-0.796456634,-0.154799242,-1.241131012,-0.744471872,-0.743620459,-0.343650233,387.4,3043,0.161,,488.286558
0500000US22003,Allen,LA,22003,6,0.510546178,0.903,22320,-0.12268469,0.506983493,0.482061198,0.160594237,0.324061241,0.392222331,0.442204078,0.360807516,-1.393825399,-0.273236885,0.425289671,-0.652184629,1.021781118,0.195045835,-0.697682771,0.734172418,1.342122145,0.725683041,0.393865036,475.1,4355,0.217,,652.9263361
0500000US45005,Allendale,SC,45005,8,0.563158706,0.9955,7579,1.074600737,2.169424551,1.344444121,0.185716359,-0.018566683,2.913444017,1.328076487,1.883593992,0.297410117,1.930635732,4.060157851,0.781094031,-0.427115835,1.342950373,0.054790439,1.82764396,-0.744471872,0.761429519,0.223669205,433.6,2683,0.272,,741.2292465
0500000US26007,Alpena,MI,26007,7,0.516575884,0.4165,28847,0.014531293,0.441370897,-0.395720661,-1.891834645,-1.042960223,-0.845491472,0.275058341,-0.26513442,0.822072141,0.501096737,0.96621486,-0.738079159,-0.681615897,0.836036051,-1.185391265,-1.514498897,-0.744471872,-1.523879784,0.252035176,452.9,2002,0.166,,394.1287887
0500000US06005,Amador,CA,6005,6,0.485268871,0.5647,41412,-0.697911775,-2.079054842,-0.896190639,-2.199969316,-0.524942237,0.054615497,-1.24596787,-1.08744445,1.362427332,0.787004536,-0.978115782,1.603467638,-0.346204163,0.385549486,-1.34572677,1.03399526,1.342122145,1.258182297,-1.137897445,326.8,1514,0.15,,359.1213412
0500000US28005,Amite,MS,28005,8,0.527552852,0.7894,12619,0.26433041,1.84757392,1.464949173,-1.209500957,0.777158819,1.079981691,1.160930749,0.882287722,1.023083656,0.894219961,0.719057686,-0.597928139,1.274549101,1.017502994,0.709793832,1.536639436,-0.744471872,0.304121131,2.43621501,539.6,3796,0.264,,637.6311935
0500000US20003,Anderson,KS,20003,8,0.548735532,0.4085,7776,0.746377466,-0.66629907,1.051682674,0.606557583,0.609452724,-0.794793153,-0.744530658,-0.254201336,0.003813747,-0.070718861,0.349129828,0.051802606,-0.181610739,-1.266779671,-0.117929656,0.302074793,-0.744471872,-0.924818122,-0.684041895,376.8,1573,0.164,,406.4028881
0500000US21005,Anderson,KY,21005,6,0.488717085,0.0843,24224,-0.61944195,-1.246855656,-1.090208176,-1.221173565,0.42389999,-0.801865009,-0.71110151,-0.90077034,-1.026860076,0.298578713,-1.288745766,-1.086174376,0.147038354,-0.583490148,-1.231710419,1.377909697,-0.744471872,-0.458881274,-0.542212036,376.2,2840,0.184,,470.5257553
0500000US48001,Anderson,TX,48001,7,0.470925601,0.896,58064,-1.024316704,-0.148972262,-0.320715955,-1.155317483,0.600268878,0.986391166,-0.142806003,-0.590467823,-1.300633288,0.929958435,-0.610232151,0.067772922,-0.157391248,-0.378310837,1.548332508,-0.156477789,-0.744471872,1.219970544,0.252035176,456.4,3710,0.217,,632.8177025
0500000US48005,Angelina,TX,48005,5,0.475620512,0.9917,87101,-0.917476215,-0.149057363,-1.244139534,-0.364264801,0.056596219,0.610217995,-0.293237166,-0.462137084,-0.969191526,-0.368539485,-0.242327701,0.321443161,-0.601757652,0.508090783,2.110031811,-0.906034894,1.342122145,1.408564031,0.989550445,413,3223,0.223,6.640771833,582.8082243
0500000US26009,Antrim,MI,26009,8,0.523400403,0.0566,24249,0.169834536,-1.219112846,-0.923688144,0.075726535,0.599227053,-0.784934457,-1.062107559,-0.333871114,1.556331271,0.358142838,-0.799415425,-0.548034537,-0.613223224,1.473354105,-0.94369162,0.55780604,-0.744471872,-1.53867143,-0.45711412,333.6,2693,0.14,,329.5498786
0500000US04001,Apache,AZ,4001,8,0.548748266,0.965,65432,0.746667265,1.426070436,4.413683881,-1.670741857,0.311736323,3.151880851,2.230663469,3.366465135,-1.008273738,0.012670914,1.03111973,-1.348744727,-0.244997244,2.89679038,0.870260317,1.166270043,-0.744471872,-0.074298478,1.840529601,296.8,3397,0.281,8.574992205,941.6850072
0500000US19007,Appanoose,IA,19007,7,0.542591954,0.4547,12094,0.606570159,0.506302688,-0.266158833,-0.656547074,0.306378439,-0.994755452,0.943641291,1.959345662,0.636058344,0.918045611,0.114841696,0.080886305,-0.596100074,-0.810153485,-1.247665394,-0.412209037,-0.744471872,-0.18646846,-0.201820373,411.9,2278,0.162,,444.0639876
0500000US13001,Appling,GA,13001,7,0.517587937,0.9122,18428,0.037562221,1.137579256,1.401045153,0.211496244,0.417152865,0.450094812,0.977070438,-0.232595685,-0.629136003,-0.166021461,-0.097503401,0.028344493,-0.291693947,-0.256544322,1.601111068,-0.650303646,-0.744471872,1.046168704,0.280401148,417.5,2899,0.238,,625.5822139
0500000US08007,Archuleta,CO,8007,7,0.55832481,0.3484,14003,0.964597413,-1.653381427,-1.393013618,0.440751844,-0.25860984,-0.043409381,-1.496686476,-0.691867193,1.404283291,0.882307136,-1.083882353,0.526926903,-0.745770898,-0.589342871,-0.041854223,-1.197039417,-0.744471872,-1.175043467,-0.797505782,280.6,690,0.132,,287.8340454
0500000US26011,Arenac,MI,26011,8,0.515864045,0.377,15089,-0.001667791,0.009059632,-0.497606588,-1.489823099,-0.17868748,-0.854038967,-0.376810035,-0.636972995,1.210069544,0.667876286,0.438144323,-0.535654255,-0.219455913,2.665647345,-0.943761443,0.451986214,-0.744471872,-1.467178475,0.365499064,458.9,3583,0.17,,468.823725
0500000US05001,Arkansas,AR,5001,6,0.531726329,0.7226,16512,0.359304813,-0.317897038,0.624095514,-0.206731229,0.224028781,0.353759285,-0.460382904,0.841108301,-0.131022873,0.274753063,0.771691555,0.285695928,-0.377969219,-0.494984985,-0.690741148,-0.8619433,1.342122145,0.650492174,0.365499064,447.4,3285,0.218,,717.7523412
0500000US23003,Aroostook,ME,23003,7,0.475139951,0.6545,67255,-0.928412178,0.24180989,0.279135392,-0.04315787,-2.181837482,-0.83481079,-0.393524609,-0.124301839,1.005267743,-0.273236885,1.136986675,-0.139726323,-0.846492475,0.171317085,-0.645501105,-1.038309677,1.342122145,0.590092953,0.081839345,335.1,2111,0.156,6.928922664,420.9409559
0500000US37009,Ashe,NC,37009,9,0.501828258,0.4518,27110,-0.321075427,0.533449793,0.0051993,-0.935022484,0.052310647,-0.817584897,-0.226378872,-0.789778445,1.303567278,-0.368539485,-0.298316408,-0.981847824,-0.39186616,-0.411970793,0.308049758,0.266801517,-0.744471872,-0.74731837,-0.00325857,323,2422,0.153,,455.9347629
0500000US39005,Ashland,OH,39005,6,0.459166772,0.3096,52181,-1.291908384,-0.671915713,-0.728995396,0.726329994,-0.313045934,-0.940495765,-0.71110151,-0.402349289,-0.165260956,-0.33280101,0.198538812,-0.616859216,-0.305916686,-0.054394268,-0.599542693,-0.174114427,-0.744471872,-0.061972107,-0.570578008,391.6,2915,0.168,7.953723789,424.877261
0500000US55003,Ashland,WI,55003,7,0.531744402,0.4852,16039,0.359716096,-0.04676639,0.161195015,-1.546049048,-1.057758899,-0.290918734,0.057768882,0.375583602,0.054388969,-0.451929259,0.07598129,0.052961777,-0.970073578,0.001497,-0.799498733,-1.364587476,1.342122145,-1.613862297,-0.684041895,382.6,1127,0.155,,475.0227751
0500000US05003,Ashley,AR,5003,7,0.526383614,0.8237,18354,0.237722464,1.073498472,0.657311385,0.909074314,0.466746145,0.360940625,0.860068422,0.510997283,0.204797196,0.393881312,1.091040238,0.613335576,-0.282607197,1.220549834,-0.147553735,-0.676758603,-0.744471872,0.546950652,1.244844192,542.4,5024,0.26,,636.0496609
0500000US20005,Atchison,KS,20005,6,0.518037948,0.4728,16108,0.04780297,-0.431336195,-0.326621062,0.65268429,-0.08424318,-0.545002406,-0.426953756,-0.151731183,-0.679392423,-1.262001357,-0.30932706,-0.002060795,-0.401565457,-0.32854032,-0.641765613,-0.271115935,-0.744471872,-0.827439786,-0.769139811,386.7,3835,0.15,,412.3225988
0500000US39009,Athens,OH,39009,4,0.466936048,0.5772,58979,-1.115105598,0.277296858,-0.496811676,0.810258526,-2.391815479,-0.906716835,1.846228273,-0.410284773,-1.218466389,-1.63129893,0.214989376,2.569184688,-0.57301993,0.676131268,-0.491514481,-0.712031879,1.342122145,-0.101416496,0.705890726,402.4,2638,0.184,6.876790831,442.4665087
0500000US13003,Atkinson,GA,13003,9,0.545831816,0.8444,8183,0.680298598,1.587761657,0.781117414,0.095889268,0.851840012,0.72731021,0.709637258,-0.311870587,-1.580026913,2.883661728,-1.07951772,-1.028521011,,-0.90421389,2.879078658,0.469622852,-0.744471872,-0.161815717,0.393865036,477.3,4945,0.285,,713.8586673
0500000US40005,Atoka,OK,40005,9,0.539587909,0.8556,14262,0.538208123,0.430733317,0.823369235,0.253651877,-4.500462788,0.484670265,0.609349816,0.779787234,-0.464066019,0.98952256,-0.071101353,-0.745416236,1.604212485,-0.045149635,1.959804103,0.205073285,1.342122145,-0.193864283,0.535694895,496.9,6904,0.23,,563.03416
0500000US29007,Audrain,MO,29007,6,0.501734123,0.7105,24434,-0.323217637,0.073480818,-0.202919767,-0.726339628,-0.266669072,-0.655763592,-0.025803987,-0.238709297,-0.460833089,-0.058806036,0.059594688,-0.84643436,-0.218530953,-0.731445956,0.218572506,0.099253459,-0.744471872,-0.070600567,0.110205317,363.4,2597,0.213,9.425493716,466.3873954
0500000US46003,Aurora,SD,46003,9,0.604819769,0.104,2755,2.022667405,-1.449650488,0.156822964,-0.507622141,0.509770414,-0.426258807,-1.713975935,-0.390425405,-0.281209411,0.548748037,-1.474336191,-0.985173938,,-1.570839828,0.289701607,-0.579757095,-0.744471872,-1.080130405,-2.017242572,321.3,2118,0.116,,403.5921606
0500000US37011,Avery,NC,37011,9,0.509369659,0.7191,17571,-0.149458334,-0.047787598,-0.232918074,-0.802790667,-1.481235894,-0.584252083,-0.777959805,-0.34217859,0.505112821,-1.023744857,-0.701414159,-1.005116972,0.550540306,-0.511895504,0.678672639,-0.570938777,-0.744471872,0.051430512,-0.00325857,355.2,1805,0.156,,426.0300949
0500000US22009,Avoyelles,LA,22009,6,0.476110681,0.9682,38751,-0.906321606,1.502575914,0.718790849,-0.23487618,-0.023659045,0.710888528,1.378220208,0.408426049,-0.74625384,0.262840238,0.952720161,1.366269107,0.19915044,0.190997628,-0.444713078,0.998721985,-0.744471872,1.325977341,1.358308079,572.8,3465,0.257,7.529280535,636.5798353
0500000US08009,Baca,CO,8009,9,0.629154119,0.5472,3432,2.576435956,1.422496209,-0.181010455,-0.607633436,0.714543714,-0.690130549,1.211074471,-0.316565849,0.979320126,-0.785488358,0.058196471,0.748901011,-0.508212637,-1.67254658,0.090156805,-1.928959884,1.342122145,-1.531275607,0.110205317,302,3536,0.176,,615.5722119
0500000US13005,Bacon,GA,13005,9,0.530892081,0.889,11191,0.340320123,0.577446825,0.226899699,-0.129143155,0.809734679,0.247035114,0.509062373,-0.545455854,-0.910012992,1.072912335,-0.068074363,-0.455061807,-0.328900769,-0.759848798,1.349889775,0.319711431,-0.744471872,0.132784565,0.620792811,476.7,4841,0.223,,744.8076984
0500000US13007,Baker,GA,13007,8,0.573392137,0.7162,2788,1.307479456,1.079966121,2.97378574,-1.624298003,0.682829633,1.542873246,2.765529829,-0.033935525,1.254497486,1.787681832,0.214837384,-1.36504928,,0.080043131,1.083324254,0.081616821,-0.744471872,-1.340216847,0.337133092,371.2,4520,0.249,,542.8910946
0500000US13009,Baldwin,GA,13009,4,0.457586705,0.923,43635,-1.327865426,0.143178245,-0.680120286,0.677738812,-0.109243496,1.394772102,1.344791061,-0.93636991,-0.915131027,-0.511493384,0.199661674,1.791758152,-0.294326894,0.049816389,0.857031616,0.09043514,-0.744471872,-0.122371328,-0.230186345,518.8,2808,0.206,9.21006022,577.9982396
0500000US45009,Bamberg,SC,45009,9,0.533951052,0.958,12908,0.409932076,1.182001792,0.519554009,0.774645641,0.632812649,2.155132704,0.926926717,1.461344839,0.68975187,-0.273236885,2.903220709,0.820878442,-0.16397137,1.205762436,0.418058252,1.35145474,-0.744471872,0.664051183,-0.684041895,399.4,1354,0.215,,696.5234067
0500000US13011,Banks,GA,13011,8,0.49901021,0.3373,19328,-0.3852048,-0.99861708,-0.607112343,-0.728657728,0.851840012,-0.349433821,-0.928390969,-0.665385509,-0.932864472,-0.440016435,-1.413796466,-0.310707016,1.2232855,-1.292641324,1.850954759,1.74827909,1.342122145,-0.983984706,-0.343650233,365.4,4561,0.189,15.4155496,500.2527396
0500000US01005,Barbour,AL,1005,6,0.511522256,0.9927,24706,-0.100472413,1.089752695,1.537785319,-0.28479776,0.718333724,1.854271369,0.525776947,0.361341924,-0.238535675,-0.845052483,1.443270392,-0.03752495,-0.219234444,0.113617367,0.098089524,0.407894619,-0.744471872,0.421221662,1.329942107,556.2,3040,0.273,,628.2535957
0500000US54001,Barbour,WV,54001,9,0.560875678,0.4563,15414,1.022646661,0.744499387,0.133141983,1.377299082,0.20987697,-0.731298651,0.542491521,-0.11336488,0.004921325,-0.809314008,-0.139037581,-0.140520368,0.014168014,0.354101984,-0.779749881,0.760627375,-0.744471872,-1.559626262,-0.173454401,382.3,2655,0.235,,590.4075883
0500000US38003,Barnes,ND,38003,6,0.546533685,0.1842,10758,0.696270778,-1.11775798,-0.44235742,-0.51873107,0.501439676,-0.724686909,-1.128965854,-0.799731282,0.44484201,-0.344713835,-0.338905217,-0.250671679,-0.772568669,-1.307642437,-0.7843486,-0.879579937,-0.744471872,0.062524247,-2.499464094,246,2911,0.125,,467.0738664
0500000US45011,Barnwell,SC,45011,8,0.504590314,0.9612,20414,-0.258220262,1.301653296,0.811824085,0.204238178,-0.048367405,1.390681078,1.094072454,1.153807911,-0.392188905,0.98952256,1.872390036,1.44520451,0.41375052,0.574848297,0.258561082,1.069268536,-0.744471872,0.538322192,0.819354614,387.6,2540,0.237,,702.8640357
0500000US21009,Barren,KY,21009,6,0.459261692,0.7919,44854,-1.289748315,0.674376457,-0.661713931,0.419084425,-0.209186617,-0.568528519,0.592635242,-0.882088132,-0.664643565,-0.487667734,0.828386792,0.89015915,-0.633315406,0.131054455,-0.88269968,-0.200569383,-0.744471872,0.818130829,0.847720585,394.4,3328,0.244,5.245213743,526.3871743
0500000US55005,Barron,WI,55005,6,0.489023976,0.4009,46843,-0.612458125,-0.640258273,-0.096256335,-1.060632586,0.358941557,-0.756305291,-1.162395001,-0.740067213,0.503215446,0.310491538,-0.326091966,-0.256577701,-0.806406055,-0.440491317,-0.790617263,-0.897216575,-0.744471872,0.680075466,-1.36482522,327.8,1999,0.143,,350.9803802
0500000US29009,Barry,MO,29009,6,0.494510865,0.5768,34926,-0.487594854,0.041227675,-0.181283555,0.430677499,0.298692304,-0.199255708,-0.159520577,0.234755394,0.21726693,0.179450463,-0.885403216,-0.281785843,-0.673111972,-0.906588089,0.766526385,-0.412209037,-0.744471872,1.264345482,0.30876712,478,2210,0.211,,502.8756055
0500000US20009,Barton,KS,20009,7,0.528981453,0.7006,25080,0.296840609,0.030845396,-0.608246951,-1.545605728,-0.331798551,-0.339674592,-0.30995174,-0.512795766,-0.02387166,-0.130282986,-0.50260772,-0.862433362,-0.578952498,-0.993950188,0.225407974,-1.840776696,1.342122145,1.30009196,-0.485480092,330.6,2732,0.169,,482.9738042
0500000US29011,Barton,MO,29011,8,0.53624283,0.6767,11694,0.462085304,0.646123044,-0.306443276,0.474747907,0.489191846,-0.762675436,0.993785012,-0.656893168,-0.00522597,0.667876286,1.033417554,0.982403664,-0.055829274,-1.222277968,0.582399189,0.240346561,-0.744471872,0.302888494,0.989550445,438.5,2574,0.224,,431.7135517
0500000US21011,Bath,KY,21011,8,0.52809952,0.5269,12829,0.276770754,0.252532571,-0.265127664,1.058747792,-0.507146064,-0.945604294,1.077357881,-0.417509058,-0.918933607,-1.035657682,0.639832526,-0.388023672,1.302102472,0.962306117,-1.048999451,0.575442678,1.342122145,-1.103550511,0.932818501,513.3,4108,0.237,,643.4053141
0500000US05005,Baxter,AR,5005,7,0.489334476,0.4333,42435,-0.605392189,0.737691336,-0.324251693,-0.181566195,-0.53616775,-0.776948526,-0.025803987,-0.386394992,2.23190185,0.274753063,-0.400362756,-0.576942994,-0.737368097,-0.261239509,-0.308844861,-1.664410318,-0.744471872,1.091776279,0.876086557,415.3,2963,0.207,,535.8040607
0500000US55007,Bayfield,WI,55007,8,0.529636023,0.097,16608,0.311736423,-1.064910481,-1.106663,-1.087342049,-0.197921099,-0.300010287,-1.028678411,1.737641615,2.033433418,-0.094544511,-1.019727976,-0.619777814,-0.28370989,0.645827323,-0.674962635,-0.182932746,-0.744471872,-1.576883182,-1.137897445,258.6,1089,0.126,,334.1402245
0500000US46005,Beadle,SD,46005,7,0.533301786,0.7289,19376,0.395156956,-0.509458585,-0.43637387,0.89378616,-0.510012237,0.389124162,-0.343380888,-0.829278371,-0.588552914,0.810830186,0.813578526,-0.901882768,-0.364561649,-1.524108318,0.510070392,-1.831958377,1.342122145,0.278235751,-1.591752994,305.4,5489,0.142,,369.4150914
0500000US16007,BearLake,ID,16007,9,0.573960964,0.2024,6722,1.320424058,-0.868753499,-1.219442881,0.71577071,0.571446745,-0.761425252,-1.128965854,-0.628016985,-0.106282153,-0.011154736,-1.577142857,-1.537952226,-0.683303563,-1.028572086,-0.610275406,0.222709923,-0.744471872,-1.490598581,-1.22299536,317.8,2246,0.154,,339.1502404
0500000US37013,Beaufort,NC,37013,6,0.461103854,0.8066,44272,-1.247826877,-0.076721816,-0.228492196,-1.208460071,-0.063485132,0.475019474,-0.059233134,0.028998495,0.958627285,-0.642534459,0.368621684,0.712506492,-0.439273983,0.020188898,0.319140996,0.187436647,-0.744471872,1.905316808,0.025107402,355.2,3241,0.175,10.57692308,482.6661041
0500000US22011,Beauregard,LA,22011,6,0.492312018,0.5498,36570,-0.537633289,-0.672256115,-1.179667247,0.250394127,0.503947643,-0.123856037,-0.493812051,-0.233556637,-1.064215781,0.262840238,-0.448261896,-1.433270305,-0.301269232,-0.430748211,-0.590359266,1.104541811,1.342122145,1.027679147,-0.116722458,493.9,3696,0.187,,540.5770591
0500000US30001,Beaverhead,MT,30001,9,0.528364925,0.2043,9719,0.28281048,-0.083104365,-0.906500718,0.140905355,-0.117808892,-0.712156226,-0.075947708,-0.807621528,0.568847034,-1.821904129,-2.121724688,1.797173142,-0.929022684,-1.227071814,-0.151053795,-1.161766142,1.342122145,-1.062873485,-1.36482522,307.7,449,0.143,,253.0491247
0500000US42009,Bedford,PA,42009,8,0.471755818,0.1868,47418,-1.005423731,-0.272878798,-0.220404512,0.377707391,0.146300709,-0.992811092,-1.011963838,-0.12523553,0.594764658,-0.249411235,-0.046947752,-0.342575019,-0.0355795,0.444001991,-0.83797088,0.257983198,1.342122145,-0.567353344,-0.967701614,343.9,2908,0.168,6.371359223,435.9620034
