Complete County Name,State Abbreviation,RUCC_2023,RADI_score,RADI_score_normalized,RADI_tiers_percentile,RADI_tiers_quantile
McDowell County,WV,9.0,-5.537838618048097,88.76664985568013,Tier 6,Tier 1
McIntosh County,OK,8.0,-5.34889679902237,89.22380771861684,Tier 6,Tier 1
McKinley County,NM,5.0,-5.253916274660531,89.45361969863144,Tier 6,Tier 1
McKinley County,NM,5.0,-5.253916274660531,89.45361969863144,Tier 6,Tier 1
McLean County,ND,8.0,-4.20945280678008,91.9807716513004,Tier 6,Tier 6
McMinn County,TN,4.0,-4.796586181708528,90.5601616438115,Tier 6,Tier 4
McMullen County,TX,8.0,-5.032310886639702,89.98980933692995,Tier 6,Tier 2
McNairy County,TN,8.0,-4.98073817188922,90.11459310466726,Tier 6,Tier 3
McPherson County,KS,7.0,-4.2862339237592195,91.7949944023405,Tier 6,Tier 6
Mecklenburg County,VA,7.0,-4.975376212298507,90.12756673856305,Tier 6,Tier 3
Mecosta County,MI,6.0,-4.816918621153203,90.51096589343317,Tier 6,Tier 4
Meigs County,OH,8.0,-5.2200980403135375,89.5354452670635,Tier 6,Tier 1
Meigs County,OH,8.0,-5.2200980403135375,89.5354452670635,Tier 6,Tier 1
Meigs County,TN,8.0,-4.7831064392018465,90.59277681767331,Tier 6,Tier 4
Mellette County,SD,9.0,-4.8938890528349805,90.32473058439253,Tier 6,Tier 3
Menard County,TX,9.0,-4.988525651277242,90.0957507570438,Tier 6,Tier 3
Mendocino County,CA,4.0,-3.2241488713204656,94.3647830035808,Tier 6,Tier 6
Mendocino County,CA,4.0,-3.2241488713204656,94.3647830035808,Tier 6,Tier 6
Mendocino County,CA,4.0,-3.2241488713204656,94.3647830035808,Tier 6,Tier 6
Mendocino County,CA,4.0,-3.2241488713204656,94.3647830035808,Tier 6,Tier 6
Mendocino County,CA,4.0,-3.2241488713204656,94.3647830035808,Tier 6,Tier 6
Menifee County,KY,9.0,-5.091352399252923,89.84695429366853,Tier 6,Tier 2
Menominee County,MI,7.0,-4.857817136654404,90.41200909265595,Tier 6,Tier 4
Mercer County,KY,6.0,-4.728044238373606,90.72600363950147,Tier 6,Tier 5
Mercer County,MO,9.0,-4.743319237163369,90.68904471828913,Tier 6,Tier 4
Mercer County,ND,8.0,-4.204291152995015,91.99326063137778,Tier 6,Tier 6
Mercer County,PA,4.0,-4.752121799725663,90.66774630637536,Tier 6,Tier 4
Mercer County,PA,4.0,-4.752121799725663,90.66774630637536,Tier 6,Tier 4
Mercer County,WV,4.0,-5.087130976928401,89.85716831837932,Tier 6,Tier 2
Mercer County,WV,4.0,-5.087130976928401,89.85716831837932,Tier 6,Tier 2
Mercer County,WV,4.0,-5.087130976928401,89.85716831837932,Tier 6,Tier 2
Merrimack County,NH,4.0,-3.9101228617104637,92.7050212573781,Tier 6,Tier 6
Metcalfe County,KY,9.0,-5.098447630863553,89.82978688765495,Tier 6,Tier 2
Miami County,IN,6.0,-4.801635955004463,90.54794336635345,Tier 6,Tier 4
Miami County,IN,6.0,-4.801635955004463,90.54794336635345,Tier 6,Tier 4
Mifflin County,PA,4.0,-4.714033530773843,90.75990352030907,Tier 6,Tier 5
Mifflin County,PA,4.0,-4.714033530773843,90.75990352030907,Tier 6,Tier 5
Milam County,TX,6.0,-5.510139364908103,88.83367012380138,Tier 6,Tier 1
Millard County,UT,9.0,-4.444596013930295,91.41182631871504,Tier 6,Tier 6
Miller County,MO,6.0,-4.915213677216908,90.27313417359983,Tier 6,Tier 3
Miner County,SD,8.0,-4.406726056354774,91.50345531310072,Tier 6,Tier 6
Mingo County,WV,8.0,-5.419677441393677,89.05254903501462,Tier 6,Tier 1
Mingo County,WV,8.0,-5.419677441393677,89.05254903501462,Tier 6,Tier 1
Mingo County,WV,8.0,-5.419677441393677,89.05254903501462,Tier 6,Tier 1
Minidoka County,ID,7.0,-4.56373999285937,91.12354918097046,Tier 6,Tier 5
Missaukee County,MI,8.0,-4.761455348093873,90.64516313739969,Tier 6,Tier 4
Mississippi County,AR,4.0,-5.035730709462686,89.98153483792576,Tier 6,Tier 2
Mississippi County,MO,8.0,-5.242375359563637,89.48154374482321,Tier 6,Tier 1
Mitchell County,GA,6.0,-5.029443405053556,89.99674740792287,Tier 6,Tier 3
Mitchell County,NC,8.0,-4.768991852802149,90.62692804045709,Tier 6,Tier 4
Moffat County,CO,7.0,-4.537290360976491,91.18754590360915,Tier 6,Tier 6
Monroe County,AL,8.0,-5.288799868229789,89.36921641951673,Tier 6,Tier 1
Monroe County,AL,8.0,-5.288799868229789,89.36921641951673,Tier 6,Tier 1
Monroe County,AR,9.0,-5.182015094866929,89.62758960040634,Tier 6,Tier 2
Monroe County,AR,9.0,-5.182015094866929,89.62758960040634,Tier 6,Tier 2
Monroe County,FL,4.0,-4.238881149620493,91.90956773047407,Tier 6,Tier 6
Monroe County,FL,4.0,-4.238881149620493,91.90956773047407,Tier 6,Tier 6
Monroe County,IA,9.0,-4.385920284652644,91.55379632377343,Tier 6,Tier 6
Monroe County,KY,8.0,-5.002868136262768,90.06104811779223,Tier 6,Tier 3
Monroe County,MS,7.0,-4.998425350366473,90.07179774705011,Tier 6,Tier 3
Monroe County,MO,9.0,-1.7932954854815688,97.82683221756021,Tier 6,Tier 6
Monroe County,OH,8.0,-4.888804100517655,90.33703397993783,Tier 6,Tier 3
Monroe County,OH,8.0,-4.888804100517655,90.33703397993783,Tier 6,Tier 3
Monroe County,PA,4.0,-4.278605406673667,91.81345212962496,Tier 6,Tier 6
Monroe County,TN,6.0,-4.942612103835405,90.20684177615533,Tier 6,Tier 3
Monroe County,WV,8.0,-4.860512796874422,90.40548675540026,Tier 6,Tier 4
Monroe County,WV,8.0,-4.860512796874422,90.40548675540026,Tier 6,Tier 4
Monroe County,WI,4.0,-4.562457699957651,91.12665177776786,Tier 6,Tier 5
Montezuma County,CO,6.0,-4.65710273200168,90.89765154473352,Tier 6,Tier 5
Montgomery County,AR,8.0,-5.071252516706684,89.89558735646796,Tier 6,Tier 2
Montgomery County,GA,9.0,-5.022175465981551,90.01433269164271,Tier 6,Tier 3
Montgomery County,IL,6.0,-4.721064320969839,90.74289203477699,Tier 6,Tier 5
Montgomery County,IN,6.0,-4.64092546062556,90.93679357717816,Tier 6,Tier 5
Montgomery County,KS,7.0,-5.01454396641045,90.03279763525825,Tier 6,Tier 3
Montgomery County,KY,6.0,-4.826506211539108,90.4877680521393,Tier 6,Tier 4
Montgomery County,MS,9.0,-5.137798429094778,89.73457489638164,Tier 6,Tier 2
Montgomery County,MO,8.0,-4.815791536726907,90.51369295253703,Tier 6,Tier 4
Montgomery County,MO,8.0,-4.815791536726907,90.51369295253703,Tier 6,Tier 4
Montgomery County,NY,4.0,-4.714407759097523,90.75899804887034,Tier 6,Tier 5
Montgomery County,NC,8.0,-0.9255936663159308,99.92629707590393,Tier 6,Tier 6
Montmorency County,MI,9.0,-4.979468091875806,90.11766615153262,Tier 6,Tier 3
Montrose County,CO,5.0,-4.5931125901944405,91.0524801402687,Tier 6,Tier 5
Montrose County,CO,5.0,-4.5931125901944405,91.0524801402687,Tier 6,Tier 5
Montrose County,CO,5.0,-4.5931125901944405,91.0524801402687,Tier 6,Tier 5
Mora County,NM,8.0,-5.0607936792249015,89.92089324066357,Tier 6,Tier 2
Mora County,NM,8.0,-5.0607936792249015,89.92089324066357,Tier 6,Tier 2
Morgan County,CO,6.0,-4.402139323390788,91.51455323229345,Tier 6,Tier 6
Morgan County,IL,4.0,-4.659009625678808,90.89303768294911,Tier 6,Tier 5
Morgan County,KY,9.0,-5.395214904799503,89.11173784249551,Tier 6,Tier 1
Morgan County,MO,8.0,-5.0400417041380186,89.97110408668672,Tier 6,Tier 2
Morgan County,MO,8.0,-5.0400417041380186,89.97110408668672,Tier 6,Tier 2
Morgan County,OH,8.0,-5.175718529430137,89.64282457810353,Tier 6,Tier 2
Morrow County,OR,8.0,-4.525001739671481,91.2172790769384,Tier 6,Tier 6
Moultrie County,IL,8.0,-4.459499603985921,91.37576604674852,Tier 6,Tier 6
Muhlenberg County,KY,6.0,-4.976872611668799,90.12394609628412,Tier 6,Tier 3
Murray County,MN,9.0,-4.3555384867521445,91.62730719538452,Tier 6,Tier 6
Muscatine County,IA,4.0,-2.5746986397869596,95.9361729767618,Tier 6,Tier 6
Muskingum County,OH,4.0,-4.802726615712407,90.54530443696764,Tier 6,Tier 4
Muskogee County,OK,4.0,-5.049573855428296,89.94804038413784,Tier 6,Tier 2
Muskogee County,OK,4.0,-5.049573855428296,89.94804038413784,Tier 6,Tier 2
Muskogee County,OK,4.0,-5.049573855428296,89.94804038413784,Tier 6,Tier 2
Nacogdoches County,TX,5.0,-5.025332424718267,90.0066942105648,Tier 6,Tier 3
Natchitoches Parish,LA,6.0,-5.152162229487154,89.69982068302174,Tier 6,Tier 2
Natchitoches Parish,LA,6.0,-5.152162229487154,89.69982068302174,Tier 6,Tier 2
Navajo County,AZ,4.0,-1.871084424216982,97.63861647381556,Tier 6,Tier 6
Navajo County,AZ,4.0,-1.871084424216982,97.63861647381556,Tier 6,Tier 6
Neosho County,KS,7.0,-5.121631953385111,89.77369080796097,Tier 6,Tier 2
Neshoba County,MS,7.0,-4.969263044635847,90.14235797259926,Tier 6,Tier 3
Nevada County,CA,4.0,-4.150672219745862,92.1229953669886,Tier 6,Tier 6
New Madrid County,MO,9.0,-5.44983531004242,88.97957997579164,Tier 6,Tier 1
Newaygo County,MI,6.0,-4.72595824477113,90.73105084600306,Tier 6,Tier 5
Newberry County,SC,6.0,-4.7896534915697595,90.57693576943696,Tier 6,Tier 4
Newberry County,SC,6.0,-4.7896534915697595,90.57693576943696,Tier 6,Tier 4
Newton County,AR,9.0,-5.077926600197479,89.8794389476009,Tier 6,Tier 2
Newton County,MS,8.0,-5.17873672141377,89.63552185282923,Tier 6,Tier 2
Nicholas County,KY,8.0,-5.063937409800785,89.91328676604016,Tier 6,Tier 2
Nicholas County,WV,8.0,-4.956071690247955,90.17427537136416,Tier 6,Tier 3
Nicholas County,WV,8.0,-4.956071690247955,90.17427537136416,Tier 6,Tier 3
Noble County,IN,6.0,-4.511866764777797,91.24906006159857,Tier 6,Tier 6
Noble County,OH,9.0,-5.193021892617841,89.60095788825531,Tier 6,Tier 2
Nobles County,MN,7.0,-4.629295562074603,90.96493292502156,Tier 6,Tier 5
Northampton County,NC,9.0,-5.277742224004731,89.39597115824586,Tier 6,Tier 1
Northampton County,NC,9.0,-5.277742224004731,89.39597115824586,Tier 6,Tier 1
Northampton County,VA,8.0,-4.841971803322641,90.45034797793195,Tier 6,Tier 4
Northumberland County,PA,4.0,-4.837959104252102,90.46005698222311,Tier 6,Tier 4
Nowata County,OK,8.0,-5.177679508602054,89.63807985270542,Tier 6,Tier 2
Noxubee County,MS,9.0,-5.583153042521701,88.6570084562304,Tier 6,Tier 1
Nye County,NV,4.0,-13.630792888248248,69.18518452372304,Tier 5,Tier 1
Obion County,TN,7.0,-4.949103871959051,90.19113449199033,Tier 6,Tier 3
Oceana County,MI,8.0,-4.63684103229532,90.94667613539846,Tier 6,Tier 5
Oconee County,SC,4.0,-4.779478582693479,90.601554668638,Tier 6,Tier 4
Ogemaw County,MI,9.0,-5.053946227551404,89.93746112589808,Tier 6,Tier 2
Ogemaw County,MI,9.0,-5.053946227551404,89.93746112589808,Tier 6,Tier 2
Okanogan County,WA,6.0,-4.765482316915409,90.63541960645426,Tier 6,Tier 4
Okeechobee County,FL,4.0,-5.017002111270837,90.02684998292297,Tier 6,Tier 3
Oktibbeha County,MS,5.0,-5.267066084711164,89.42180281927796,Tier 6,Tier 1
Oneida County,WI,7.0,-4.458380993816339,91.37847260179929,Tier 6,Tier 6
Ontonagon County,MI,9.0,-4.91580555157319,90.27170209245844,Tier 6,Tier 3
Orange County,IN,8.0,-4.623963019309853,90.9778353828624,Tier 6,Tier 5
Orange County,IN,8.0,-4.623963019309853,90.9778353828624,Tier 6,Tier 5
Orange County,VT,9.0,-4.250328104771646,91.88187102690141,Tier 6,Tier 6
Orange County,VT,9.0,-4.250328104771646,91.88187102690141,Tier 6,Tier 6
Orangeburg County,SC,4.0,-5.288450957728766,89.37006063272386,Tier 6,Tier 1
Orangeburg County,SC,4.0,-5.288450957728766,89.37006063272386,Tier 6,Tier 1
Oregon County,MO,9.0,-5.181927489294969,89.62780156817642,Tier 6,Tier 2
Orleans County,VT,9.0,-4.527280912685636,91.21176445942393,Tier 6,Tier 6
Osceola County,MI,9.0,-4.817922583551719,90.50853673663272,Tier 6,Tier 4
Oscoda County,MI,9.0,-5.115914595125565,89.78752435363687,Tier 6,Tier 2
Otero County,CO,6.0,-4.879567603944729,90.35938232534953,Tier 6,Tier 4
Otero County,NM,4.0,-5.031564139057254,89.991616144606,Tier 6,Tier 2
Otero County,NM,4.0,-5.031564139057254,89.991616144606,Tier 6,Tier 2
Otsego County,MI,7.0,-4.517561712274666,91.23528074032059,Tier 6,Tier 6
Ottawa County,OK,6.0,-6.295162029389409,86.93425322656974,Tier 6,Tier 1
Ottawa County,OK,6.0,-6.295162029389409,86.93425322656974,Tier 6,Tier 1
Ouachita County,AR,7.0,-5.040476914870072,89.97005106407259,Tier 6,Tier 2
Overton County,TN,9.0,-5.071360162384769,89.89532690026826,Tier 6,Tier 2
Owen County,KY,8.0,-4.752485507673078,90.66686628971823,Tier 6,Tier 4
Owen County,KY,8.0,-4.752485507673078,90.66686628971823,Tier 6,Tier 4
Owsley County,KY,9.0,-5.504319634233095,88.84775136665158,Tier 6,Tier 1
Owsley County,KY,9.0,-5.504319634233095,88.84775136665158,Tier 6,Tier 1
Oxford County,ME,6.0,-4.791747975517448,90.57186801995505,Tier 6,Tier 4
Oxford County,ME,6.0,-4.791747975517448,90.57186801995505,Tier 6,Tier 4
Ozark County,MO,9.0,-5.363520106926226,89.18842560879668,Tier 6,Tier 1
Pacific County,WA,7.0,-4.778010637144284,90.60510646491919,Tier 6,Tier 4
Pacific County,WA,7.0,-4.778010637144284,90.60510646491919,Tier 6,Tier 4
Pamlico County,NC,9.0,-4.736841671758314,90.70471763798938,Tier 6,Tier 5
Panola County,MS,6.0,-5.310479298725356,89.31676153067241,Tier 6,Tier 1
Panola County,TX,6.0,-4.798153069753862,90.55637044928422,Tier 6,Tier 4
Park County,MT,6.0,-4.544405519415663,91.17033028324897,Tier 6,Tier 6
Park County,WY,7.0,-4.428176206094986,91.45155518497941,Tier 6,Tier 6
Park County,WY,7.0,-4.428176206094986,91.45155518497941,Tier 6,Tier 6
Parke County,IN,8.0,-4.58672574531207,91.06793355535906,Tier 6,Tier 5
Pasquotank County,NC,4.0,-4.733518549740232,90.71275816267521,Tier 6,Tier 5
Patrick County,VA,8.0,-5.00909556263563,90.04598042686551,Tier 6,Tier 3
Patrick County,VA,8.0,-5.00909556263563,90.04598042686551,Tier 6,Tier 3
Pawnee County,KS,9.0,-4.59265283334268,91.05359255392548,Tier 6,Tier 5
Payette County,ID,6.0,-4.63442761695185,90.95251556155881,Tier 6,Tier 5
Pearl River County,MS,6.0,-4.935373374513304,90.22435638485516,Tier 6,Tier 3
Pecos County,TX,7.0,-4.599780600878046,91.0363464249807,Tier 6,Tier 5
Pemiscot County,MO,7.0,-5.293164070623134,89.35865692850594,Tier 6,Tier 1
Pend Oreille County,WA,8.0,-4.620351179004253,90.98657448151134,Tier 6,Tier 5
Pendleton County,WV,8.0,-4.691058169968003,90.81549400260862,Tier 6,Tier 5
Perkins County,SD,9.0,-4.553091850564049,91.14931310131945,Tier 6,Tier 6
Perry County,AL,8.0,-5.4743521662046,88.92025973834065,Tier 6,Tier 1
Perry County,AL,8.0,-5.4743521662046,88.92025973834065,Tier 6,Tier 1
Perry County,IL,7.0,-4.759783079123079,90.6492093084003,Tier 6,Tier 4
Perry County,KY,7.0,-5.073325309507936,89.8905720902224,Tier 6,Tier 2
Perry County,KY,7.0,-5.073325309507936,89.8905720902224,Tier 6,Tier 2
Perry County,KY,7.0,-5.073325309507936,89.8905720902224,Tier 6,Tier 2
Perry County,MO,6.0,-4.6882983096096895,90.82217167656093,Tier 6,Tier 5
Perry County,TN,9.0,-5.012848164553826,90.0369007457117,Tier 6,Tier 3
Pettis County,MO,5.0,-4.775887873845466,90.61024263825664,Tier 6,Tier 4
Phelps County,MO,5.0,-4.875945909665453,90.36814526637265,Tier 6,Tier 4
Phillips County,AR,7.0,-5.34219203822274,89.24003035336476,Tier 6,Tier 1
Phillips County,AR,7.0,-5.34219203822274,89.24003035336476,Tier 6,Tier 1
Pickett County,TN,9.0,-5.076799495581004,89.8821660555563,Tier 6,Tier 2
Pike County,AL,6.0,-5.1312450810207855,89.75043117751642,Tier 6,Tier 2
Pike County,IL,9.0,-4.736858849897668,90.7046760742873,Tier 6,Tier 5
Pike County,IN,8.0,-4.590930295254851,91.05776035454855,Tier 6,Tier 5
Pike County,KY,7.0,-5.1781040963783145,89.63705253307113,Tier 6,Tier 2
Pike County,KY,7.0,-5.1781040963783145,89.63705253307113,Tier 6,Tier 2
Pike County,KY,7.0,-5.1781040963783145,89.63705253307113,Tier 6,Tier 2
Pike County,MS,6.0,-5.3185631867203,89.29720200182355,Tier 6,Tier 1
Pike County,MO,8.0,-4.9133516292375345,90.27763952810169,Tier 6,Tier 3
Pike County,OH,9.0,-5.034389623716095,89.98477968809756,Tier 6,Tier 2
Pike County,PA,6.0,-4.342954487169722,91.65775505698531,Tier 6,Tier 6
Piscataquis County,ME,8.0,-4.824102358980354,90.49358434047737,Tier 6,Tier 4
Pitkin County,CO,7.0,-2.3545365547674058,96.46887044313648,Tier 6,Tier 6
Pittsburg County,OK,7.0,-4.9234517938951505,90.25320147773257,Tier 6,Tier 3
Pittsburg County,OK,7.0,-4.9234517938951505,90.25320147773257,Tier 6,Tier 3
Pittsylvania County,VA,4.0,-5.245591895241692,89.47376111319501,Tier 6,Tier 1
Platte County,NE,5.0,-4.462755359645014,91.36788851965034,Tier 6,Tier 6
Pleasants County,WV,8.0,-4.855352212968213,90.41797314683141,Tier 6,Tier 4
Pocahontas County,WV,9.0,-5.175339177358072,89.64374244680754,Tier 6,Tier 2
Polk County,AR,7.0,-4.994786511457457,90.08060217069648,Tier 6,Tier 3
Polk County,NC,8.0,-4.66603417136302,90.87604130644732,Tier 6,Tier 5
Polk County,NC,8.0,-4.66603417136302,90.87604130644732,Tier 6,Tier 5
Polk County,TX,6.0,-4.824396258108607,90.49287323111004,Tier 6,Tier 4
Polk County,WI,8.0,-4.297728125434282,91.76718338251953,Tier 6,Tier 6
Pondera County,MT,9.0,-4.877884537997154,90.36345462038587,Tier 6,Tier 4
Pontotoc County,MS,9.0,-5.035078049505075,89.98311399405426,Tier 6,Tier 2
Pontotoc County,MS,9.0,-5.035078049505075,89.98311399405426,Tier 6,Tier 2
Pontotoc County,OK,7.0,-4.35919060467769,91.61847064223474,Tier 6,Tier 6
Pope County,AR,5.0,-4.919791933311849,90.2620567647809,Tier 6,Tier 3
Pope County,AR,5.0,-4.919791933311849,90.2620567647809,Tier 6,Tier 3
Pope County,IL,8.0,-4.707356241603896,90.77605968553961,Tier 6,Tier 5
Portage County,WI,4.0,-4.455872443274737,91.38454221418358,Tier 6,Tier 6
Portage County,WI,4.0,-4.455872443274737,91.38454221418358,Tier 6,Tier 6
Pottawatomie County,OK,4.0,-4.844180365412212,90.4450042084571,Tier 6,Tier 4
Powell County,KY,8.0,-5.578640072078159,88.6679279018783,Tier 6,Tier 1
Powell County,KY,8.0,-5.578640072078159,88.6679279018783,Tier 6,Tier 1
Power County,ID,8.0,-4.829273741821525,90.48107182027255,Tier 6,Tier 4
Prairie County,AR,8.0,-5.14632838025866,89.71393608669335,Tier 6,Tier 2
Prentiss County,MS,7.0,-5.009814856002658,90.04424004657177,Tier 6,Tier 3
Presidio County,TX,9.0,-5.580224173806777,88.66409505764791,Tier 6,Tier 1
Presque Isle County,MI,9.0,-4.909436990769239,90.28711126795031,Tier 6,Tier 3
Price County,WI,9.0,-4.878561824921937,90.36181587759866,Tier 6,Tier 4
Price County,WI,9.0,-4.878561824921937,90.36181587759866,Tier 6,Tier 4
Prince Edward County,VA,6.0,-4.90025336090539,90.30933169868506,Tier 6,Tier 3
Prowers County,CO,7.0,-4.6566719112886945,90.89869394539143,Tier 6,Tier 5
Prowers County,CO,7.0,-4.6566719112886945,90.89869394539143,Tier 6,Tier 5
Pulaski County,GA,8.0,-5.057434243056161,89.92902162996084,Tier 6,Tier 2
Pulaski County,IL,8.0,-5.240641531995081,89.48573886112955,Tier 6,Tier 1
Pulaski County,KY,5.0,-4.985749721204063,90.10246731278811,Tier 6,Tier 3
Pulaski County,KY,5.0,-4.985749721204063,90.10246731278811,Tier 6,Tier 3
Pulaski County,MO,5.0,-4.710863710571788,90.76757312059627,Tier 6,Tier 5
Pulaski County,MO,5.0,-4.710863710571788,90.76757312059627,Tier 6,Tier 5
Pushmataha County,OK,9.0,-5.23730630220284,89.49380868141648,Tier 6,Tier 1
Putnam County,FL,4.0,-2.7032333233047403,95.6251743765936,Tier 6,Tier 6
Putnam County,GA,8.0,-4.660304398870559,90.88990488922255,Tier 6,Tier 5
Putnam County,IN,6.0,-4.380726039209056,91.5663641616338,Tier 6,Tier 6
Putnam County,TN,4.0,-4.871571267918358,90.3787300161254,Tier 6,Tier 4
Quay County,NM,7.0,-5.366086811737776,89.18221528811442,Tier 6,Tier 1
Quay County,NM,7.0,-5.366086811737776,89.18221528811442,Tier 6,Tier 1
Quitman County,GA,8.0,-5.405294378513763,89.0873498553019,Tier 6,Tier 1
Quitman County,MS,8.0,-5.573879437665703,88.67944658771208,Tier 6,Tier 1
Rabun County,GA,9.0,-4.649836852791302,90.915231844475,Tier 6,Tier 5
Ralls County,MO,9.0,-4.906694191453443,90.29374766152446,Tier 6,Tier 3
Randolph County,AL,8.0,-5.0104368566198865,90.04273507284822,Tier 6,Tier 3
Randolph County,AR,7.0,-4.937001832213902,90.22041621826776,Tier 6,Tier 3
Randolph County,GA,8.0,-5.702234668879642,88.3688821848653,Tier 6,Tier 1
Randolph County,IL,6.0,-4.549174986967102,91.15879022502149,Tier 6,Tier 6
Randolph County,IN,6.0,-4.844189908407875,90.44498111851586,Tier 6,Tier 4
Randolph County,MO,6.0,-4.92917878118962,90.23934463393743,Tier 6,Tier 3
Randolph County,MO,6.0,-4.92917878118962,90.23934463393743,Tier 6,Tier 3
Randolph County,WV,7.0,-4.840576944471706,90.45372293586705,Tier 6,Tier 4
Randolph County,WV,7.0,-4.840576944471706,90.45372293586705,Tier 6,Tier 4
Randolph County,WV,7.0,-4.840576944471706,90.45372293586705,Tier 6,Tier 4
Ravalli County,MT,6.0,-4.469265844136803,91.3521359499318,Tier 6,Tier 6
Rawlins County,KS,9.0,-4.583766010601517,91.07509483919827,Tier 6,Tier 5
Real County,TX,9.0,-5.05138961218807,89.94364703445915,Tier 6,Tier 2
Reno County,KS,4.0,-4.774753404865209,90.61298756480205,Tier 6,Tier 4
Reynolds County,MO,9.0,-5.139801482931228,89.72972836840843,Tier 6,Tier 2
Rhea County,TN,6.0,-4.8345908207139034,90.46820677834566,Tier 6,Tier 4
Rich County,UT,8.0,-4.321997956761564,91.70846083882526,Tier 6,Tier 6
Richland County,IL,7.0,-4.718253988093405,90.74969183049483,Tier 6,Tier 5
Richland County,MT,7.0,-5.336532872712981,89.25372309763803,Tier 6,Tier 1
Richmond County,NC,4.0,-5.335227304926731,89.25688200963621,Tier 6,Tier 1
Ringgold County,IA,9.0,-4.4181086818987705,91.4759142594836,Tier 6,Tier 6
Rio Arriba County,NM,6.0,-4.999250783807685,90.06980055346995,Tier 6,Tier 3
Rio Arriba County,NM,6.0,-4.999250783807685,90.06980055346995,Tier 6,Tier 3
Rio Arriba County,NM,6.0,-4.999250783807685,90.06980055346995,Tier 6,Tier 3
Rio Arriba County,NM,6.0,-4.999250783807685,90.06980055346995,Tier 6,Tier 3
Rio Grande County,CO,9.0,-4.645655489344489,90.92534894394701,Tier 6,Tier 5
Ripley County,MO,9.0,-5.384780953248772,89.13698351345134,Tier 6,Tier 1
Ritchie County,WV,8.0,-5.1465598379543405,89.7133760587119,Tier 6,Tier 2
Roane County,WV,8.0,-5.081247833817315,89.87140299202586,Tier 6,Tier 2
Robertson County,KY,8.0,-4.951997703867542,90.1841326645611,Tier 6,Tier 3
Robeson County,NC,4.0,-5.380606420853842,89.14708408471854,Tier 6,Tier 1
Rockbridge County,VA,6.0,-4.611740905853345,91.00740763582978,Tier 6,Tier 5
Rockcastle County,KY,9.0,-5.004968929847915,90.05596510170396,Tier 6,Tier 3
Rockcastle County,KY,9.0,-5.004968929847915,90.05596510170396,Tier 6,Tier 3
Rolette County,ND,9.0,-4.886760061652429,90.3419796740367,Tier 6,Tier 3
Roosevelt County,NM,7.0,-4.993041444271289,90.08482448203878,Tier 6,Tier 3
Roscommon County,MI,7.0,-4.869413431130034,90.38395105220836,Tier 6,Tier 4
Rosebud County,MT,8.0,-4.860564835617608,90.40536084404435,Tier 6,Tier 4
Ross County,OH,4.0,-4.774009232972966,90.61478814041666,Tier 6,Tier 4
Routt County,CO,7.0,-2.954374595878493,95.01752061282102,Tier 6,Tier 6
Rowan County,KY,6.0,-4.900716935463855,90.30821004782156,Tier 6,Tier 3
Rush County,IN,6.0,-4.65385074274673,90.90551995875511,Tier 6,Tier 5
Rusk County,WI,8.0,-4.754894827873353,90.66103677204148,Tier 6,Tier 4
Russell County,KY,9.0,-4.974983734760136,90.12851636524505,Tier 6,Tier 3
Russell County,KY,9.0,-4.974983734760136,90.12851636524505,Tier 6,Tier 3
Russell County,VA,8.0,-5.015895439625571,90.02952765188438,Tier 6,Tier 3
Rutherford County,NC,4.0,-5.054754141471039,89.93550632201803,Tier 6,Tier 2
Rutland County,VT,7.0,-1.43071879371863,98.70411172302764,Tier 6,Tier 6
Sabine Parish,LA,8.0,-5.139475453358743,89.73051721961872,Tier 6,Tier 2
Saguache County,CO,9.0,-4.892139178607976,90.32896452670424,Tier 6,Tier 3
Saline County,IL,7.0,-4.861061684226559,90.4041586843031,Tier 6,Tier 4
Saline County,IL,7.0,-4.861061684226559,90.4041586843031,Tier 6,Tier 4
Saline County,KS,5.0,-4.668333845056897,90.87047708611341,Tier 6,Tier 5
Saline County,MO,7.0,-4.846797965334855,90.43867074351627,Tier 6,Tier 4
Sampson County,NC,6.0,-5.003694129290682,90.05904957025317,Tier 6,Tier 3
Sampson County,NC,6.0,-5.003694129290682,90.05904957025317,Tier 6,Tier 3
San Augustine County,TX,9.0,-5.14518548024268,89.71670141271566,Tier 6,Tier 2
San Juan County,UT,9.0,-4.895271914977536,90.32138465332716,Tier 6,Tier 3
San Miguel County,CO,9.0,-1.381120368142055,98.82411856089197,Tier 6,Tier 6
San Miguel County,CO,9.0,-1.381120368142055,98.82411856089197,Tier 6,Tier 6
San Miguel County,NM,6.0,-5.13342954458877,89.74514571608944,Tier 6,Tier 2
San Miguel County,NM,6.0,-5.13342954458877,89.74514571608944,Tier 6,Tier 2
San Miguel County,NM,6.0,-5.13342954458877,89.74514571608944,Tier 6,Tier 2
Sanborn County,SD,9.0,-4.496795143754089,91.28552689617082,Tier 6,Tier 6
Sandusky County,OH,4.0,-4.761850499923518,90.6442070400841,Tier 6,Tier 4
Santa Cruz County,AZ,6.0,-7.168900654187374,84.82018189742949,Tier 6,Tier 1
Sawyer County,WI,9.0,-4.723220112937974,90.73767594627859,Tier 6,Tier 5
Schley County,GA,8.0,-4.825225792726944,90.49086611444679,Tier 6,Tier 4
Schley County,GA,8.0,-4.825225792726944,90.49086611444679,Tier 6,Tier 4
Schuylkill County,PA,4.0,-4.614376292243472,91.00103113529468,Tier 6,Tier 5
Scioto County,OH,4.0,-6.886048393708732,85.50456260040994,Tier 6,Tier 1
