,GEO_ID,County,State,FIPS,Population,SDOH Score,RUCC,IRR,SVI,Premature Mortality,Infant Mortality,Preventable Hospital Stays,Heart Disease Mortality,Poor or Fair Health
1207,0500000US36123,Yates,NY,36123,24451.0,34.386083383632105,6,0.5102428284570841,0.5724,338.0971104,,2151.0,264.3,0.151
209,0500000US17025,Clay,IL,17025,13047.0,34.390524416865794,9,0.5464750488540999,0.5813,413.22057509,,3520.0,378.6,0.167
748,0500000US18103,Miami,IN,18103,35674.0,34.412520382814996,6,0.4869106514002406,0.3904,505.03407385,,3009.0,385.5,0.186
866,0500000US17145,Perry,IL,17145,20588.0,34.42186073899964,7,0.5155146660099391,0.6001,453.26871409,,2724.0,371.5,0.188
408,0500000US04009,Graham,AZ,4009,38779.0,34.45167052757082,7,0.5758595412251227,0.8486,501.93453652,,1313.0,315.2,0.198
984,0500000US29201,Scott,MO,29201,37840.0,34.575502003522715,4,0.5025366764778836,0.665,569.57717534,5.8806233461,2964.0,553.7,0.199
394,0500000US45043,Georgetown,SC,45043,64722.0,34.60426060447378,4,0.4865668010453399,0.5301,548.67555248,5.7034220532,2995.0,328.5,0.172
20,0500000US36003,Allegany,NY,36003,46694.0,34.62031414335585,7,0.5071303468940742,0.4543,395.83313697,,2714.0,316.7,0.147
713,0500000US48319,Mason,TX,48319,3982.0,34.69283129945639,9,0.6163695638099309,0.2724,309.8150539,,1000.0,247.0,0.15
426,0500000US18055,Greene,IN,18055,31006.0,34.7419195549805,6,0.5003406119526793,0.5275,481.88447231,,3743.0,392.0,0.176
906,0500000US55099,Price,WI,55099,14179.0,34.76273227574765,9,0.5611862920154091,0.2253,312.52757342,,3181.0,340.3,0.142
404,0500000US06021,Glenn,CA,6021,28339.0,34.82483334748262,6,0.5341507222315178,0.8622,442.5956405,7.6687116564,3808.0,320.9,0.212
247,0500000US41011,Coos,OR,41011,64990.0,34.831229992244396,5,0.5195060855267735,0.7661,450.69755357,,2681.0,341.6,0.171
465,0500000US13147,Hart,GA,13147,26909.0,34.86316526834371,6,0.4964406166276045,0.7681,473.37871233,,3383.0,388.8,0.194
29,0500000US20003,Anderson,KS,20003,7776.0,34.89010859753247,8,0.5649545330185782,0.4085,406.40288807,,1573.0,376.8,0.164
376,0500000US08043,Fremont,CO,8043,49621.0,34.901266821999435,4,0.5146024793099842,0.6688,446.3533235,,1743.0,321.6,0.166
908,0500000US08099,Prowers,CO,8099,11854.0,34.91329273026128,7,0.5783029245629907,0.9615,559.12074811,,2745.0,337.9,0.194
1117,0500000US17185,Wabash,IL,17185,11087.0,34.95333073407787,7,0.52483802745262,0.4209,420.74474509,,3334.0,351.2,0.157
310,0500000US54017,Doddridge,WV,54017,7698.0,35.076611271098976,9,0.5599487139032173,0.2625,409.66641645,,2715.0,324.8,0.214
1152,0500000US18177,Wayne,IN,18177,66273.0,35.085160956597214,5,0.4561192898327209,0.7515,596.90407565,7.51604033,4648.0,445.1,0.184
807,0500000US26123,Newaygo,MI,26123,50886.0,35.08876082516058,6,0.4990609021410259,0.5463,401.64271029,5.6987788331,1523.0,353.8,0.17
1028,0500000US18149,Starke,IN,18149,23258.0,35.11509359558786,8,0.5074966392729688,0.2829,618.6283975,,3718.0,449.4,0.188
1146,0500000US40149,Washita,OK,40149,10732.0,35.136764101874654,9,0.5671250951628375,0.5947,554.76556163,,3098.0,480.0,0.187
420,0500000US53027,Grays Harbor,WA,53027,77038.0,35.147956257675276,4,0.5066446640127804,0.8215,498.71026309,5.9066745422,1868.0,337.9,0.178
1151,0500000US17191,Wayne,IL,17191,15872.0,35.149270003559444,9,0.5442410059985243,0.4843,462.54785448,,2088.0,400.8,0.168
460,0500000US37085,Harnett,NC,37085,138832.0,35.184439176056244,4,0.4558865054123872,0.7372,485.71815972,6.1581094604,4596.0,335.6,0.162
744,0500000US42085,Mercer,PA,42085,109220.0,35.21592165185255,4,0.440194427099516,0.5278,473.50940686,7.3966450931,2771.0,416.4,0.167
895,0500000US40123,Pontotoc,OK,40123,38141.0,35.24091989110564,7,0.5124149537570084,0.6561,637.06892547,6.9060773481,3530.0,528.7,0.187
798,0500000US39119,Muskingum,OH,39119,86113.0,35.27526430063042,4,0.4622025773202749,0.511,516.57185514,7.5262709458,3282.0,395.3,0.188
1092,0500000US26157,Tuscola,MI,26157,52945.0,35.31739927879456,6,0.4907152473491991,0.2841,465.92758533,6.13660619,2670.0,406.1,0.167
13,0500000US08003,Alamosa,CO,8003,16592.0,35.32322795857911,7,0.5619212778170661,0.8253,549.16504249,,2015.0,286.4,0.197
236,0500000US39029,Columbiana,OH,39029,100511.0,35.36995546297724,4,0.4346470256933692,0.4162,508.13506581,5.5936232695,3299.0,417.1,0.177
282,0500000US18027,Daviess,IN,18027,33418.0,35.46328486580763,7,0.5065663598867186,0.6239,417.07980326,,3071.0,388.8,0.198
602,0500000US30047,Lake,MT,30047,32853.0,35.4816532979856,6,0.5398352743249764,0.7541,456.8383272,,2058.0,309.2,0.156
522,0500000US28057,Itawamba,MS,28057,23903.0,35.56208228702711,9,0.5252480372696774,0.2463,577.10070406,,2679.0,493.5,0.19
694,0500000US21155,Marion,KY,21155,19775.0,35.603941771534544,6,0.5249014748212791,0.7859,559.60803811,,2441.0,321.8,0.231
352,0500000US17051,Fayette,IL,17051,21305.0,35.671262912917726,6,0.529355857828489,0.5644,382.04582464,,4410.0,314.8,0.179
477,0500000US29083,Henry,MO,29083,22438.0,35.70585252097748,6,0.530488304423028,0.6526,502.44831058,,1018.0,466.9,0.193
294,0500000US19053,Decatur,IA,19053,7683.0,35.75563666237313,9,0.5676805465286625,0.524,414.13196631,,1869.0,411.0,0.148
862,0500000US53051,Pend Oreille,WA,53051,14179.0,35.775893362395806,8,0.5724551535663827,0.4314,472.75907445,,1444.0,280.9,0.153
646,0500000US08073,Lincoln,CO,8073,5510.0,35.79312349878999,8,0.6104131127473276,0.385,349.42509525,,2622.0,268.7,0.175
1175,0500000US47185,White,TN,47185,28064.0,35.844889396930455,7,0.5197339994882766,0.5154,557.64389093,,2386.0,377.1,0.214
41,0500000US37009,Ashe,NC,37009,27110.0,35.93155663916096,9,0.5198328277345303,0.4518,455.93476285,,2422.0,323.0,0.153
700,0500000US06043,Mariposa,CA,6043,17020.0,36.01024732754354,8,0.5595449165788121,0.8613,428.1284646,,2473.0,328.1,0.156
374,0500000US36033,Franklin,NY,36033,46373.0,36.10714090495774,7,0.5201558129008805,0.5597,368.29071206,,2905.0,331.7,0.161
593,0500000US20099,Labette,KS,20099,19757.0,36.3105077316876,7,0.5296489352735991,0.4941,552.90913896,,2429.0,441.8,0.169
1101,0500000US21225,Union,KY,21225,12961.0,36.388375731705594,8,0.5233807883208389,0.2424,542.38358885,,4338.0,370.9,0.224
738,0500000US06045,Mendocino,CA,6045,89783.0,36.409970658045,4,0.5151089022732601,0.9726,424.67989426,5.8690744921,1594.0,295.2,0.179
679,0500000US16065,Madison,ID,16065,54976.0,36.43038222359414,4,0.520355606653685,0.4318,267.8163879,3.112033195,1319.0,403.1,0.162
890,0500000US37149,Polk,NC,37149,19986.0,36.477011809790696,8,0.5133889893764407,0.3583,393.19678699,,2131.0,297.9,0.126
98,0500000US51021,Bland,VA,51021,6148.0,36.48938284935435,8,0.568212390444761,0.0974,516.50689568,,2905.0,450.1,0.164
262,0500000US42039,Crawford,PA,42039,82670.0,36.53768113958441,4,0.4696934899966957,0.5842,429.22039187,8.8467614534,2695.0,384.3,0.17
697,0500000US39101,Marion,OH,39101,64642.0,36.545886823565645,4,0.4604422649929298,0.6443,535.53485654,6.6692820714,4247.0,426.9,0.188
228,0500000US17029,Coles,IL,17029,46334.0,36.566444048003554,5,0.4774029527265008,0.5574,429.34373221,7.0195963732,6334.0,347.6,0.162
871,0500000US29161,Phelps,MO,29161,45313.0,36.58185638547494,5,0.5113043739496198,0.6402,534.41192907,9.3138776777,3757.0,358.6,0.186
1057,0500000US29213,Taney,MO,29213,56821.0,36.65127057371858,4,0.4982055457243212,0.7941,499.19607385,7.326007326,2605.0,514.9,0.186
983,0500000US18143,Scott,IN,18143,24588.0,36.666886026560384,6,0.4858490461680008,0.5807,738.7482685,,3648.0,463.1,0.2
212,0500000US42033,Clearfield,PA,42033,77904.0,36.73429289387868,4,0.4792526838292947,0.5017,422.74082524,8.1188118812,3099.0,356.3,0.177
808,0500000US45071,Newberry,SC,45071,38247.0,36.7783432261365,6,0.5055050862499353,0.8027,543.00791251,10.179843909,2541.0,316.3,0.183
848,0500000US53049,Pacific,WA,53049,24113.0,36.834795944532914,7,0.5375170262819525,0.7038,418.36252198,,1943.0,390.5,0.162
752,0500000US29131,Miller,MO,29131,25403.0,36.85999633975568,6,0.526100998420072,0.3793,490.33767715,,1766.0,388.0,0.19
723,0500000US37111,McDowell,NC,37111,44753.0,36.86329269867776,6,0.4873909484780681,0.7518,499.42867317,,2107.0,312.7,0.158
571,0500000US48267,Kimble,TX,48267,4422.0,37.01100867497023,9,0.6123690701346869,0.4948,456.57206137,,1020.0,281.5,0.189
856,0500000US51141,Patrick,VA,51141,17643.0,37.0160456165007,8,0.5292581094034352,0.2558,535.38347587,,2446.0,377.4,0.171
824,0500000US45073,Oconee,SC,45073,80180.0,37.0554288000617,4,0.4728396224156988,0.6968,453.09472142,8.1284291811,2412.0,330.2,0.166
49,0500000US29007,Audrain,MO,29007,24434.0,37.07731553215667,6,0.519930304040704,0.7105,466.38739541,9.4254937163,2597.0,363.4,0.213
492,0500000US21107,Hopkins,KY,21107,44812.0,37.08426183785668,5,0.4857016001661899,0.6344,589.17979992,5.437737901,3031.0,529.2,0.223
424,0500000US05055,Greene,AR,5055,46448.0,37.085784754641764,4,0.4946490650950738,0.6917,539.53937371,6.0422960725,3516.0,384.1,0.21
133,0500000US05013,Calhoun,AR,5013,4695.0,37.10263737797229,9,0.5861389917858701,0.4967,728.60454663,,3326.0,495.3,0.206
1022,0500000US36089,St. Lawrence,NY,36089,107733.0,37.14755340854756,4,0.5030269073448361,0.7108,370.73764915,6.520853145,3247.0,342.8,0.155
1066,0500000US06103,Tehama,CA,6103,65245.0,37.182545685883,4,0.5191497436292641,0.9271,509.37844325,5.6614455558,2729.0,353.2,0.193
849,0500000US37137,Pamlico,NC,37137,12381.0,37.22904490407229,9,0.5358205859612916,0.5616,523.50862492,,3112.0,340.9,0.157
198,0500000US42031,Clarion,PA,42031,37346.0,37.252851804672055,6,0.5018727332140601,0.315,441.87171211,7.7835433655,2595.0,388.7,0.17
500,0500000US06023,Humboldt,CA,6023,135010.0,37.25758976820773,5,0.5093525437245947,0.8269,448.99906772,5.4138469547,1891.0,327.7,0.174
823,0500000US26127,Oceana,MI,26127,26973.0,37.262365135719925,8,0.5141246714546728,0.6252,388.88418829,,1630.0,345.6,0.174
1143,0500000US40147,Washington,OK,40147,53242.0,37.275056489880555,4,0.4734030327698759,0.5867,518.41890254,5.3500814143,1940.0,502.9,0.192
742,0500000US29129,Mercer,MO,29129,3437.0,37.280880435558004,9,0.6018114594605598,0.4878,426.52897298,,1649.0,372.6,0.201
621,0500000US29109,Lawrence,MO,29109,38683.0,37.31371434429555,6,0.5023883505609715,0.7362,514.5802093,7.1143995447,2974.0,454.1,0.213
1072,0500000US13275,Thomas,GA,13275,45561.0,37.3446030865197,4,0.4888870287161506,0.8158,574.03061622,9.181331293,2975.0,410.2,0.188
730,0500000US47109,McNairy,TN,47109,25988.0,37.39143190560185,8,0.5188713577367395,0.3404,666.79049339,,3091.0,614.7,0.219
782,0500000US29139,Montgomery,MO,29139,11470.0,37.436022715952724,8,0.5489348441754435,0.4187,519.87733436,,2800.0,483.1,0.197
354,0500000US39047,Fayette,OH,39047,28839.0,37.4686521667082,6,0.5011854993453059,0.3913,573.90358367,,2667.0,507.4,0.195
899,0500000US40125,Pottawatomie,OK,40125,73533.0,37.52724546783591,4,0.4802607489154236,0.7496,602.8119806,8.8408644401,1751.0,506.1,0.198
1063,0500000US54091,Taylor,WV,54091,16342.0,37.56394973079859,6,0.5149844504448235,0.3538,510.68735037,,1898.0,407.0,0.203
1006,0500000US16079,Shoshone,ID,16079,14012.0,37.67877830883975,8,0.5801961879732772,0.7493,511.53025939,,1606.0,307.4,0.182
14,0500000US56001,Albany,WY,56001,38031.0,37.739000046886154,4,0.5565158867693919,0.2533,326.40605673,,1462.0,261.1,0.133
273,0500000US35009,Curry,NM,35009,47532.0,37.78774148543905,5,0.5213525254119504,0.9395,547.07640417,6.6723695466,2985.0,368.6,0.2
1019,0500000US29187,St. Francois,MO,29187,66969.0,37.851814581104094,4,0.4776647972211263,0.7257,596.19572526,6.5533483514,2773.0,425.8,0.198
851,0500000US48365,Panola,TX,48365,22677.0,37.88683191557577,6,0.5285361162275856,0.7331,606.99913792,,3342.0,406.3,0.192
351,0500000US48147,Fannin,TX,48147,37125.0,37.90584549799421,6,0.5164620256643908,0.643,511.77589511,,4356.0,518.7,0.185
343,0500000US48143,Erath,TX,48143,43895.0,37.92099895339696,5,0.5244066767715622,0.7996,394.07042478,,2257.0,376.8,0.181
239,0500000US48093,Comanche,TX,48093,13878.0,37.99032138297125,9,0.5583469559686622,0.7267,485.42069909,,2290.0,511.7,0.185
597,0500000US28071,Lafayette,MS,28071,57615.0,38.04539287697372,4,0.5057607464883741,0.4391,401.42644347,10.064516129,3547.0,424.4,0.182
921,0500000US13241,Rabun,GA,13241,17206.0,38.05082931961472,9,0.5360125055703313,0.441,484.22928565,,2264.0,323.7,0.181
863,0500000US54071,Pendleton,WV,54071,6011.0,38.11309766925316,8,0.5780523481824559,0.2666,467.75192209,,4246.0,316.6,0.217
26,0500000US26007,Alpena,MI,26007,28847.0,38.11562804827638,7,0.5231140666505161,0.4165,394.12878867,,2002.0,452.9,0.166
366,0500000US12037,Franklin,FL,12037,12498.0,38.1763462996865,8,0.5568688607374417,0.9017,511.58330703,,2031.0,343.3,0.197
277,0500000US29057,Dade,MO,29057,7660.0,38.21968439598905,8,0.5622787088350366,0.595,570.7222356,,1607.0,431.6,0.211
69,0500000US05005,Baxter,AR,5005,42435.0,38.23341331052568,7,0.513773836817003,0.4333,535.80406069,,2963.0,415.3,0.207
795,0500000US21177,Muhlenberg,KY,21177,30455.0,38.33099151266642,6,0.5009855554635485,0.3535,583.7688261,,3370.0,537.4,0.233
1048,0500000US37171,Surry,NC,37171,71403.0,38.333424508411454,6,0.4658291661952335,0.8005,494.85715769,6.33640553,3736.0,318.2,0.173
760,0500000US37121,Mitchell,NC,37121,15094.0,38.37219139462221,8,0.5189703600860687,0.5689,512.07824069,,1647.0,391.2,0.146
495,0500000US26061,Houghton,MI,26061,37035.0,38.38057747176537,5,0.5385925671225776,0.4213,368.98201711,,1722.0,321.8,0.154
510,0500000US42063,Indiana,PA,42063,82957.0,38.398232224562925,4,0.4701899986287507,0.4528,436.95537347,4.481089801,3330.0,356.7,0.165
82,0500000US16009,Benewah,ID,16009,10370.0,38.41878627965368,8,0.5726046363990659,0.6717,516.73186994,,1236.0,300.4,0.177
540,0500000US18075,Jay,IN,18075,20198.0,38.43642800408675,6,0.5116206908443877,0.4626,505.3725115,10.648596321,1510.0,362.2,0.191
935,0500000US47143,Rhea,TN,47143,33730.0,38.47673851212085,6,0.4962138876412851,0.7238,612.81580873,,2609.0,431.6,0.209
414,0500000US40053,Grant,OK,40053,4124.0,38.53078523620783,8,0.5937160436163971,0.2208,518.65352599,,2582.0,454.9,0.179
175,0500000US36013,Chautauqua,NY,36013,126027.0,38.543074317835085,4,0.4442484999688558,0.7229,423.51941382,6.2716262976,2309.0,366.1,0.166
818,0500000US42097,Northumberland,PA,42097,90133.0,38.56623959041843,4,0.4552347534959069,0.4206,457.94142865,5.7596513076,3695.0,389.1,0.17
879,0500000US29163,Pike,MO,29163,17664.0,38.5670705575507,8,0.5357988550610152,0.7216,448.85403927,,2801.0,385.6,0.21
233,0500000US12023,Columbia,FL,12023,71908.0,38.58369439670438,4,0.4898067185044384,0.9138,573.37536516,11.646951774,3498.0,330.2,0.19
411,0500000US18053,Grant,IN,18053,66022.0,38.64497443155025,4,0.4521264551604572,0.7649,619.90214414,8.5681645088,3841.0,351.8,0.189
392,0500000US29075,Gentry,MO,29075,6253.0,38.67054482450753,8,0.5719412357749176,0.4066,475.78402599,,4114.0,358.8,0.201
178,0500000US01019,Cherokee,AL,1019,25302.0,38.703698500736806,8,0.5199626057981922,0.406,626.95808109,,4153.0,427.2,0.206
1171,0500000US05145,White,AR,5145,77755.0,38.71014067717689,4,0.489148177534045,0.8482,535.4190552,8.9058524173,4667.0,489.1,0.213
1011,0500000US06093,Siskiyou,CA,6093,43660.0,38.72394453453756,7,0.5564791965227398,0.7884,534.32956001,7.2559366755,1274.0,335.6,0.175
177,0500000US26031,Cheboygan,MI,26031,25940.0,38.74361359689277,7,0.54253071442302,0.2599,409.94815091,,2527.0,396.9,0.163
138,0500000US21035,Calloway,KY,21035,37685.0,38.762497985623405,7,0.5012789495201021,0.5482,456.62231291,,4125.0,428.0,0.204
771,0500000US47123,Monroe,TN,47123,47740.0,38.81009141929741,6,0.5046607386567701,0.7569,638.39832774,6.6035027275,2736.0,422.0,0.207
546,0500000US42065,Jefferson,PA,42065,43794.0,38.84301150701138,7,0.4992143927489076,0.3745,420.5568902,,2560.0,348.1,0.173
65,0500000US29009,Barry,MO,29009,34926.0,38.85154362664364,6,0.5144873080289641,0.5768,502.8756055,,2210.0,478.0,0.211
1181,0500000US37193,Wilkes,NC,37193,65784.0,38.875220111513144,6,0.47911112688015,0.707,527.93694927,7.3406040268,2336.0,339.9,0.172
1,0500000US51001,Accomack,VA,51001,33191.0,38.890612783570816,9,0.5022571246931485,0.8597,536.96065031,9.4711917916,2002.0,421.9,0.205
772,0500000US54063,Monroe,WV,54063,12296.0,38.896749209138825,8,0.5425870986189582,0.3901,542.39712987,,3127.0,431.4,0.208
148,0500000US21041,Carroll,KY,21041,10938.0,38.942039311670754,6,0.5187826816967354,0.8886,712.13280881,,3329.0,418.3,0.247
40,0500000US23003,Aroostook,ME,23003,67255.0,38.94765148463829,7,0.5366710490167215,0.6545,420.94095592,6.9289226643,2111.0,335.1,0.156
117,0500000US48049,Brown,TX,48049,38373.0,39.000667784543886,5,0.518539202126598,0.9135,577.06423415,7.4893009986,1998.0,499.5,0.189
214,0500000US05023,Cleburne,AR,5023,25284.0,39.027519331251625,6,0.5261138421769663,0.3532,500.8395866,,1776.0,328.2,0.207
596,0500000US12067,Lafayette,FL,12067,7786.0,39.03095244986326,9,0.574575023093564,0.8409,551.98165286,,3102.0,358.5,0.233
844,0500000US21187,Owen,KY,21187,11290.0,39.04196561264089,8,0.5453465069015543,0.2711,527.8009237,,2459.0,413.2,0.213
1162,0500000US21233,Webster,KY,21233,12726.0,39.16082371494717,9,0.5265025109793271,0.706,614.64343717,,4181.0,458.7,0.237
1030,0500000US13257,Stephens,GA,13257,26767.0,39.172426400753864,7,0.487246179777614,0.7836,633.541605,,3701.0,449.3,0.178
896,0500000US05115,Pope,AR,5115,64065.0,39.265021619023884,5,0.500984341041631,0.8171,470.52267325,4.8835462059,2427.0,414.2,0.214
1007,0500000US06091,Sierra,CA,6091,3217.0,39.28744245998173,8,0.6186259188110788,0.3522,281.27949239,,1644.0,321.1,0.144
783,0500000US36057,Montgomery,NY,36057,49623.0,39.36916403659183,4,0.4751390319731353,0.7881,429.41240091,7.4574691214,3088.0,367.7,0.168
432,0500000US45047,Greenwood,SC,45047,69267.0,39.421712889786555,4,0.4616751163719257,0.8466,556.85085764,8.8683930472,2921.0,315.3,0.188
484,0500000US39071,Highland,OH,39071,43391.0,39.43209557140876,6,0.4969171399515356,0.4763,536.06131873,8.240297714,2515.0,376.5,0.201
364,0500000US55041,Forest,WI,55041,9381.0,39.47679481298187,9,0.577895298062375,0.3799,513.47985709,,1815.0,356.3,0.165
942,0500000US08105,Rio Grande,CO,8105,11325.0,39.501187214805846,9,0.579934256158579,0.7868,514.29565708,,2853.0,280.7,0.164
430,0500000US47059,Greene,TN,47059,71405.0,39.51493649071268,4,0.4741266128026083,0.615,609.40098,4.8034934498,3001.0,485.4,0.206
248,0500000US01037,Coosa,AL,1037,10166.0,39.597104415130715,8,0.5516172533320499,0.4808,612.66840209,,2862.0,449.6,0.202
1113,0500000US17183,Vermilion,IL,17183,72337.0,39.59761337242908,4,0.4679569115495677,0.6806,577.25722424,10.410380205,5475.0,355.1,0.179
812,0500000US54067,Nicholas,WV,54067,24335.0,39.63811406801076,8,0.523438896931298,0.2794,595.15016563,,4237.0,372.1,0.212
616,0500000US21125,Laurel,KY,21125,62885.0,39.66451444921089,5,0.4796513168882449,0.5285,589.12117859,7.0298769772,3114.0,492.4,0.243
677,0500000US37113,Macon,NC,37113,38065.0,39.70925719827771,7,0.5131771455509276,0.4906,434.52384274,,1656.0,308.1,0.153
893,0500000US30073,Pondera,MT,30073,6078.0,39.70965245163847,9,0.6039371635843769,0.7967,391.14640026,,1102.0,311.8,0.153
956,0500000US21205,Rowan,KY,21205,24388.0,39.837826925175925,6,0.5091624744355768,0.5065,566.32288306,,4716.0,390.1,0.229
911,0500000US21199,Pulaski,KY,21199,65795.0,39.849517981043775,5,0.488613495395905,0.6456,593.58838672,7.3714839961,2878.0,406.8,0.239
651,0500000US30053,Lincoln,MT,30053,21525.0,39.852937655023496,9,0.5935422452946504,0.5628,411.22269284,,1710.0,310.4,0.167
1173,0500000US17193,White,IL,17193,13614.0,39.89331098436936,6,0.5343980972098725,0.3999,531.85516423,,3854.0,394.7,0.171
623,0500000US35025,Lea,NM,35025,72452.0,39.91450723095385,5,0.5390154946671658,0.9399,587.32592455,5.4061011713,2565.0,403.6,0.212
854,0500000US18121,Parke,IN,18121,16369.0,39.954476185152856,8,0.5286604429102401,0.6424,380.90796757,,4444.0,386.4,0.204
1015,0500000US23025,Somerset,ME,23025,51098.0,40.031753291570354,6,0.5371365326063402,0.3,463.31164582,8.4033613445,1695.0,349.1,0.172
578,0500000US41035,Klamath,OR,41035,70212.0,40.06492835465892,5,0.5382290477075033,0.8438,529.03002021,6.7654050101,1902.0,326.4,0.182
779,0500000US20125,Montgomery,KS,20125,30996.0,40.134844711903554,7,0.511719408698341,0.8209,585.51107011,,2380.0,475.9,0.178
131,0500000US21033,Caldwell,KY,21033,12570.0,40.16755723397989,7,0.5357771720900137,0.7184,609.34255027,,2517.0,513.9,0.219
1089,0500000US54093,Tucker,WV,54093,6568.0,40.17066896652974,9,0.5700065300241199,0.2615,452.14938236,,2160.0,399.3,0.191
929,0500000US54083,Randolph,WV,54083,27600.0,40.19749864333235,7,0.5400265872988093,0.5189,490.19094989,,2563.0,346.9,0.204
1205,0500000US37199,Yancey,NC,37199,18811.0,40.20675485432598,8,0.5212307017489329,0.5307,457.5397352,,2333.0,332.4,0.153
749,0500000US42087,Mifflin,PA,42087,45988.0,40.24079145782738,4,0.4835577284337178,0.5934,435.72794686,10.24743814,2973.0,324.3,0.188
368,0500000US17055,Franklin,IL,17055,37242.0,40.24200146109543,7,0.4956235548046941,0.4871,566.95989955,7.0762302991,3693.0,361.9,0.174
594,0500000US29105,Laclede,MO,29105,36313.0,40.25487682877164,6,0.5144174993871231,0.7327,567.56466048,6.2351543943,2100.0,456.7,0.207
487,0500000US48217,Hill,TX,48217,37329.0,40.312533228708446,6,0.5172846948718173,0.8562,595.29810583,,3728.0,418.1,0.188
454,0500000US39065,Hardin,OH,39065,30416.0,40.31474884746529,6,0.4996209033433201,0.5177,555.45187655,,2502.0,459.1,0.177
715,0500000US54053,Mason,WV,54053,25000.0,40.33660234432946,6,0.5062297700905156,0.2774,648.89552318,,4119.0,388.3,0.221
186,0500000US26033,Chippewa,MI,26033,36293.0,40.45171653578643,7,0.556854440949054,0.6373,361.31016485,,3320.0,342.0,0.177
629,0500000US37105,Lee,NC,37105,65476.0,40.473324237464745,4,0.4549686143713495,0.8953,517.87881977,7.5562108367,3778.0,331.8,0.169
19,0500000US24001,Allegany,MD,24001,67267.0,40.51395287540182,4,0.4425736968184692,0.5552,520.06412209,8.0267558528,2768.0,456.4,0.168
776,0500000US13209,Montgomery,GA,13209,8655.0,40.55505729677809,9,0.5562261053366668,0.7547,606.60358604,,3389.0,391.7,0.215
2,0500000US21001,Adair,KY,21001,19067.0,40.57300857772954,7,0.5372789196498806,0.6026,540.49801366,,3499.0,430.1,0.226
686,0500000US41045,Malheur,OR,41045,31879.0,40.57644039422704,6,0.5784782130672541,0.9908,454.59863576,,1332.0,372.6,0.209
301,0500000US48119,Delta,TX,48119,5406.0,40.628275352605385,8,0.571130332692841,0.3665,502.00431915,,3078.0,451.5,0.183
278,0500000US01045,Dale,AL,1045,49544.0,40.77815414342882,4,0.4688583920514021,0.7766,580.537396,7.7352814783,3253.0,504.9,0.206
11,0500000US55001,Adams,WI,55001,21226.0,40.793150331880405,8,0.5401018224063272,0.5259,447.83852053,,1376.0,300.2,0.16
1035,0500000US29207,Stoddard,MO,29207,28377.0,40.80548808914006,6,0.5297993181181202,0.4359,528.77353937,,2900.0,467.2,0.219
461,0500000US21097,Harrison,KY,21097,19103.0,40.81195356755962,6,0.5173110939463852,0.2714,584.12688215,,2048.0,504.5,0.213
496,0500000US48227,Howard,TX,48227,33672.0,40.838858561662086,4,0.515012128464435,0.8816,592.51678145,6.5402223676,3335.0,469.1,0.223
38,0500000US26011,Arenac,MI,26011,15089.0,40.910322386335075,8,0.5234118029615622,0.377,468.82372499,,3583.0,458.9,0.17
300,0500000US08029,Delta,CO,8029,31602.0,40.927560357486215,6,0.530658849098812,0.581,422.16115149,,1027.0,331.8,0.163
631,0500000US48287,Lee,TX,48287,17954.0,40.93220341838684,8,0.5415656107895698,0.7856,415.67657715,,3073.0,366.3,0.202
1114,0500000US29217,Vernon,MO,29217,19651.0,40.93968101306933,6,0.5353104918301993,0.5733,550.33184166,,2424.0,417.2,0.205
1165,0500000US51193,Westmoreland,VA,51193,18712.0,40.952459641953965,8,0.5166294000752695,0.8193,459.15846483,,3732.0,317.2,0.2
657,0500000US29115,Linn,MO,29115,11820.0,40.95992473281759,9,0.5558988662060653,0.1263,432.64845422,,2323.0,412.7,0.185
153,0500000US40019,Carter,OK,40019,48510.0,40.99821564964274,5,0.5071852239061095,0.7751,621.75928128,,2945.0,499.6,0.206
903,0500000US28117,Prentiss,MS,28117,24792.0,41.0231804920601,7,0.513490487821052,0.6993,640.92266835,,3226.0,542.4,0.215
437,0500000US39059,Guernsey,OH,39059,38098.0,41.065179870248905,6,0.4950240754514973,0.5352,562.93283268,10.953608247,3337.0,484.5,0.194
1058,0500000US35055,Taos,NM,35055,34580.0,41.10055598171547,7,0.548189202898457,0.6955,470.05783949,,1143.0,206.9,0.174
836,0500000US26133,Osceola,MI,26133,23274.0,41.191833077633014,9,0.5281474123059193,0.5924,373.98278234,,1217.0,358.4,0.172
222,0500000US42035,Clinton,PA,42035,37931.0,41.287647130143526,6,0.5085045474516803,0.5409,403.01512484,,2705.0,352.6,0.17
652,0500000US35027,Lincoln,NM,35027,20411.0,41.2906598118394,7,0.589681342795056,0.8346,473.74186527,,1518.0,272.5,0.169
1031,0500000US40137,Stephens,OK,40137,43710.0,41.31029304206095,4,0.5049073424578596,0.6892,532.40642359,10.816965557,3550.0,472.9,0.202
0,0500000US45001,Abbeville,SC,45001,24356.0,41.36845554213864,6,0.5105331959828361,0.5988,564.94138246,,2519.0,354.9,0.2
453,0500000US17069,Hardin,IL,17069,3597.0,41.44240446971995,9,0.569606475194224,0.2383,597.97674123,,3714.0,441.1,0.166
555,0500000US17087,Johnson,IL,17087,13381.0,41.45993547927391,8,0.5452383314619813,0.3834,421.07986391,,3892.0,285.4,0.168
419,0500000US21083,Graves,KY,21083,36412.0,41.46734471792609,6,0.5089432566032525,0.5507,559.47826317,,6045.0,381.5,0.221
