,GEO_ID,County,State,FIPS,Population,SDOH Score,RUCC,IRR,SVI,Premature Mortality,Infant Mortality,Preventable Hospital Stays,Heart Disease Mortality,Poor or Fair Health
717,0500000US40097,Mayes,OK,40097,39589.0,41.50481828135483,6,0.5050559089138968,0.7499,604.20217592,8.8603727467,3062.0,558.5,0.22
524,0500000US01071,Jackson,AL,1071,52891.0,41.66682549414934,6,0.499046892685853,0.7194,675.3836031,6.1443932412,2484.0,615.2,0.208
383,0500000US17059,Gallatin,IL,17059,4855.0,41.7021351329066,8,0.5635973691866291,0.4521,595.68568442,,4913.0,429.2,0.172
839,0500000US35035,Otero,NM,35035,68823.0,41.78760937254382,4,0.5439321050643219,0.9294,495.77700443,6.9737268894,1966.0,338.8,0.191
457,0500000US54031,Hardy,WV,54031,14192.0,41.80734807104851,8,0.5560744333518716,0.3942,538.14012845,,3370.0,337.6,0.227
163,0500000US36009,Cattaraugus,NY,36009,76439.0,41.81602543227481,4,0.4828923365579136,0.6809,462.39480164,4.2962708369,3268.0,395.2,0.164
179,0500000US37039,Cherokee,NC,37039,29512.0,41.82421043699595,9,0.5270662629175901,0.3729,519.9839829,,2143.0,345.6,0.159
216,0500000US37045,Cleveland,NC,37045,100670.0,41.84845236824472,4,0.435747307487303,0.8524,586.49122024,7.9958730978,3706.0,397.2,0.175
474,0500000US48213,Henderson,TX,48213,84511.0,41.88784109235777,4,0.4746259088106178,0.8291,601.18942216,7.7519379845,3207.0,466.0,0.201
73,0500000US37013,Beaufort,NC,37013,44272.0,42.0796566640432,6,0.4988702149154526,0.8066,482.66610406,10.576923077,3241.0,355.2,0.175
113,0500000US48043,Brewster,TX,48043,9343.0,42.08436922051265,7,0.6336021931553343,0.6478,428.83293721,,1162.0,271.5,0.166
259,0500000US20037,Crawford,KS,20037,39078.0,42.088864513229865,4,0.50055647598794,0.7213,578.34029437,7.210031348,2331.0,436.8,0.163
31,0500000US48001,Anderson,TX,48001,58064.0,42.09691596809023,7,0.4954471628165212,0.896,632.81770253,,3710.0,456.4,0.217
822,0500000US47131,Obion,TN,47131,30394.0,42.11940548214123,7,0.5087722801972601,0.6064,598.32606876,9.1476091476,3105.0,505.3,0.222
711,0500000US21161,Mason,KY,21161,16930.0,42.12713871605629,6,0.511602291940082,0.6542,625.99079991,,2582.0,500.2,0.219
289,0500000US01049,DeKalb,AL,1049,71998.0,42.12919835869284,6,0.4846375834690946,0.756,594.72642699,7.6124567474,3215.0,505.5,0.231
566,0500000US40071,Kay,OK,40071,43668.0,42.14926594324944,4,0.5032827341227166,0.8549,626.62111394,8.5577649132,2750.0,475.7,0.213
53,0500000US08009,Baca,CO,8009,3432.0,42.165791148493895,9,0.6403313570844387,0.5472,615.57221185,,3536.0,302.0,0.176
283,0500000US29061,Daviess,MO,29061,8435.0,42.23987231385686,8,0.5693800360744166,0.5157,397.66520262,,2801.0,392.1,0.192
240,0500000US48095,Concho,TX,48095,3340.0,42.25163674934467,8,0.6043378659208865,0.7534,319.70152541,,2150.0,305.8,0.211
977,0500000US13249,Schley,GA,13249,4496.0,42.29425489538695,8,0.571068668697744,0.4973,534.0759557,,2996.0,320.9,0.194
735,0500000US47121,Meigs,TN,47121,13272.0,42.30166167936828,8,0.5347034043132728,0.4881,731.46547911,,1501.0,556.0,0.2
599,0500000US06033,Lake,CA,6033,68191.0,42.321549550265,4,0.5032168609910127,0.9055,561.26771645,5.3181012409,2027.0,316.0,0.191
1115,0500000US22115,Vernon,LA,22115,47247.0,42.40296579874241,4,0.5043537659781022,0.832,556.73993659,6.9543227438,5191.0,590.4,0.196
455,0500000US47071,Hardin,TN,47071,27077.0,42.42323963182577,6,0.5188630664687389,0.503,700.59312837,,2639.0,615.5,0.21
965,0500000US17165,Saline,IL,17165,23087.0,42.514134641637646,7,0.5067555200493341,0.6557,599.72332978,,2655.0,389.5,0.17
1102,0500000US28145,Union,MS,28145,28125.0,42.54522577031791,7,0.5185980706874184,0.6977,544.00333359,,2327.0,493.9,0.216
535,0500000US54035,Jackson,WV,54035,27716.0,42.561297735887344,8,0.5083348613338493,0.2934,484.6409501,,2790.0,370.9,0.212
296,0500000US30023,Deer Lodge,MT,30023,9510.0,42.56872799868908,7,0.5773517693059446,0.6417,454.24539354,,2183.0,417.9,0.173
1013,0500000US51173,Smyth,VA,51173,29449.0,42.57087901386083,7,0.4974422238237077,0.6841,636.31131968,10.277492292,2914.0,466.7,0.197
389,0500000US40049,Garvin,OK,40049,25713.0,42.62790841003218,6,0.5223109832532794,0.546,680.94206602,,2525.0,516.4,0.21
1051,0500000US12121,Suwannee,FL,12121,45411.0,42.69501235736451,6,0.512598219911266,0.8457,557.98409966,7.9693975135,3752.0,349.1,0.184
964,0500000US08109,Saguache,CO,8109,6623.0,42.696321372925475,9,0.6315828901426559,0.6608,372.6732902,,1233.0,235.1,0.18
951,0500000US35041,Roosevelt,NM,35041,18934.0,42.70742716986889,7,0.575341772370584,0.951,549.8174042,,2550.0,383.8,0.195
32,0500000US48005,Angelina,TX,48005,87101.0,42.73268536383074,5,0.479646635358863,0.9917,582.80822433,6.6407718331,3223.0,413.0,0.223
885,0500000US51143,Pittsylvania,VA,51143,59952.0,42.77360408024299,4,0.4835646118343094,0.7054,480.509947,7.2780203785,2415.0,305.2,0.199
35,0500000US19007,Appanoose,IA,19007,12094.0,42.79460604858888,7,0.5500799426951561,0.4547,444.06398762,,2278.0,411.9,0.162
859,0500000US28109,Pearl River,MS,28109,57261.0,42.821287023457955,6,0.4967282541128428,0.6907,645.9726859,7.8758397035,3346.0,464.2,0.196
517,0500000US13155,Irwin,GA,13155,9126.0,42.859405716089924,9,0.5521172498253368,0.8282,613.83796011,,3866.0,497.7,0.218
905,0500000US26141,Presque Isle,MI,26141,13361.0,42.885429598731605,9,0.5650295149451648,0.1957,372.66646435,,2540.0,434.1,0.162
213,0500000US01029,Cleburne,AL,1029,15346.0,42.889848630635456,8,0.5398703965801656,0.5196,621.08741401,,2478.0,578.4,0.198
915,0500000US13237,Putnam,GA,13237,22984.0,42.890158774117964,8,0.5206258430039787,0.5679,485.48378389,,2208.0,415.5,0.187
582,0500000US17095,Knox,IL,17095,48640.0,42.922914416145396,4,0.4823834081613314,0.644,470.9944979,,2850.0,381.6,0.176
882,0500000US23021,Piscataquis,ME,23021,17417.0,42.93044023772559,8,0.5853817212591118,0.4804,449.4936885,,2071.0,342.5,0.159
317,0500000US24019,Dorchester,MD,24019,32726.0,42.971670376199384,6,0.5108019339758685,0.7824,499.57977965,9.504950495,1150.0,399.9,0.175
718,0500000US45065,McCormick,SC,45065,9764.0,43.10795264253472,8,0.5469644693865696,0.6087,592.95043052,,2567.0,330.6,0.191
784,0500000US37123,Montgomery,NC,37123,25894.0,43.121181043129695,8,0.5147218843960152,0.7741,583.24204742,,2962.0,342.4,0.183
618,0500000US05075,Lawrence,AR,5075,16205.0,43.14078390726811,6,0.5307561260151004,0.7003,652.80988687,,3667.0,464.7,0.221
384,0500000US39053,Gallia,OH,39053,29068.0,43.14218190736232,6,0.5034716254291269,0.601,610.69494374,,3022.0,405.3,0.19
479,0500000US51089,Henry,VA,51089,49906.0,43.18392360281596,4,0.4596897504762982,0.7757,629.30383475,9.6913137114,3416.0,359.5,0.221
302,0500000US29065,Dent,MO,29065,14467.0,43.27878796006186,9,0.5600891337015388,0.6551,650.82803272,,4187.0,397.8,0.218
10,0500000US53001,Adams,WA,53001,20961.0,43.30966402429653,6,0.558032641632651,0.98,375.29282714,,1157.0,299.9,0.249
353,0500000US18041,Fayette,IN,18041,23349.0,43.31827400958345,6,0.4925216488102597,0.6293,617.34348457,11.764705882,3989.0,417.0,0.199
1168,0500000US48481,Wharton,TX,48481,41824.0,43.33388704507968,4,0.5087934654048404,0.9456,530.49446588,6.8181818182,4464.0,437.4,0.218
200,0500000US29045,Clark,MO,29045,6723.0,43.37146450703068,9,0.5785707688161722,0.265,400.31224643,,3061.0,427.1,0.213
733,0500000US26107,Mecosta,MI,26107,40720.0,43.38824840615298,6,0.502031716497464,0.6102,393.27373726,,2192.0,411.8,0.17
314,0500000US08033,Dolores,CO,8033,2455.0,43.451887288363004,9,0.6626734010278525,0.1858,438.67407723,,2295.0,299.0,0.133
660,0500000US05083,Logan,AR,5083,21253.0,43.48008668155921,8,0.5264418861146342,0.5444,614.28061278,11.621472053,3447.0,513.0,0.216
894,0500000US28115,Pontotoc,MS,28115,31389.0,43.507558028176994,9,0.5228954601498802,0.6087,568.38199187,6.8988173456,3225.0,394.3,0.208
421,0500000US51077,Grayson,VA,51077,15343.0,43.513384479611595,9,0.5332567486307672,0.5851,456.96206738,,2027.0,293.5,0.201
987,0500000US13251,Screven,GA,13251,13977.0,43.60112798538315,8,0.5440732236781048,0.699,643.3871843,,3421.0,375.0,0.203
108,0500000US12007,Bradford,FL,12007,27313.0,43.64500474008185,6,0.4960290011638585,0.8867,543.00548744,,4390.0,286.5,0.218
902,0500000US05117,Prairie,AR,5117,8069.0,43.69036829651695,8,0.5619927637161872,0.4601,593.818581,,3342.0,395.6,0.2
168,0500000US01017,Chambers,AL,1017,34088.0,43.694386862927345,6,0.4956072089568374,0.8295,581.39426085,9.3703148426,3163.0,423.4,0.22
1132,0500000US47177,Warren,TN,47177,42026.0,43.71631031195732,6,0.4952932955653309,0.7805,564.4989264,6.1873895109,3033.0,427.1,0.222
402,0500000US26051,Gladwin,MI,26051,25728.0,43.74134559734835,8,0.5143950714007655,0.5202,521.43927332,,2411.0,465.6,0.178
1071,0500000US40139,Texas,OK,40139,20495.0,43.789263314121754,7,0.5750833632376213,0.9084,426.92714519,,1721.0,458.4,0.243
39,0500000US05001,Arkansas,AR,5001,16512.0,43.791149137069404,6,0.5400484379820146,0.7226,717.75234123,,3285.0,447.4,0.218
459,0500000US40057,Harmon,OK,40057,2428.0,43.807371151218675,9,0.6090774657926403,0.7572,605.71353224,,5768.0,459.4,0.234
1119,0500000US53069,Wahkiakum,WA,53069,4688.0,43.81087044250954,8,0.5863629999856885,0.2039,351.41835,,1084.0,339.0,0.16
838,0500000US08089,Otero,CO,8089,18303.0,43.87063429908592,6,0.5454498593192316,0.9535,690.99425387,,1569.0,414.0,0.208
817,0500000US51131,Northampton,VA,51131,11900.0,43.8853316106737,8,0.5273951259759614,0.79,566.27638603,,1620.0,421.2,0.186
1041,0500000US42113,Sullivan,PA,42113,5855.0,43.88717742369918,8,0.5698348518346444,0.2444,423.81542788,,1361.0,354.2,0.163
147,0500000US05015,Carroll,AR,5015,28742.0,44.016908502822425,6,0.5242844063305061,0.6421,480.09737078,,1908.0,416.7,0.205
827,0500000US12093,Okeechobee,FL,12093,40412.0,44.1858847800433,4,0.504130857712215,0.9637,590.83765065,5.7345712725,4750.0,396.1,0.206
532,0500000US39079,Jackson,OH,39079,32586.0,44.19405862056693,7,0.498552271937555,0.5663,686.83223548,,2303.0,468.8,0.198
462,0500000US29081,Harrison,MO,29081,8199.0,44.209647239044244,9,0.5732160891617653,0.4378,384.9337764,,1159.0,398.0,0.198
826,0500000US53047,Okanogan,WA,53047,43127.0,44.22772820873709,6,0.5653726187819549,0.9453,427.71126139,,1367.0,269.4,0.197
423,0500000US54025,Greenbrier,WV,54025,32435.0,44.23541745263165,6,0.5242847579862518,0.4537,596.24076292,,3829.0,424.4,0.222
367,0500000US13119,Franklin,GA,13119,24128.0,44.248861710143174,8,0.5106461039608545,0.8314,602.3474805,,4395.0,506.7,0.19
610,0500000US08071,Las Animas,CO,8071,14327.0,44.37634399035012,7,0.5937179493372956,0.9068,536.59087528,,2634.0,256.6,0.184
729,0500000US48311,McMullen,TX,48311,576.0,44.37961469873651,8,0.673406798489378,0.8104,,,3974.0,341.5,0.227
1056,0500000US01121,Talladega,AL,1121,80704.0,44.40143547084238,4,0.4653471022835592,0.908,677.65566733,8.5162135604,3432.0,562.8,0.227
1065,0500000US51185,Tazewell,VA,51185,39821.0,44.51383209511049,7,0.4897924452002224,0.5883,691.94783589,8.1421169504,3396.0,454.5,0.19
531,0500000US37099,Jackson,NC,37099,42955.0,44.56737993180683,7,0.5057733220109548,0.7862,454.82199851,,1809.0,316.7,0.157
215,0500000US05025,Cleveland,AR,5025,7467.0,44.58223575273171,8,0.5619092966524116,0.286,572.67380552,,4907.0,480.0,0.216
463,0500000US39067,Harrison,OH,39067,14378.0,44.60052339656711,8,0.5264618814158456,0.5262,497.5252131,,4164.0,467.0,0.183
356,0500000US47049,Fentress,TN,47049,19332.0,44.66044537938543,8,0.5434614327134284,0.4413,682.62635855,,3540.0,440.3,0.226
682,0500000US48313,Madison,TX,48313,13661.0,44.66208657115246,8,0.5406148562508214,0.9131,521.30596408,,3413.0,406.6,0.217
494,0500000US05059,Hot Spring,AR,5059,33203.0,44.722478387570206,6,0.5133348003808238,0.6437,587.28782435,,2865.0,486.4,0.214
768,0500000US29137,Monroe,MO,29137,8652.0,44.793975720556105,9,0.564887197167111,0.5059,460.31185735,,3689.0,387.1,0.191
706,0500000US40095,Marshall,OK,40095,15882.0,44.8890228428082,9,0.5358728170540308,0.8769,559.5403362,,5009.0,459.4,0.228
745,0500000US54055,Mercer,WV,54055,58700.0,44.90305978846836,4,0.4695733903105804,0.7343,741.80728772,8.9695908991,4318.0,449.0,0.233
434,0500000US48185,Grimes,TX,48185,30754.0,45.0027379045456,6,0.5230384510921756,0.8676,511.02175012,,3028.0,393.2,0.214
318,0500000US29067,Douglas,MO,29067,11975.0,45.028942065153906,8,0.5584028068549798,0.5969,498.27137763,,3076.0,504.8,0.211
907,0500000US51147,Prince Edward,VA,51147,21927.0,45.08133748595954,6,0.5212975129793476,0.6106,497.96213682,,2966.0,379.7,0.203
181,0500000US45021,Cherokee,SC,45021,56121.0,45.254836507686605,6,0.4695050854990897,0.7798,685.82586519,6.7552843757,2456.0,550.9,0.198
1147,0500000US37189,Watauga,NC,37189,55089.0,45.266256726185986,5,0.4771153844810976,0.4238,305.90364062,,1822.0,275.9,0.141
558,0500000US47091,Johnson,TN,47091,18086.0,45.2919448503584,8,0.5152058511467692,0.6882,590.53476791,,2614.0,373.6,0.23
63,0500000US21009,Barren,KY,21009,44854.0,45.31823808852221,6,0.5036257285721802,0.7919,526.38717427,5.2452137425,3328.0,394.4,0.244
1038,0500000US29211,Sullivan,MO,29211,5840.0,45.339874319567386,9,0.586084210838289,0.5068,534.26529363,,2557.0,375.0,0.218
512,0500000US26069,Iosco,MI,26069,25521.0,45.36564675886907,7,0.5129683950665092,0.4362,519.22223012,,2117.0,455.7,0.177
60,0500000US54001,Barbour,WV,54001,15414.0,45.39829519744622,9,0.5378298692487172,0.4563,590.40758832,,2655.0,382.3,0.235
3,0500000US29001,Adair,MO,29001,25165.0,45.44424400785732,7,0.5258633951622329,0.4006,473.63206452,,2520.0,309.1,0.192
732,0500000US51117,Mecklenburg,VA,51117,30508.0,45.47476742528423,7,0.5113366079422149,0.7308,526.10110608,11.03117506,3023.0,376.2,0.19
206,0500000US01027,Clay,AL,1027,14198.0,45.50602314720046,9,0.545050425826119,0.6223,624.92120281,,2559.0,546.0,0.213
1103,0500000US54097,Upshur,WV,54097,23712.0,45.52275142694817,7,0.522007340866173,0.6045,463.29607104,,2983.0,347.1,0.226
309,0500000US12029,Dixie,FL,12029,17124.0,45.555084000565394,8,0.5496167810963478,0.7719,610.12379815,,3539.0,290.0,0.205
292,0500000US48117,Deaf Smith,TX,48117,18377.0,45.59750280911866,6,0.5556514233768974,0.7245,490.10415663,,2622.0,365.1,0.259
21,0500000US37005,Alleghany,NC,37005,11185.0,45.62705462450418,9,0.5433395288697862,0.7168,430.33979238,,2368.0,324.8,0.194
923,0500000US01111,Randolph,AL,1111,22479.0,45.73655050071694,8,0.5233584764096073,0.559,586.40601404,,2921.0,531.0,0.208
119,0500000US51025,Brunswick,VA,51025,15921.0,45.77797330053518,8,0.5284909163729291,0.8311,541.88891485,,3846.0,356.3,0.228
403,0500000US13125,Glascock,GA,13125,2939.0,45.80489752396609,9,0.584958243611389,0.6621,606.63746656,,4376.0,447.3,0.19
165,0500000US29039,Cedar,MO,29039,14601.0,45.81713495454357,8,0.5423900965969157,0.6643,530.3808016,,1248.0,420.7,0.221
87,0500000US13019,Berrien,GA,13019,18214.0,45.92182084682743,8,0.5377923862330495,0.6748,656.35871966,,3671.0,444.9,0.217
238,0500000US06011,Colusa,CA,6011,21914.0,45.97508165471487,6,0.5446149887589976,0.84,321.54029055,,3265.0,298.3,0.22
509,0500000US05063,Independence,AR,5063,37945.0,46.047306678388516,7,0.5166453812282438,0.8241,530.90381011,7.2727272727,3293.0,606.3,0.211
1159,0500000US47181,Wayne,TN,47181,16308.0,46.13151994562928,8,0.5380620677283743,0.7474,550.23344457,,3752.0,396.8,0.222
747,0500000US21169,Metcalfe,KY,21169,10370.0,46.15219733762178,9,0.5557674131644998,0.5453,614.15345075,,2713.0,461.3,0.236
413,0500000US35017,Grant,NM,35017,27686.0,46.18291468288471,7,0.562591673726557,0.7404,495.26981952,,1510.0,336.2,0.191
1079,0500000US48449,Titus,TX,48449,31208.0,46.19145846793194,7,0.5036504652378857,0.8995,497.09272679,,2711.0,423.1,0.235
554,0500000US13167,Johnson,GA,13167,9242.0,46.19197521891149,9,0.5561893047478319,0.9322,627.70751396,,3748.0,486.7,0.251
691,0500000US05089,Marion,AR,5089,17254.0,46.220562645386586,9,0.5536222657192896,0.4588,554.61720228,,2512.0,452.3,0.214
767,0500000US28095,Monroe,MS,28095,33577.0,46.2744296475525,7,0.5152380640534543,0.6163,638.98498237,7.3891625616,2867.0,403.3,0.23
143,0500000US13043,Candler,GA,13043,11000.0,46.30885017184418,9,0.5437526114912846,0.916,804.09200778,,4747.0,439.7,0.25
821,0500000US32023,Nye,NV,32023,54738.0,46.319838536423255,4,0.610806961486396,0.7954,562.65655604,9.2095165004,2707.0,474.3,0.2
160,0500000US37033,Caswell,NC,37033,22614.0,46.35332958196926,8,0.5114516396243995,0.7302,503.78866938,,2574.0,389.9,0.181
125,0500000US13031,Bulloch,GA,13031,83059.0,46.43917569187198,4,0.4838424716976246,0.8374,464.20178131,6.7712634187,3754.0,371.0,0.187
843,0500000US47133,Overton,TN,47133,23044.0,46.44330103528077,9,0.5338454799808277,0.252,609.93186016,,3883.0,475.8,0.218
15,0500000US26001,Alcona,MI,26001,10417.0,46.4434055877935,9,0.5622214869531805,0.1298,489.20362774,,2314.0,458.9,0.163
884,0500000US40121,Pittsburg,OK,40121,43613.0,46.45712461456944,7,0.520528834658398,0.868,667.05083709,8.7373167982,2704.0,621.5,0.213
243,0500000US08021,Conejos,CO,8021,7579.0,46.48773039583886,9,0.6002859319405021,0.8377,550.95620658,,1285.0,294.7,0.193
93,0500000US18009,Blackford,IN,18009,11919.0,46.587825682077266,6,0.509171708415312,0.4801,586.41105191,,1826.0,375.4,0.197
346,0500000US50009,Essex,VT,50009,5994.0,46.62656126133851,9,0.5891802586200422,0.4155,419.42354417,,2762.0,380.8,0.153
230,0500000US35007,Colfax,NM,35007,12246.0,46.63575930699765,7,0.5965013158073373,0.7989,519.62326782,,1771.0,217.8,0.194
1087,0500000US06105,Trinity,CA,6105,15781.0,46.656291294199605,8,0.5854795640013932,0.7206,554.92368944,,1598.0,316.5,0.191
961,0500000US37161,Rutherford,NC,37161,64963.0,46.71419871723989,4,0.4707494895841344,0.8072,574.05638124,6.701253783,2501.0,372.6,0.173
766,0500000US21171,Monroe,KY,21171,11355.0,46.72538904767293,8,0.5533703838809272,0.714,623.75258163,,9005.0,471.7,0.25
1138,0500000US23029,Washington,ME,23029,31437.0,46.73383743657683,9,0.5497648075211301,0.6694,518.77493943,,1900.0,338.9,0.163
526,0500000US12063,Jackson,FL,12063,48211.0,46.79421637604856,6,0.5004740306869326,0.8085,632.34469468,9.0882439167,4090.0,412.3,0.207
129,0500000US29023,Butler,MO,29023,42179.0,46.82126438529416,5,0.5064271761224076,0.8412,675.49954257,6.9204152249,3329.0,482.8,0.231
1105,0500000US48463,Uvalde,TX,48463,24940.0,46.832981896408945,6,0.546207061822117,0.9911,574.26090067,,2675.0,346.8,0.248
1130,0500000US28149,Warren,MS,28149,42649.0,46.888704624034844,4,0.4789956608360557,0.8279,626.73967659,10.171173406,3490.0,437.4,0.21
96,0500000US30005,Blaine,MT,30005,6936.0,46.91664441890369,9,0.6309122531146163,0.9443,747.69335512,,1615.0,405.0,0.203
809,0500000US05101,Newton,AR,5101,7078.0,46.94243018489187,9,0.5794633573095621,0.1985,545.19596569,,2469.0,451.4,0.2
466,0500000US21099,Hart,KY,21099,19600.0,46.96205318022537,8,0.5331724044732666,0.8037,548.94503354,,3211.0,484.4,0.257
1017,0500000US29185,St. Clair,MO,29185,9576.0,47.015403526394714,8,0.5657418527058228,0.6182,512.8016124,,2533.0,432.3,0.208
1166,0500000US54103,Wetzel,WV,54103,14025.0,47.04600028037923,7,0.5273252637084294,0.3201,606.58109539,,3935.0,422.6,0.213
1060,0500000US12123,Taylor,FL,12123,21283.0,47.16225278556171,6,0.5431040276428266,0.8062,589.83476689,,2129.0,345.6,0.208
953,0500000US30087,Rosebud,MT,30087,8088.0,47.21338967454487,8,0.6075939007530355,0.9408,852.2086208,,3254.0,342.9,0.193
952,0500000US26143,Roscommon,MI,26143,23708.0,47.24502603536429,7,0.5157909373016117,0.3898,522.29613619,,2300.0,473.4,0.168
672,0500000US46085,Lyman,SD,46085,3692.0,47.31344704128744,9,0.6382150837965733,0.867,691.91891224,,1476.0,410.2,0.181
968,0500000US37163,Sampson,NC,37163,59120.0,47.478959972946804,6,0.4902617759866718,0.9459,517.83701525,6.0369318182,3885.0,377.5,0.204
182,0500000US48073,Cherokee,TX,48073,51645.0,47.49199031612311,6,0.5035472706350503,0.9717,584.39521693,8.7736400858,2650.0,430.4,0.216
518,0500000US26073,Isabella,MI,26073,64447.0,47.50397431128504,4,0.4811777920317806,0.5711,423.30035334,7.0135746606,1893.0,407.9,0.175
513,0500000US26071,Iron,MI,26071,11622.0,47.50929890869729,9,0.5792399703035919,0.3239,490.8170431,,2017.0,321.6,0.167
636,0500000US48289,Leon,TX,48289,16209.0,47.51534181329991,8,0.555824440621227,0.6974,501.82095709,,3043.0,400.4,0.205
396,0500000US04007,Gila,AZ,4007,53922.0,47.572019858457914,4,0.5522887432713706,0.847,711.68995998,8.5872576177,1876.0,365.1,0.186
606,0500000US48277,Lamar,TX,48277,50484.0,47.58859866285986,5,0.5040172800877702,0.8536,622.69501615,6.6342326404,4281.0,473.8,0.195
121,0500000US51029,Buckingham,VA,51029,16982.0,47.620016155575726,8,0.5397920011547345,0.6758,461.64049579,,3067.0,335.8,0.218
841,0500000US40115,Ottawa,OK,40115,30338.0,47.66661676985689,6,0.5008632254786469,0.9252,716.57795778,8.0447708989,2677.0,660.5,0.238
924,0500000US05121,Randolph,AR,5121,18837.0,47.68522925348054,7,0.5350855829695635,0.7051,573.07835251,12.143290832,3992.0,410.3,0.237
227,0500000US13069,Coffee,GA,13069,43172.0,47.717371377976455,7,0.5095988479996219,0.9609,635.04628398,9.0588827378,5529.0,465.6,0.241
86,0500000US29015,Benton,MO,29015,20224.0,47.74963669094495,9,0.5481769490715918,0.5364,532.84626068,,2786.0,356.3,0.203
488,0500000US12059,Holmes,FL,12059,19651.0,47.93789289420142,8,0.527731963556679,0.8081,688.74423232,,2635.0,565.7,0.22
399,0500000US54021,Gilmer,WV,54021,7325.0,47.98204072818281,9,0.5647329801071481,0.4849,476.47393681,,5138.0,348.0,0.216
498,0500000US08055,Huerfano,CO,8055,7082.0,48.030937687108846,8,0.5897146117436969,0.5383,578.71346063,,1649.0,287.6,0.16
720,0500000US48307,McCulloch,TX,48307,7497.0,48.03294881805829,9,0.5806826961589511,0.7897,600.50373878,,2694.0,429.9,0.213
959,0500000US21207,Russell,KY,21207,18178.0,48.11045114134632,9,0.5317982762875477,0.6029,622.54728644,,2794.0,446.6,0.235
176,0500000US35005,Chaves,NM,35005,63894.0,48.13057185204637,5,0.5540205248364907,0.9701,603.91896687,7.3241355817,3560.0,484.5,0.212
361,0500000US21069,Fleming,KY,21069,15288.0,48.14059598223966,9,0.5368247149301575,0.6771,546.44811101,,3281.0,427.4,0.234
573,0500000US48271,Kinney,TX,48271,3128.0,48.20690688685323,9,0.6322377796463543,0.6265,458.7803156,,3101.0,323.8,0.24
641,0500000US47101,Lewis,TN,47101,12957.0,48.21431250101105,8,0.5380540923444661,0.5288,636.64905145,,3405.0,435.3,0.226
1032,0500000US48429,Stephens,TX,48429,9390.0,48.23113588454839,7,0.5724334876984846,0.9898,548.01804492,,4222.0,474.1,0.191
650,0500000US28085,Lincoln,MS,28085,34717.0,48.238826783422894,6,0.5109117684347745,0.6042,646.67824566,9.1517071454,2498.0,481.7,0.213
648,0500000US21137,Lincoln,KY,21137,24360.0,48.25873075550955,9,0.5113217335670591,0.5835,669.8304413,,3470.0,389.1,0.242
891,0500000US48373,Polk,TX,48373,53255.0,48.31190563766852,6,0.5176865847180594,0.9208,600.45041796,7.7071290944,1674.0,608.7,0.21
193,0500000US47025,Claiborne,TN,47025,32431.0,48.318820125458416,6,0.5033918327255632,0.5619,650.18325867,,1673.0,553.2,0.211
1073,0500000US13277,Tift,GA,13277,41412.0,48.34651180730002,5,0.4774158888871165,0.8759,600.07644336,6.8475779863,3618.0,528.8,0.214
1096,0500000US05139,Union,AR,5139,37752.0,48.371022732704375,7,0.5100463963726523,0.6682,666.97031573,9.9970596883,3070.0,423.9,0.23
564,0500000US48255,Karnes,TX,48255,14836.0,48.45994206638387,8,0.5466119265291596,0.9367,477.76384015,,2571.0,432.4,0.247
244,0500000US05029,Conway,AR,5029,21046.0,48.508002399617965,6,0.5288485047894081,0.7461,526.90816913,,1900.0,338.0,0.228
497,0500000US29091,Howell,MO,29091,40631.0,48.59956774100587,7,0.5250558490562188,0.7693,552.36989367,7.3014018692,2531.0,430.4,0.22
1195,0500000US51195,Wise,VA,51195,35421.0,48.60502472054603,7,0.490436056270957,0.8046,697.56147486,8.0213903743,4177.0,476.1,0.2
326,0500000US37061,Duplin,NC,37061,48990.0,48.64314416249506,8,0.4980435468562083,0.9144,521.07877146,9.4872830036,3266.0,358.0,0.206
349,0500000US13109,Evans,GA,13109,10695.0,48.65527089055117,8,0.5298094870835981,0.9784,652.81109054,,3400.0,396.5,0.244
410,0500000US37075,Graham,NC,37075,7980.0,48.65987213275239,9,0.5586196809937116,0.6933,547.93597889,,1216.0,324.5,0.164
46,0500000US39009,Athens,OH,39009,58979.0,48.72847151078303,4,0.4703610786762587,0.5772,442.46650873,6.8767908309,2638.0,402.4,0.184
1150,0500000US13305,Wayne,GA,13305,30896.0,48.73478880383387,6,0.5183730611715467,0.9434,657.69049882,,3536.0,433.2,0.218
889,0500000US05113,Polk,AR,5113,19337.0,48.75095329838576,7,0.5402060475685779,0.6863,594.95054168,,2273.0,504.5,0.224
1193,0500000US01133,Winston,AL,1133,23755.0,48.81561507839805,8,0.522563328826833,0.6125,570.85762772,,6652.0,521.9,0.214
998,0500000US29203,Shannon,MO,29203,7193.0,48.85794151569295,9,0.5921324767463086,0.4429,647.2535848,,2677.0,439.2,0.221
1070,0500000US29215,Texas,MO,29215,25336.0,48.968784517098065,9,0.5467380385051201,0.8575,565.70664798,,4011.0,434.4,0.225
1059,0500000US13267,Tattnall,GA,13267,24064.0,48.99441874296526,8,0.522406001411585,0.9287,613.63619935,,2647.0,480.5,0.228
54,0500000US13005,Bacon,GA,13005,11191.0,49.072637275842,9,0.5520621590216158,0.889,744.80769842,,4841.0,476.7,0.223
867,0500000US21193,Perry,KY,21193,27361.0,49.135241500307835,7,0.5130073991382788,0.6901,1046.1012401,,6314.0,835.6,0.255
