GEO_ID,County,State,FIPS,Population,RADI,RUCC,IRR,SVI,Premature Mortality,Infant Mortality,Preventable Hospital Stays,Heart Disease Mortality,Poor or Fair Health,Median Income,No Internet,No College,Ratio of Mental Health Providers to Population,Percent Non-White,Poverty,No Plumbing Facilities,65+,No High School,No Vehicle,Housing Cost Burden,Ratio of Population to Primary Care Physicians,Unemployment,Uninsured,Long Commutes,Drinking Water Violations,Natural Disaster Risk,Food Insecurity,Median Income_z,No Internet_z,No College_z,Ratio of Mental Health Providers to Population_z,Percent Non-White_z,Poverty_z,No Plumbing Facilities_z,65+_z,No High School_z,No Vehicle_z,Housing Cost Burden_z,Ratio of Population to Primary Care Physicians_z,Unemployment_z,Uninsured_z,Long Commutes_z,Drinking Water Violations_z,Natural Disaster Risk_z,Food Insecurity_z
0500000US45001,Abbeville,SC,45001,24356.0,41.36845554213864,6,0.5105331959828361,0.5988,564.94138246,,2519.0,354.9,0.2,79568.0,0.5536977629,0.1351378481365724,0.033462699,0.4212056776287217,0.128,0.0231154540975529,0.2256528165544424,0.175,0.022869108227952,0.1058718861,1869.1538462,0.0386939468,0.1324577026,0.445,1.0,0.386891504931594,0.096,0.4242708215291031,0.4502834380835372,0.1768577894020191,0.5926908094714395,0.4766374509896471,-0.5943451418421732,-0.1701356124721871,0.3862430823753411,0.084182656968411,-0.2265041188752685,-0.0940713883740644,-0.4645828743526397,-0.0370798208380759,0.2143386023501625,1.0961765514231938,1.3426780041163326,-0.2568349309264658,-0.9964794388983834
0500000US51001,Accomack,VA,51001,33191.0,38.890612783570816,9,0.5022571246931485,0.8597,536.96065031,9.4711917916,2002.0,421.9,0.205,74180.0,0.5091427293999999,0.1616456538095453,0.0327830318,0.5045369769029984,0.122,0.0300382633846524,0.2525383387062758,0.1009999999999999,0.0294658190473321,0.1183008526,2770.5,0.0327171082,0.1339616429,0.254,1.0,0.895641107222399,0.097,-0.0344410316934854,-0.1634515914715672,1.1905922723973,0.2738389002634621,0.9318846760505606,-0.6946740511096161,0.1371432927978945,0.9843374519041682,-0.7977308922244654,0.3866420545014873,0.2982764520092554,-0.1121575304308435,-0.4975920148871046,0.2451007236558453,-0.5888187781061962,1.3426780041163326,1.714966857891684,-0.968101738291943
0500000US21001,Adair,KY,21001,19067.0,40.57300857772954,7,0.5372789196498806,0.6026,540.49801366,,3499.0,430.1,0.226,81364.0,0.4992548166,0.1386472550207665,0.0313513387,0.2035525664635514,0.173,0.0261708711386164,0.1958881837730109,0.094,0.0232863061834583,0.0891551268,3786.4,0.0454482279,0.0787050156,0.271,0.0,0.3608017817371937,0.137,0.5771747726032994,-0.2996552474411282,0.3110675696176594,-0.3978105162964205,-0.71242327105294,0.1581216776636471,-0.0345165069060263,-0.2758998798156815,-0.8811551468778442,-0.1877267134434912,-0.6217728999649744,0.2850582399818142,0.4833338989811088,-0.8851376720740203,-0.4388453718130043,-0.7447802056295232,-0.357952971378679,0.167006285965671
0500000US29001,Adair,MO,29001,25165.0,45.44424400785732,7,0.5258633951622329,0.4006,473.63206452,,2520.0,309.1,0.192,75097.0,0.5063729301,0.1864697979477335,0.0311777093,0.2232619599998563,0.268,0.0416451420623882,0.1519173455195708,0.051,0.0257500496721637,0.1227541148,572.38636364,0.0298750127,0.1373000161,0.167,1.0,0.5154311167674197,0.129,0.0436285246177829,-0.2016049205504736,2.1399387114873045,-0.4792651836463173,-0.6047488822797166,1.7466627410648248,0.6523313943022211,-1.254073583652484,-1.3936184254628936,0.0412714848470274,0.4388535311115821,-0.9716175181474552,-0.7165739419550149,0.3133849775866958,-1.3563297397242953,1.3426780041163326,0.2413563903258998,-0.0600153188858519
0500000US40001,Adair,OK,40001,19576.0,70.9049867244242,8,0.5261566336609764,0.9472,722.92191602,9.5419847328,5556.0,624.1,0.289,83652.0,0.7662970377,0.1507961634288153,0.0315754987,0.7099681381289855,0.1969999999999999,0.0323865958316305,0.15830608908868,0.1369999999999999,0.0342255823457294,0.1108280255,3882.8,0.0334805859,0.2009690051,0.391,0.0,0.662424435252943,0.175,0.7719655521454825,3.3787880750012,0.7756766563119749,-0.2926504556548878,2.054175662794372,0.5594373147334167,0.24137742573325,-1.1119498214481065,-0.3686918682927962,0.829048995248009,0.0623801227172784,0.3227505327938825,-0.4387664694332744,1.6156927640248742,0.6197904373154082,-0.7447802056295232,0.811070227995684,1.2453589090104036
0500000US16003,Adams,ID,16003,4817.0,33.871762602360846,9,0.632306154343011,0.2017,345.95211032,,1260.0,214.4,0.157,72394.0,0.5763351624999999,0.1025536589966766,0.0334557694,0.2399376839048733,0.142,0.0128710815860494,0.2900145318663068,0.132,0.0039443637118538,0.1131611316,1541.6666667,0.0527210884,0.1208307111,0.216,0.0,0.5090677696468342,0.12,-0.1864936244654867,0.7621082538488918,-1.069255017484582,0.5894399299379758,-0.5136477342146417,-0.3602443535514738,-0.6248469066832983,1.81803151199371,-0.4282806216166379,-1.985507203880708,0.1360297813369355,-0.5926299974015233,1.0437038821805071,-0.0234839514727122,-0.9240534509968602,-0.7447802056295232,0.2166934536302378,-0.3154146243438152
0500000US17001,Adams,IL,17001,64725.0,22.08666108580342,5,0.4924214903731806,0.2965,410.62059731,6.1638868745,3987.0,298.1,0.148,66718.0,0.478765771,0.123492177166481,0.0309731176,0.1986050340655996,0.111,0.0079412900733874,0.2019621475473155,0.076,0.0302201622247972,0.0895914689,955.20588235,0.0332033788,0.0583808572,0.172,1.0,0.5109767737830099,0.094,-0.6697245967912872,-0.5818869958892999,-0.2685060549555575,-0.5752451781982183,-0.7394521355334177,-0.8786103847665945,-0.8436628347839545,-0.1407786977304781,-1.0956746588436788,0.4567561833968711,-0.6079987956898263,-0.8219355119919325,-0.4601251271402044,-1.300855121853581,-1.312219914343945,1.3426780041163326,0.2240923346389365,-1.053234840111264
0500000US28001,Adams,MS,28001,28408.0,68.47921572504545,7,0.5029885977259536,0.971,623.15340639,9.5198675497,3185.0,382.6,0.273,91430.0,0.5018756566,0.1247145943444578,0.0328465164,0.721247344605643,0.26,0.0558293438468037,0.2207476767107856,0.242,0.0324556462968178,0.1447850395,1306.4545455,0.0515816472,0.1653450229,0.2,0.0,0.5437480114540248,0.185,1.4341520395926417,-0.2635537974251786,-0.2217573175757467,0.303621396631252,2.1157950962378207,1.6128908620415676,1.281917710448054,0.2771235158787472,0.8826719515079063,0.6645382951088593,1.1343084370116452,-0.6845976752564829,0.9559105516057348,0.8870273629927475,-1.0652048922139818,-0.7447802056295232,0.3511064586215942,1.5291359150748074
0500000US31001,Adams,NE,31001,30970.0,20.644382679161577,4,0.5208698934557126,0.4769,387.88130384,7.9970919666,1850.0,300.6,0.13,66000.0,0.4525354459,0.097376194805001,0.0300423997,0.2603208200222555,0.126,0.0012269938650306,0.1850500484339683,0.09,0.0220858895705521,0.1100689434,1108.1071429,0.0222915223,0.0919649894,0.167,1.0,0.7702831689468661,0.11,-0.7308521228888779,-0.943203509106342,-1.2672560912183557,-1.0118723677242707,-0.4022926223144298,-0.6277881115979875,-1.1416865854031713,-0.5170046530785932,-0.9288261495369188,-0.2993021444141775,0.0384180159235529,-0.7621512891290181,-1.300877791594479,-0.6139135267101563,-1.3563297397242953,1.3426780041163326,1.2291070049871493,-0.5991916304082185
0500000US39001,Adams,OH,39001,27420.0,49.96313117427984,8,0.5178665182955814,0.6516,653.95834577,,3402.0,511.0,0.206,82159.0,0.5181676173,0.1431679388682777,0.0320362588,0.1458871559531004,0.178,0.0300875273522975,0.1860320933625091,0.1369999999999999,0.0276805251641137,0.1104745433,2295.1666667,0.0537408759,0.0945945946,0.479,0.0,0.5434298440979957,0.165,0.6448577576277904,-0.0391358990136528,0.4839514800959397,-0.0764943169272005,-1.0274551779775565,0.2417291020531829,0.1393299452708228,-0.495158116527525,-0.3686918682927962,0.2207038857958964,0.0512216746046424,-0.2980123352242051,1.1222779596348949,-0.5601266615344219,1.396123364009577,-0.7447802056295232,0.3498733117868114,0.9615819029460008
