"GEO_ID","NAME","B28002_001E","B28002_001M","B28002_002E","B28002_002M","B28002_003E","B28002_003M","B28002_004E","B28002_004M","B28002_005E","B28002_005M","B28002_006E","B28002_006M","B28002_007E","B28002_007M","B28002_008E","B28002_008M","B28002_009E","B28002_009M","B28002_010E","B28002_010M","B28002_011E","B28002_011M","B28002_012E","B28002_012M","B28002_013E","B28002_013M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!With an Internet subscription","Margin of Error!!Total:!!With an Internet subscription","Estimate!!Total:!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Broadband of any type","Margin of Error!!Total:!!With an Internet subscription!!Broadband of any type","Estimate!!Total:!!With an Internet subscription!!Cellular data plan","Margin of Error!!Total:!!With an Internet subscription!!Cellular data plan","Estimate!!Total:!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Margin of Error!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Estimate!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total:!!With an Internet subscription!!Satellite Internet service","Estimate!!Total:!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Other service with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Other service with no other type of Internet subscription","Estimate!!Total:!!Internet access without a subscription","Margin of Error!!Total:!!Internet access without a subscription","Estimate!!Total:!!No Internet access","Margin of Error!!Total:!!No Internet access",
"0500000US01001","Autauga County, Alabama","22523","431","20484","467","15","25","20469","461","18562","628","2836","399","16362","588","1477","376","1851","391","346","190","63","72","320","128","1719","374",
"0500000US01003","Baldwin County, Alabama","94642","1316","85082","1658","140","93","84942","1671","79922","1609","14592","1295","65552","1689","3823","563","10231","842","569","176","27","33","1804","352","7756","843",
"0500000US01005","Barbour County, Alabama","9080","315","6565","336","0","25","6565","336","6024","370","1847","278","3944","304","474","158","932","192","47","36","7","10","658","229","1857","250",
"0500000US01007","Bibb County, Alabama","7571","288","6160","344","16","30","6144","347","5865","355","1773","269","3189","389","167","128","1295","250","86","66","26","46","127","79","1284","259",
"0500000US01009","Blount County, Alabama","21977","403","18551","527","106","78","18445","520","16238","508","4719","581","11749","671","1650","338","2655","405","240","87","13","12","392","129","3034","368",
"0500000US01011","Bullock County, Alabama","3453","245","2260","294","16","27","2244","301","1859","290","434","127","1539","259","369","149","301","141","16","27","0","21","229","118","964","229",
"0500000US01013","Butler County, Alabama","7262","313","5798","340","6","10","5792","341","5020","294","1432","222","3861","321","655","176","606","129","84","62","23","21","352","114","1112","175",
"0500000US01015","Calhoun County, Alabama","45125","708","38509","765","0","31","38509","765","33944","877","7417","781","28673","1079","3878","566","3781","441","515","193","12","18","1161","263","5455","477",
"0500000US01017","Chambers County, Alabama","13419","476","10616","553","47","39","10569","549","9690","505","1724","302","8298","549","855","215","1011","252","11","18","7","16","351","159","2452","375",
"0500000US01019","Cherokee County, Alabama","10477","416","8442","466","36","40","8406","466","7701","478","2146","354","4966","430","421","137","1568","274","177","92","24","32","259","125","1776","337",
"0500000US01021","Chilton County, Alabama","17554","415","14464","526","47","40","14417","517","13432","584","4284","581","9112","603","875","296","1367","303","80","78","0","28","228","137","2862","428",
"0500000US01023","Choctaw County, Alabama","5174","261","3723","264","11","12","3712","264","3378","280","1116","212","2027","221","215","79","704","151","23","24","35","39","207","111","1244","224",
"0500000US01025","Clarke County, Alabama","8452","367","6014","384","14","18","6000","383","5337","368","1551","255","3242","320","306","144","1589","221","259","83","0","25","383","154","2055","313",
"0500000US01027","Clay County, Alabama","5765","262","4501","323","18","17","4483","324","3598","327","1019","199","2897","288","686","185","692","167","184","101","0","21","80","64","1184","216",
"0500000US01029","Cleburne County, Alabama","5849","215","4396","310","0","21","4396","310","3910","334","1842","256","2223","280","360","150","481","153","94","56","6","11","103","60","1350","229",
"0500000US01031","Coffee County, Alabama","20860","435","18152","434","29","52","18123","434","16613","500","3163","310","13852","432","1239","242","1783","270","98","48","2","3","510","163","2198","283",
"0500000US01033","Colbert County, Alabama","24217","489","19162","698","64","51","19098","697","17396","788","4102","563","13739","738","1525","296","1911","359","58","44","8","11","887","220","4168","474",
"0500000US01035","Conecuh County, Alabama","4528","265","3096","262","14","15","3082","264","2839","280","1546","282","1053","210","184","75","574","163","46","32","0","21","44","33","1388","231",
"0500000US01037","Coosa County, Alabama","4201","203","3377","251","0","21","3377","251","2809","265","777","172","2040","259","357","143","674","170","146","84","29","36","97","47","727","192",
"0500000US01039","Covington County, Alabama","14495","307","11507","450","71","45","11436","447","10361","453","3302","313","7223","381","832","192","1178","197","124","75","33","22","344","126","2644","389",
"0500000US01041","Crenshaw County, Alabama","5075","176","3469","187","18","15","3451","184","3111","192","870","149","2274","189","287","78","425","113","40","25","0","21","277","116","1329","195",
"0500000US01043","Cullman County, Alabama","34543","607","29619","715","32","31","29587","718","26916","786","6401","640","20521","694","2123","385","3474","450","193","90","34","30","585","173","4339","506",
"0500000US01045","Dale County, Alabama","19769","356","16723","505","25","25","16698","504","15618","516","3763","393","11860","493","885","162","1930","275","152","79","4","8","527","168","2519","370",
"0500000US01047","Dallas County, Alabama","15416","426","12231","608","8","11","12223","608","11229","567","3554","476","6734","535","658","173","2232","355","229","101","36","43","309","110","2876","422",
"0500000US01049","DeKalb County, Alabama","25946","462","22154","591","26","27","22128","592","20862","633","5221","601","15482","709","971","247","1926","313","204","139","42","38","482","145","3310","331",
"0500000US01051","Elmore County, Alabama","32529","559","29374","698","76","80","29298","688","25950","818","3181","415","24757","723","3107","555","1681","308","146","80","33","26","500","177","2655","479",
"0500000US01053","Escambia County, Alabama","12781","438","9642","460","6","11","9636","460","8529","470","3914","417","4346","429","736","234","1635","266","323","140","18","23","126","63","3013","400",
"0500000US01055","Etowah County, Alabama","39160","581","33315","681","44","50","33271","693","31202","720","6757","575","23696","879","1788","317","3999","481","109","54","11","18","1074","272","4771","476",
"0500000US01057","Fayette County, Alabama","6051","253","4709","250","0","21","4709","250","4090","269","1064","196","3055","256","472","135","652","163","95","61","37","55","174","125","1168","171",
"0500000US01059","Franklin County, Alabama","11593","368","7684","448","0","28","7684","448","6863","417","2687","405","4177","394","696","222","995","171","82","58","0","28","408","165","3501","427",
"0500000US01061","Geneva County, Alabama","10550","270","8125","371","44","40","8081","378","7539","358","2209","303","5006","426","453","135","1180","223","50","37","0","25","431","175","1994","330",
"0500000US01063","Greene County, Alabama","3037","199","1845","226","11","15","1834","227","1746","227","448","128","1106","214","37","51","443","126","45","38","6","11","221","133","971","160",
"0500000US01065","Hale County, Alabama","5541","253","4213","296","0","21","4213","296","3958","291","1077","182","2541","347","136","54","1086","175","54","47","32","36","106","68","1222","217",
"0500000US01067","Henry County, Alabama","6684","311","5358","321","10","17","5348","319","4824","301","1387","198","3329","292","350","103","1191","216","67","39","0","21","177","71","1149","164",
"0500000US01069","Houston County, Alabama","42581","402","36409","498","70","36","36339","497","33548","496","7186","409","27690","573","2426","235","2781","243","214","86","24","21","1155","139","5017","335",
"0500000US01071","Jackson County, Alabama","21186","427","18460","512","56","38","18404","501","16279","579","3251","399","14368","539","1869","311","1397","239","190","118","0","31","519","136","2207","292",
"0500000US01073","Jefferson County, Alabama","268911","1573","238227","2107","193","92","238034","2102","217541","2433","32299","1768","197121","2329","18066","1180","21134","1271","706","174","67","48","7538","790","23146","1345",
"0500000US01075","Lamar County, Alabama","4987","255","3612","262","0","21","3612","262","3222","251","1026","193","2351","264","299","98","450","147","38","46","2","5","282","132","1093","211",
"0500000US01077","Lauderdale County, Alabama","38777","507","31739","833","51","45","31688","840","28073","949","6832","761","22650","959","2878","554","3127","479","498","293","7","10","1593","317","5445","668",
"0500000US01079","Lawrence County, Alabama","13145","324","9814","447","29","29","9785","444","8573","464","2734","312","6208","468","1067","255","1109","200","60","45","18","29","493","165","2838","422",
"0500000US01081","Lee County, Alabama","67944","759","59102","1073","35","53","59067","1066","55777","1174","6177","617","49879","1117","2826","464","5075","701","229","141","66","70","3089","452","5753","733",
"0500000US01083","Limestone County, Alabama","40021","619","35738","715","56","42","35682","714","32973","851","4207","441","29081","813","2313","394","3271","500","221","139","79","105","1186","328","3097","367",
"0500000US01085","Lowndes County, Alabama","4161","161","2689","232","0","21","2689","232","2426","218","705","143","1520","207","217","83","507","131","41","25","0","21","478","140","994","164",
"0500000US01087","Macon County, Alabama","7151","243","5452","285","27","29","5425","284","4921","308","1100","197","3333","307","289","100","1094","203","98","45","8","11","304","101","1395","180",
"0500000US01089","Madison County, Alabama","162469","1068","148575","1749","230","141","148345","1763","136957","2024","13845","1105","129703","2036","10046","973","9112","813","935","336","59","49","4318","818","9576","1056",
"0500000US01091","Marengo County, Alabama","7615","294","5823","366","0","21","5823","366","5344","390","1613","288","3275","327","329","135","956","207","133","81","0","21","243","159","1549","194",
"0500000US01093","Marion County, Alabama","10874","374","8333","408","6","8","8327","409","7159","458","1895","304","6091","381","1109","263","644","175","35","33","2","3","295","168","2246","300",
"0500000US01095","Marshall County, Alabama","35963","451","32194","555","35","24","32159","557","30363","595","5696","500","25203","579","1519","216","2253","280","166","70","72","75","673","167","3096","346",
"0500000US01097","Mobile County, Alabama","160507","1367","137653","1899","3012","600","134641","1954","126712","2016","26441","1213","101116","1892","5969","631","14865","924","815","223","37","34","2898","409","19956","1152",
"0500000US01099","Monroe County, Alabama","7396","287","5117","395","32","18","5085","395","4293","356","1947","314","2696","303","689","179","731","160","70","48","9","10","441","180","1838","269",
"0500000US01101","Montgomery County, Alabama","90785","985","80861","1073","104","65","80757","1070","75117","1146","10218","891","67740","1253","5156","571","4083","457","140","85","127","166","2444","443","7480","653",
"0500000US01103","Morgan County, Alabama","48752","501","40582","855","32","36","40550","856","35509","1060","7003","584","30936","893","4284","605","3689","444","683","264","11","18","1879","329","6291","758",
"0500000US01105","Perry County, Alabama","3195","195","2287","240","4","9","2283","241","1858","212","777","212","1025","277","337","212","573","258","88","87","0","19","64","55","844","197",
"0500000US01107","Pickens County, Alabama","6946","228","5268","299","21","18","5247","297","4706","303","1603","241","2842","277","400","140","985","187","140","60","0","21","48","28","1630","212",
"0500000US01109","Pike County, Alabama","12605","376","10152","409","8","13","10144","406","9492","421","2454","389","7163","424","552","132","1303","211","59","37","16","12","566","231","1887","262",
"0500000US01111","Randolph County, Alabama","9127","361","7385","433","22","22","7363","435","5911","418","1527","259","4738","449","935","226","1394","270","389","192","0","25","257","105","1485","241",
"0500000US01113","Russell County, Alabama","23784","515","18443","709","21","25","18422","707","17462","746","4503","616","12247","754","774","215","2593","424","108","105","0","31","1023","395","4318","602",
"0500000US01115","St. Clair County, Alabama","34477","523","31222","632","78","52","31144","631","29038","641","4499","560","24289","723","1618","310","3603","511","302","220","39","57","617","194","2638","410",
"0500000US01117","Shelby County, Alabama","85414","684","79994","854","83","63","79911","850","75326","1030","7382","710","69654","1108","4020","574","6661","656","302","134","40","39","1460","338","3960","479",
"0500000US01119","Sumter County, Alabama","4765","221","3651","304","3","5","3648","305","3524","311","1258","277","1695","302","107","58","857","196","12","14","0","21","170","107","944","206",
"0500000US01121","Talladega County, Alabama","32889","523","28325","625","20","23","28305","627","26131","643","6315","627","19148","714","1759","309","3406","396","284","137","0","31","438","168","4126","513",
"0500000US01123","Tallapoosa County, Alabama","16548","421","13576","560","0","28","13576","560","12195","530","2758","365","9607","660","1151","301","1482","243","144","97","17","28","735","285","2237","322",
"0500000US01125","Tuscaloosa County, Alabama","87289","1121","76392","1413","39","44","76353","1414","73047","1345","11202","775","61504","1322","2563","419","7463","728","532","259","100","74","2811","432","8086","775",
"0500000US01127","Walker County, Alabama","24843","544","20316","661","13","16","20303","663","18908","694","5293","504","13342","726","1153","286","2934","415","81","47","10","17","448","144","4079","483",
"0500000US01129","Washington County, Alabama","5678","329","4509","394","0","21","4509","394","3856","385","993","268","2924","369","431","158","1420","326","28","25","0","21","148","73","1021","201",
"0500000US01131","Wilcox County, Alabama","3693","200","2719","222","22","24","2697","226","2437","196","760","162","1062","149","121","73","925","202","130","71","5","8","162","66","812","146",
"0500000US01133","Winston County, Alabama","9328","300","7264","369","6","8","7258","367","6751","353","2632","330","3935","342","384","143","949","162","91","64","0","25","199","95","1865","243",
"0500000US02013","Aleutians East Borough, Alaska","998","92","579","66","0","10","579","66","394","65","37","14","360","61","67","18","227","41","79","31","0","10","60","29","359","58",
"0500000US02016","Aleutians West Census Area, Alaska","977","190","757","166","0","15","757","166","726","156","103","45","400","104","18","12","185","74","6","6","4","6","87","52","133","44",
"0500000US02020","Anchorage Municipality, Alaska","107868","4224","101822","4133","120","77","101702","4144","97243","4162","15053","1091","84134","3649","4278","557","4382","696","71","71","40","39","1726","408","4320","493",
"0500000US02050","Bethel Census Area, Alaska","4661","97","3762","114","3","4","3759","114","3635","114","1730","160","1686","149","58","23","363","70","22","11","18","27","130","32","769","81",
"0500000US02060","Bristol Bay Borough, Alaska","283","38","228","34","0","10","228","34","215","33","8","7","207","32","1","4","28","12","4","5","0","10","7","10","48","18",
"0500000US02063","Chugach Census Area, Alaska","2679","257","2522","263","0","15","2522","263","2272","282","184","81","2184","209","218","100","215","80","11","14","8","12","56","54","101","60",
"0500000US02066","Copper River Census Area, Alaska","1146","85","930","99","0","10","930","99","817","99","403","81","491","95","113","46","26","17","0","10","0","10","19","17","197","67",
"0500000US02068","Denali Borough, Alaska","533","72","436","70","0","10","436","70","385","72","111","47","312","53","48","21","10","10","3","5","0","10","26","16","71","32",
"0500000US02070","Dillingham Census Area, Alaska","1383","192","1108","175","0","10","1108","175","1078","128","426","72","602","150","21","54","131","35","8","7","0","10","57","20","218","41",
"0500000US02090","Fairbanks North Star Borough, Alaska","36176","2916","32889","2822","120","80","32769","2817","30551","2904","7327","940","23961","2285","2165","524","1802","420","18","21","0","24","919","321","2368","428",
"0500000US02100","Haines Borough, Alaska","899","95","746","85","16","17","730","85","678","85","106","53","594","84","40","24","39","25","12","17","0","10","32","23","121","70",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","922","72","603","55","0","10","603","55","439","49","56","23","245","41","19","12","251","45","118","29","22","18","11","8","308","54",
"0500000US02110","Juneau City and Borough, Alaska","13138","230","12261","274","0","22","12261","274","11436","390","1435","240","10446","331","800","323","544","196","12","16","1","2","186","81","691","178",
"0500000US02122","Kenai Peninsula Borough, Alaska","23902","415","20830","523","68","42","20762","528","18735","546","4849","413","12752","591","1568","300","3427","372","271","95","67","59","828","196","2244","311",
"0500000US02130","Ketchikan Gateway Borough, Alaska","5621","143","5062","154","0","16","5062","154","4705","164","751","135","4198","168","335","89","187","58","18","20","4","6","160","63","399","93",
"0500000US02150","Kodiak Island Borough, Alaska","4608","416","4242","440","14","20","4228","443","4028","442","841","210","3215","397","109","61","242","95","31","20","0","16","77","79","289","95",
"0500000US02158","Kusilvak Census Area, Alaska","1891","54","1525","73","0","15","1525","73","1473","76","1014","73","277","58","22","10","284","64","28","17","0","15","57","29","309","50",
"0500000US02164","Lake and Peninsula Borough, Alaska","322","49","239","41","0","10","239","41","223","41","44","19","133","29","5","5","136","35","7","5","0","10","3","5","80","26",
"0500000US02170","Matanuska-Susitna Borough, Alaska","39682","319","36691","438","152","77","36539","440","34560","480","7001","467","28692","545","1697","227","1729","235","32","28","18","21","533","143","2458","276",
"0500000US02180","Nome Census Area, Alaska","2786","92","2326","96","0","15","2326","96","2251","101","863","85","1007","100","46","22","499","76","27","21","0","15","70","32","390","71",
"0500000US02185","North Slope Borough, Alaska","2205","96","1560","141","0","16","1560","141","1478","134","473","97","933","170","77","64","299","88","2","5","0","16","111","62","534","119",
"0500000US02188","Northwest Arctic Borough, Alaska","1817","72","1606","87","2","4","1604","89","1555","97","478","56","823","58","23","20","351","44","16","12","0","15","18","11","193","44",
"0500000US02195","Petersburg Borough, Alaska","1319","163","1145","143","2","3","1143","143","1028","132","197","52","938","129","114","46","28","17","1","2","0","10","24","16","150","48",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","2348","87","1820","108","0","15","1820","108","1537","118","269","43","969","86","80","31","593","69","139","45","26","11","24","15","504","71",
"0500000US02220","Sitka City and Borough, Alaska","3503","158","3151","155","8","9","3143","156","2945","167","284","81","2733","172","149","64","120","55","35","34","12","10","33","19","319","77",
"0500000US02230","Skagway Municipality, Alaska","451","59","404","55","0","10","404","55","317","46","49","18","329","55","80","42","14","11","2","4","3","3","8","6","39","15",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","2311","143","1829","168","0","15","1829","168","1325","169","387","101","1172","179","340","106","313","81","112","54","16","21","45","30","437","92",
"0500000US02275","Wrangell City and Borough, Alaska","912","69","817","68","7","9","810","70","762","75","111","39","682","76","42","26","20","18","6","9","0","10","0","10","95","37",
"0500000US02282","Yakutat City and Borough, Alaska","207","44","170","42","0","10","170","42","138","40","10","8","42","31","1","2","151","41","26","11","1","2","3","3","34","14",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","2317","211","1243","171","7","10","1236","167","910","165","368","81","402","139","63","26","552","109","213","60","0","15","106","51","968","125",
"0500000US04001","Apache County, Arizona","20439","408","10964","479","68","72","10896","482","9193","496","2290","267","6748","483","1218","218","2351","307","390","102","35","24","697","151","8778","447",
"0500000US04003","Cochise County, Arizona","50476","767","43502","855","26","23","43476","857","40013","917","5233","485","33883","945","2570","365","5569","429","684","155","9","13","1383","294","5591","590",
"0500000US04005","Coconino County, Arizona","53642","744","44641","975","89","87","44552","968","38738","1008","5025","537","34753","1008","4099","601","5263","593","1139","281","157","73","2340","437","6661","666",
"0500000US04007","Gila County, Arizona","23253","658","18788","789","24","25","18764","788","16217","836","2921","521","12915","793","1673","317","3424","471","714","177","18","21","640","232","3825","544",
"0500000US04009","Graham County, Arizona","12460","262","10493","387","17","25","10476","386","9348","412","1651","277","7507","411","871","181","1730","267","230","127","16","26","177","72","1790","306",
"0500000US04011","Greenlee County, Arizona","3444","189","2992","213","0","20","2992","213","2704","201","733","203","2104","217","239","106","269","102","38","33","7","13","38","29","414","140",
"0500000US04012","La Paz County, Arizona","8887","292","6754","428","26","36","6728","435","6157","431","1672","283","4215","401","298","113","1066","263","216","145","13","19","216","97","1917","359",
"0500000US04013","Maricopa County, Arizona","1697342","3927","1564919","5086","2266","418","1562653","5099","1448118","6516","166981","3803","1342622","6276","98335","3169","122039","2810","7758","882","772","240","37235","1893","95188","2693",
"0500000US04015","Mohave County, Arizona","96899","1037","84202","1243","165","83","84037","1239","76026","1322","13290","1138","61848","1467","6254","775","11024","753","1039","213","158","91","2678","436","10019","937",
"0500000US04017","Navajo County, Arizona","39171","687","28347","745","401","174","27946","711","22863","725","4729","507","20408","789","4195","531","3887","413","616","158","51","62","1197","187","9627","561",
"0500000US04019","Pima County, Arizona","430965","1683","392414","2020","643","134","391771","2036","364435","2175","50887","1932","322860","2494","23882","1220","28832","1451","1670","306","361","158","9902","831","28649","1354",
"0500000US04021","Pinal County, Arizona","157193","1307","144344","1574","173","112","144171","1578","130813","1784","16548","1221","114622","1750","10491","921","18415","1192","2050","413","92","66","3283","401","9566","923",
"0500000US04023","Santa Cruz County, Arizona","16816","318","14226","425","56","52","14170","427","12933","440","2272","336","9996","552","836","224","3284","385","239","85","10","14","472","149","2118","393",
"0500000US04025","Yavapai County, Arizona","108900","926","98874","1226","470","158","98404","1234","88648","1413","12275","855","76849","1400","7786","655","13571","929","1277","390","174","113","2683","447","7343","773",
"0500000US04027","Yuma County, Arizona","76903","951","66671","1160","153","75","66518","1160","61314","1221","9415","681","53454","1265","4411","582","6736","674","413","138","32","20","1778","415","8454","811",
"0500000US05001","Arkansas County, Arkansas","6587","275","5358","322","25","31","5333","314","5133","314","1795","290","3016","290","139","65","657","138","45","38","0","20","107","75","1122","209",
"0500000US05003","Ashley County, Arkansas","7199","253","5743","287","7","11","5736","284","5008","303","1288","184","3936","329","588","214","1011","214","89","56","0","20","77","44","1379","240",
"0500000US05005","Baxter County, Arkansas","19289","408","16568","474","76","51","16492","477","14436","593","2597","408","12585","606","1751","378","1792","308","175","122","40","35","449","165","2272","337",
"0500000US05007","Benton County, Arkansas","107667","961","100248","969","97","61","100151","977","95875","1025","12299","768","83565","1190","3640","472","5915","650","320","130","55","69","1224","260","6195","560",
"0500000US05009","Boone County, Arkansas","15232","363","13406","468","27","28","13379","469","12526","507","2786","374","9577","549","739","216","992","203","50","39","0","27","353","139","1473","265",
"0500000US05011","Bradley County, Arkansas","3600","182","2794","217","0","20","2794","217","2575","206","740","151","1808","189","162","60","338","102","50","31","0","20","60","52","746","146",
"0500000US05013","Calhoun County, Arkansas","1584","130","1272","150","0","13","1272","150","1151","155","310","78","926","135","110","64","32","22","6","10","0","13","23","21","289","83",
"0500000US05015","Carroll County, Arkansas","11106","388","9523","483","10","15","9513","481","8428","446","2207","294","5417","480","683","243","1905","294","252","113","76","71","153","99","1430","276",
"0500000US05017","Chicot County, Arkansas","3919","183","3040","239","0","18","3040","239","2708","233","745","144","2105","240","270","111","427","124","26","22","0","18","69","45","810","155",
"0500000US05019","Clark County, Arkansas","8147","264","6577","339","14","23","6563","336","6167","333","1134","209","5092","368","325","97","500","149","22","24","0","24","233","114","1337","235",
"0500000US05021","Clay County, Arkansas","6116","225","4833","270","19","14","4814","268","4439","258","1083","235","3276","265","304","90","460","92","30","18","7","10","207","72","1076","171",
"0500000US05023","Cleburne County, Arkansas","10458","383","8678","407","20","20","8658","408","8102","399","2322","300","5195","349","407","138","1333","201","121","65","7","12","167","78","1613","251",
"0500000US05025","Cleveland County, Arkansas","2793","150","2257","181","49","45","2208","182","2142","182","915","181","943","175","37","31","365","112","29","23","0","18","79","49","457","125",
"0500000US05027","Columbia County, Arkansas","8361","358","6593","403","8","11","6585","405","6028","412","1948","345","3673","432","437","181","1198","261","57","43","0","24","283","151","1485","253",
"0500000US05029","Conway County, Arkansas","8303","245","6617","316","8","10","6609","315","6214","330","1925","287","3105","313","253","97","1531","227","136","80","0","24","155","101","1531","302",
"0500000US05031","Craighead County, Arkansas","43357","569","37963","994","55","47","37908","1000","35812","1045","5837","889","30155","1194","1777","309","2944","520","291","183","8","12","1885","456","3509","555",
"0500000US05033","Crawford County, Arkansas","22994","384","19638","529","44","67","19594","525","18207","571","3301","515","15296","589","1177","275","1453","295","135","79","5","10","764","273","2592","336",
"0500000US05035","Crittenden County, Arkansas","18338","338","15422","526","1","3","15421","526","14705","570","4630","490","10025","572","621","191","1223","229","39","26","4","7","429","179","2487","354",
"0500000US05037","Cross County, Arkansas","6524","208","5326","277","0","20","5326","277","5000","275","1413","241","3363","245","210","77","715","157","64","37","0","20","96","50","1102","189",
"0500000US05039","Dallas County, Arkansas","2425","167","1747","175","0","18","1747","175","1536","172","464","127","1113","173","160","79","237","86","47","57","0","18","3","8","675","132",
"0500000US05041","Desha County, Arkansas","4750","187","3531","247","0","20","3531","247","3295","250","1083","205","2129","227","186","87","567","146","34","46","9","16","199","78","1020","184",
"0500000US05043","Drew County, Arkansas","7004","295","5551","391","0","20","5551","391","5239","386","1738","360","3233","379","269","109","766","195","34","34","9","15","259","102","1194","282",
"0500000US05045","Faulkner County, Arkansas","48866","533","45334","637","44","47","45290","639","43756","684","5000","542","38217","848","1437","264","3114","451","52","49","0","30","834","246","2698","377",
"0500000US05047","Franklin County, Arkansas","6878","248","5259","291","0","20","5259","291","4800","314","947","217","3838","323","373","110","583","161","79","56","0","20","166","71","1453","197",
"0500000US05049","Fulton County, Arkansas","4808","232","3347","315","25","21","3322","314","2866","291","450","129","2696","307","329","135","464","142","109","60","0","20","460","190","1001","184",
"0500000US05051","Garland County, Arkansas","43762","707","36416","897","19","22","36397","900","32427","1035","5655","644","27892","941","3494","541","4431","396","261","130","37","41","1140","335","6206","560",
"0500000US05053","Grant County, Arkansas","6955","212","5968","278","20","22","5948","281","5685","269","1363","233","3991","305","202","88","842","224","23","22","3","4","30","24","957","203",
"0500000US05055","Greene County, Arkansas","17926","333","15331","500","0","27","15331","500","14238","550","2373","355","12168","549","1010","265","852","233","48","41","0","27","899","239","1696","275",
"0500000US05057","Hempstead County, Arkansas","7454","263","5686","371","5","10","5681","373","5010","352","2186","351","2884","280","489","137","726","173","79","54","7","12","345","195","1423","251",
"0500000US05059","Hot Spring County, Arkansas","12101","370","9411","427","23","30","9388","429","8832","479","2207","345","5671","449","366","119","1844","327","140","92","21","31","352","244","2338","369",
"0500000US05061","Howard County, Arkansas","5169","197","3984","262","0","20","3984","262","3477","258","1465","251","2044","213","408","152","649","153","41","30","0","20","152","77","1033","214",
"0500000US05063","Independence County, Arkansas","14515","414","10850","525","9","13","10841","525","9420","562","2220","352","7580","510","1135","268","1266","266","163","87","0","27","1030","356","2635","381",
"0500000US05065","Izard County, Arkansas","5027","199","3607","228","56","34","3551","226","3023","259","539","117","2736","195","452","124","378","90","25","33","11","17","467","137","953","163",
"0500000US05067","Jackson County, Arkansas","6094","227","4725","290","13","12","4712","291","4173","274","1172","236","3198","302","423","156","449","117","45","31","3","4","154","63","1215","222",
"0500000US05069","Jefferson County, Arkansas","24334","534","19129","685","25","23","19104","685","18209","710","5585","541","11912","613","728","173","2355","311","109","56","28","28","895","247","4310","564",
"0500000US05071","Johnson County, Arkansas","10047","234","7114","400","65","80","7049","399","6441","427","1433","259","5036","362","499","138","756","174","81","72","0","24","263","150","2670","321",
"0500000US05073","Lafayette County, Arkansas","2564","173","1749","183","31","28","1718","180","1516","170","580","138","978","147","166","65","219","76","29","23","0","18","164","59","651","147",
"0500000US05075","Lawrence County, Arkansas","6437","187","5297","231","9","10","5288","231","4857","235","1242","186","3578","232","320","94","610","136","59","30","0","20","240","97","900","167",
"0500000US05077","Lee County, Arkansas","2641","184","2135","180","0","18","2135","180","1951","170","670","139","1170","151","108","61","390","93","38","27","9","13","15","19","491","119",
"0500000US05079","Lincoln County, Arkansas","3518","208","2218","258","11","17","2207","255","2020","257","634","152","1164","187","106","50","385","125","48","41","0","20","342","129","958","179",
"0500000US05081","Little River County, Arkansas","4790","284","3779","322","8","16","3771","320","3438","292","1247","193","2134","305","303","113","476","133","14","17","0","20","175","90","836","189",
"0500000US05083","Logan County, Arkansas","8484","265","6706","259","17","21","6689","255","6082","243","1334","209","4315","307","363","101","1151","233","185","73","9","13","185","84","1593","266",
"0500000US05085","Lonoke County, Arkansas","27817","425","24618","557","61","60","24557","556","23496","547","4805","617","18120","768","884","236","2216","383","158","86","11","18","512","196","2687","338",
"0500000US05087","Madison County, Arkansas","6381","254","5669","300","12","20","5657","301","5006","336","1521","271","3157","363","373","118","847","207","218","140","43","54","142","74","570","160",
"0500000US05089","Marion County, Arkansas","7296","359","6433","333","140","125","6293","342","5580","357","1533","238","4193","356","554","160","567","155","90","61","45","41","110","53","753","172",
"0500000US05091","Miller County, Arkansas","16311","455","13415","563","34","36","13381","555","11266","547","2261","362","10723","608","1854","359","1540","301","14","24","10","17","1054","220","1842","287",
