"GEO_ID","NAME","B28002_001E","B28002_001M","B28002_002E","B28002_002M","B28002_003E","B28002_003M","B28002_004E","B28002_004M","B28002_005E","B28002_005M","B28002_006E","B28002_006M","B28002_007E","B28002_007M","B28002_008E","B28002_008M","B28002_009E","B28002_009M","B28002_010E","B28002_010M","B28002_011E","B28002_011M","B28002_012E","B28002_012M","B28002_013E","B28002_013M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!With an Internet subscription","Margin of Error!!Total:!!With an Internet subscription","Estimate!!Total:!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Broadband of any type","Margin of Error!!Total:!!With an Internet subscription!!Broadband of any type","Estimate!!Total:!!With an Internet subscription!!Cellular data plan","Margin of Error!!Total:!!With an Internet subscription!!Cellular data plan","Estimate!!Total:!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Margin of Error!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Estimate!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total:!!With an Internet subscription!!Satellite Internet service","Estimate!!Total:!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Other service with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Other service with no other type of Internet subscription","Estimate!!Total:!!Internet access without a subscription","Margin of Error!!Total:!!Internet access without a subscription","Estimate!!Total:!!No Internet access","Margin of Error!!Total:!!No Internet access",
"0500000US08077","Mesa County, Colorado","64559","643","59511","901","172","103","59339","904","54452","1011","6047","762","49953","1023","4193","490","4487","501","482","203","29","45","956","252","4092","644",
"0500000US08079","Mineral County, Colorado","434","59","399","55","0","13","399","55","343","57","12","13","361","57","45","20","26","22","2","4","0","13","14","15","21","12",
"0500000US08081","Moffat County, Colorado","5303","211","4606","269","51","44","4555","270","3658","286","620","156","3275","275","671","193","741","172","211","97","0","21","58","47","639","181",
"0500000US08083","Montezuma County, Colorado","10915","311","8998","377","40","47","8958","368","7577","455","1097","264","6312","411","1136","285","1633","304","108","67","21","28","317","163","1600","290",
"0500000US08085","Montrose County, Colorado","17529","354","14886","447","4","7","14882","448","12795","488","2790","347","10800","516","1576","276","1824","247","185","79","35","32","438","130","2205","347",
"0500000US08087","Morgan County, Colorado","11033","192","10032","262","12","15","10020","261","9232","277","1833","289","7203","379","654","171","1238","192","95","61","10","11","174","85","827","156",
"0500000US08089","Otero County, Colorado","7643","223","6538","254","13","16","6525","258","5750","305","707","179","5256","297","633","186","793","155","82","54","37","50","348","110","757","165",
"0500000US08091","Ouray County, Colorado","2514","159","2313","178","0","19","2313","178","1810","174","489","154","1482","147","417","125","346","76","86","48","0","19","54","44","147","87",
"0500000US08093","Park County, Colorado","8447","395","7738","453","30","33","7708","454","6228","462","982","280","4709","427","825","259","2183","297","578","210","25","41","205","119","504","198",
"0500000US08095","Phillips County, Colorado","1859","122","1580","118","64","66","1516","137","1418","142","171","58","1177","124","98","47","262","101","0","13","0","13","57","43","222","87",
"0500000US08097","Pitkin County, Colorado","9031","430","8401","486","55","63","8346","508","7817","545","764","302","6957","494","346","170","1085","264","50","41","0","21","464","198","166","126",
"0500000US08099","Prowers County, Colorado","4564","222","3818","255","9","14","3809","258","3633","266","548","135","3030","254","132","55","366","114","9","14","0","21","122","67","624","170",
"0500000US08101","Pueblo County, Colorado","67816","549","58856","785","187","57","58669","784","53674","854","8500","705","47264","887","4421","476","4635","463","278","101","88","94","1437","319","7523","653",
"0500000US08103","Rio Blanco County, Colorado","2587","166","2442","185","0","19","2442","185","2106","208","218","97","1934","200","212","91","314","108","124","78","0","19","45","31","100","54",
"0500000US08105","Rio Grande County, Colorado","5032","252","4080","300","18","22","4062","300","3738","304","632","215","3128","300","302","145","484","132","18","25","4","7","288","136","664","189",
"0500000US08107","Routt County, Colorado","10619","472","9770","490","10","17","9760","492","8945","479","1268","255","7608","465","584","154","1126","167","111","55","61","20","260","128","589","210",
"0500000US08109","Saguache County, Colorado","3261","142","2795","174","1","2","2794","174","2283","206","357","130","2000","186","393","136","547","146","103","61","0","19","128","81","338","95",
"0500000US08111","San Juan County, Colorado","362","57","302","62","0","13","302","62","206","45","59","34","230","66","80","41","28","20","10","17","0","13","21","17","39","26",
"0500000US08113","San Miguel County, Colorado","3998","228","3541","214","7","11","3534","215","2709","206","820","181","2344","237","620","158","477","139","140","85","0","19","78","41","379","146",
"0500000US08115","Sedgwick County, Colorado","1000","76","865","75","0","13","865","75","811","75","209","56","560","70","31","11","131","35","10","7","2","3","32","18","103","34",
"0500000US08117","Summit County, Colorado","12347","631","11989","662","0","28","11989","662","11676","663","1344","346","10321","667","245","120","318","133","56","47","0","28","113","96","245","230",
"0500000US08119","Teller County, Colorado","11253","325","10399","369","22","28","10377","369","8699","463","943","216","7391","393","844","212","2366","344","663","292","42","37","115","67","739","228",
"0500000US08121","Washington County, Colorado","2070","73","1796","95","2","2","1794","95","1679","93","629","100","796","73","85","30","415","74","26","21","0","13","46","40","228","59",
"0500000US08123","Weld County, Colorado","120019","548","110425","1012","152","79","110273","1016","104559","1186","10828","949","91270","1331","4723","501","12919","806","622","177","69","52","2324","368","7270","694",
"0500000US08125","Yuma County, Colorado","3957","115","3551","163","5","8","3546","163","3306","180","1220","169","1738","191","124","65","729","150","96","57","0","19","53","51","353","106",
"0500000US09110","Capitol Planning Region, Connecticut","389086","1190","352824","1880","518","141","352306","1880","323806","2453","42349","1718","303022","2261","26212","1539","13130","957","1281","363","211","104","10484","981","25778","1448",
"0500000US09120","Greater Bridgeport Planning Region, Connecticut","118335","749","106750","1150","282","138","106468","1170","93858","1436","12704","984","91611","1156","11950","923","3584","427","244","141","74","68","2742","506","8843","717",
"0500000US09130","Lower Connecticut River Valley Planning Region, Connecticut","73624","735","67232","884","201","143","67031","873","61107","1108","5877","640","60260","1115","5612","749","2125","271","78","54","41","42","1692","337","4700","659",
"0500000US09140","Naugatuck Valley Planning Region, Connecticut","178340","1105","159259","1634","516","215","158743","1657","141972","1774","18641","1204","136506","1785","15480","1092","7408","675","406","192","98","77","4508","790","14573","1110",
"0500000US09150","Northeastern Connecticut Planning Region, Connecticut","39155","414","35401","537","84","60","35317","537","32342","606","3152","424","30849","808","2676","375","1869","385","128","76","47","41","671","217","3083","353",
"0500000US09160","Northwest Hills Planning Region, Connecticut","47035","600","43529","681","216","148","43313","704","39076","803","3889","391","38422","722","4091","483","1830","276","27","17","7","12","800","193","2706","375",
"0500000US09170","South Central Connecticut Planning Region, Connecticut","227739","1079","208812","1353","311","156","208501","1360","192284","1554","22441","1243","182172","1692","15468","1084","6231","655","245","125","134","85","4088","614","14839","962",
"0500000US09180","Southeastern Connecticut Planning Region, Connecticut","114577","998","103934","1253","144","63","103790","1237","96439","1315","10730","895","90843","1480","6832","659","4153","514","170","70","14","16","2271","432","8372","831",
"0500000US09190","Western Connecticut Planning Region, Connecticut","232279","1002","218948","1789","224","85","218724","1783","203026","1675","19503","1329","195956","1882","14750","1129","7858","556","266","157","189","167","3659","638","9672","1068",
"0500000US10001","Kent County, Delaware","70053","600","63456","925","110","88","63346","913","57826","1047","9494","918","51245","1227","4922","599","4309","555","328","155","26","36","1283","299","5314","633",
"0500000US10003","New Castle County, Delaware","222943","945","206194","1284","312","175","205882","1301","188720","1729","17448","1154","184908","1800","15870","1374","7239","643","395","192","33","30","5291","674","11458","1020",
"0500000US10005","Sussex County, Delaware","103213","1091","93023","1185","180","70","92843","1185","86534","1228","14051","862","74699","1474","5497","557","6061","498","379","137","32","29","1820","331","8370","740",
"0500000US11001","District of Columbia, District of Columbia","321556","1499","290243","2104","303","115","289940","2124","273993","2285","28602","1401","255815","2338","14664","1112","10940","899","267","128","184","88","9402","1081","21911","1376",
"0500000US12001","Alachua County, Florida","112776","1105","99086","1594","165","98","98921","1616","93936","1637","9934","894","84674","1752","4475","533","7471","738","334","175","30","48","7040","906","6650","817",
"0500000US12003","Baker County, Florida","9012","295","7998","347","29","35","7969","348","7625","371","853","244","6712","430","311","141","763","259","21","36","0","28","207","126","807","257",
"0500000US12005","Bay County, Florida","76118","1106","69766","1081","101","67","69665","1084","66142","1105","11034","990","55671","1262","3064","424","4147","536","219","127","0","35","1848","276","4504","619",
"0500000US12007","Bradford County, Florida","9104","367","8055","416","32","30","8023","421","7573","463","1932","349","5248","464","380","186","979","282","54","48","16","32","93","62","956","264",
"0500000US12009","Brevard County, Florida","251889","1622","232178","2021","266","142","231912","2013","212934","2209","21119","1261","204899","2326","17294","1197","12723","1048","639","176","127","72","6528","661","13183","1036",
"0500000US12011","Broward County, Florida","749372","2712","682175","3474","654","339","681521","3492","639679","4026","73051","2258","593143","3442","36109","1907","48786","2210","1704","487","605","302","20195","1605","47002","2156",
"0500000US12013","Calhoun County, Florida","4625","225","3963","285","16","20","3947","286","3642","303","959","220","2542","276","246","100","421","149","41","35","0","23","148","64","514","157",
"0500000US12015","Charlotte County, Florida","87376","1263","79537","1358","123","76","79414","1361","72572","1352","11542","997","64735","1605","5824","555","5169","544","216","97","45","45","1838","340","6001","660",
"0500000US12017","Citrus County, Florida","69701","944","62569","1046","329","147","62240","1055","55437","1210","7883","689","51399","1176","6108","619","3922","506","439","153","103","88","1466","320","5666","613",
"0500000US12019","Clay County, Florida","81757","536","77207","776","28","41","77179","776","74277","851","8397","822","64691","1006","2366","386","7087","701","401","177","51","48","1173","389","3377","619",
"0500000US12021","Collier County, Florida","160867","1898","147789","2111","199","241","147590","2121","138529","2190","13595","1070","131078","2029","8092","832","7188","729","291","127","60","60","5574","654","7504","835",
"0500000US12023","Columbia County, Florida","26720","431","23275","547","77","55","23198","548","21241","654","5366","604","14300","659","1491","327","3437","459","250","146","155","147","651","217","2794","437",
"0500000US12027","DeSoto County, Florida","12656","320","10404","475","46","51","10358","478","9493","561","2672","400","6725","493","687","184","1120","297","106","64","0","31","650","176","1602","344",
"0500000US12029","Dixie County, Florida","6130","386","4514","384","0","23","4514","384","4077","365","1548","300","1691","348","157","131","1282","261","270","87","0","23","68","51","1548","361",
"0500000US12031","Duval County, Florida","405139","1956","364656","2613","387","150","364269","2609","334570","3036","56882","2040","297750","2793","26231","1677","20049","1373","1428","410","390","216","12900","1263","27583","1830",
"0500000US12033","Escambia County, Florida","128292","1077","115575","1403","155","78","115420","1406","106146","1458","13690","1016","98120","1469","8259","781","7511","681","491","195","4","8","2682","484","10035","897",
"0500000US12035","Flagler County, Florida","50296","743","43266","1027","39","31","43227","1028","40073","1053","6888","681","35004","1138","2679","441","3252","523","156","79","128","137","4292","667","2738","460",
"0500000US12037","Franklin County, Florida","4918","200","4338","260","15","20","4323","256","4102","256","628","158","3512","266","216","68","250","99","5","8","0","23","80","74","500","145",
"0500000US12039","Gadsden County, Florida","16485","376","12452","520","100","108","12352","523","9145","583","2110","304","9133","451","2804","438","1308","282","273","144","25","33","308","147","3725","437",
"0500000US12041","Gilchrist County, Florida","6913","212","5628","314","34","46","5594","322","4936","368","966","205","3522","307","407","142","1169","221","222","140","6","7","193","128","1092","211",
"0500000US12043","Glades County, Florida","4560","263","3575","280","0","23","3575","280","3184","284","812","266","2474","275","292","151","453","159","56","51","25","37","57","60","928","240",
"0500000US12045","Gulf County, Florida","5800","334","5062","342","8","14","5054","344","4857","347","779","229","3984","327","189","73","297","102","8","13","0","23","71","54","667","189",
"0500000US12047","Hamilton County, Florida","4360","202","3367","229","7","14","3360","232","2775","216","565","168","2518","267","481","132","490","141","99","83","0","23","105","60","888","205",
"0500000US12049","Hardee County, Florida","8148","294","6623","354","6","10","6617","355","6321","353","1376","265","4601","418","193","84","819","177","86","60","0","28","317","169","1208","266",
"0500000US12051","Hendry County, Florida","13944","349","11572","493","0","31","11572","493","10787","554","1796","392","8452","608","685","354","1816","397","18","19","0","31","469","273","1903","361",
"0500000US12053","Hernando County, Florida","80544","897","73450","1065","102","64","73348","1064","66151","1217","7849","709","62759","1139","6561","703","4406","449","227","91","81","58","1947","475","5147","534",
"0500000US12055","Highlands County, Florida","45943","754","39013","997","111","64","38902","1004","33716","1055","6357","647","29812","1152","4359","613","4198","494","429","157","49","46","1206","293","5724","707",
"0500000US12057","Hillsborough County, Florida","569998","1782","531074","2164","273","115","530801","2171","507795","2007","66657","2570","449221","3390","20866","1256","22409","1238","857","237","395","200","12002","904","26922","1489",
"0500000US12059","Holmes County, Florida","7087","249","5403","282","19","22","5384","281","4784","323","2064","340","2261","280","431","170","1201","213","89","61","0","23","264","145","1420","242",
"0500000US12061","Indian River County, Florida","68696","923","60873","1181","124","76","60749","1160","55250","1252","6023","591","52497","1248","4974","557","4051","469","191","85","4","7","2035","478","5788","685",
"0500000US12063","Jackson County, Florida","17038","341","13737","476","25","28","13712","479","12841","495","4336","483","6571","610","622","150","3219","490","133","72","25","30","300","115","3001","409",
"0500000US12065","Jefferson County, Florida","5675","219","4221","295","31","30","4190","296","3558","310","890","215","2592","272","394","152","1099","248","69","44","0","23","261","132","1193","234",
"0500000US12067","Lafayette County, Florida","2619","231","2240","222","0","21","2240","222","1917","185","459","129","1410","200","126","68","378","200","193","182","0","21","25","22","354","166",
"0500000US12069","Lake County, Florida","159474","1495","145905","1807","295","103","145610","1805","133439","1878","13863","1220","125053","2203","10436","1089","11507","1098","701","202","111","102","3962","584","9607","1018",
"0500000US12071","Lee County, Florida","319588","2788","292012","2968","310","128","291702","2949","275588","3060","36447","1959","246936","2892","13761","1122","18726","1074","940","248","61","45","9235","839","18341","1287",
"0500000US12073","Leon County, Florida","120673","965","109511","1136","59","46","109452","1151","101078","1346","11459","1012","95635","1374","7559","860","4717","590","427","215","54","49","3822","588","7340","697",
"0500000US12075","Levy County, Florida","17976","338","13971","609","79","57","13892","612","12107","617","2444","333","8250","624","1230","299","3212","329","315","118","156","152","332","136","3673","569",
"0500000US12077","Liberty County, Florida","2554","177","2031","183","6","9","2025","184","1836","198","355","118","1412","177","170","66","285","88","0","21","0","21","105","64","418","134",
"0500000US12079","Madison County, Florida","6980","203","5097","338","2","4","5095","338","4173","356","1071","254","3292","349","796","218","945","219","37","30","0","23","327","124","1556","264",
"0500000US12081","Manatee County, Florida","168504","1649","153186","1866","217","114","152969","1880","141396","1920","14152","973","135780","2087","10665","935","6834","732","468","167","38","33","7180","820","8138","901",
"0500000US12083","Marion County, Florida","159796","1469","144732","1800","449","138","144283","1804","131460","1813","16404","1187","116235","1799","10540","869","14177","1103","1284","405","93","65","2943","457","12121","1096",
"0500000US12085","Martin County, Florida","67820","855","61743","1089","51","64","61692","1089","56847","1189","7641","679","52501","1128","4477","526","3425","485","176","112","0","35","2031","386","4046","663",
"0500000US12086","Miami-Dade County, Florida","964805","2795","840025","4455","931","191","839094","4461","781322","4746","116359","3521","701734","4851","52232","2356","74375","2687","1917","405","341","163","33941","1822","90839","2900",
"0500000US12087","Monroe County, Florida","34630","709","30504","868","15","17","30489","867","27386","903","3334","446","26258","982","2992","329","2135","351","64","55","9","15","1480","325","2646","440",
"0500000US12089","Nassau County, Florida","38112","568","36010","659","51","52","35959","665","34056","821","7498","840","26741","762","1512","330","2839","447","110","71","69","62","756","246","1346","267",
"0500000US12091","Okaloosa County, Florida","84123","1106","77557","1261","153","116","77404","1287","71174","1365","7479","709","67800","1368","5717","614","3964","459","217","91","31","44","2090","348","4476","630",
"0500000US12093","Okeechobee County, Florida","15187","408","12671","544","65","55","12606","538","11464","579","1902","263","9616","585","924","249","1882","386","157","92","0","31","474","196","2042","365",
"0500000US12095","Orange County, Florida","508907","2485","473456","3425","265","191","473191","3434","453071","3681","49603","2712","408561","4025","18414","1413","26388","1672","460","141","268","140","9709","1049","25742","1832",
"0500000US12097","Osceola County, Florida","131365","1486","120699","1644","163","92","120536","1650","113380","1807","12797","1470","101299","1851","6391","863","7062","754","310","158","156","118","3450","557","7216","883",
"0500000US12099","Palm Beach County, Florida","597053","2488","538865","3090","730","265","538135","3034","501296","3496","62740","2158","461993","3403","32597","1561","33961","1741","1827","473","226","111","20470","1233","37718","1634",
"0500000US12101","Pasco County, Florida","229860","1612","206672","2329","260","116","206412","2313","183212","2586","19488","1183","181316","2450","21700","1666","10449","800","820","221","136","94","7319","769","15869","1201",
"0500000US12103","Pinellas County, Florida","423242","2243","378886","2952","498","138","378388","2963","347694","3063","44189","1914","326905","3376","28096","1391","14662","876","1090","298","249","140","13566","1055","30790","1669",
"0500000US12105","Polk County, Florida","276643","2021","244843","2398","821","285","244022","2396","228167","2506","31142","1317","205146","2623","13870","882","12179","860","1080","307","167","101","7630","818","24170","1384",
"0500000US12107","Putnam County, Florida","30650","595","25819","696","46","47","25773","694","23559","738","5254","569","17563","825","1602","297","3129","430","310","137","161","98","601","234","4230","556",
"0500000US12109","St. Johns County, Florida","108827","1368","102698","1511","182","123","102516","1505","96381","1717","12301","1156","87797","1957","5692","652","6855","775","125","104","45","69","2044","371","4085","570",
"0500000US12111","St. Lucie County, Florida","131640","1179","120306","1546","135","94","120171","1530","114656","1654","11183","1081","105233","1724","4871","609","8857","990","255","146","9","15","2967","541","8367","1070",
"0500000US12113","Santa Rosa County, Florida","71250","811","66273","1039","93","62","66180","1029","61713","1099","6626","707","56156","1151","3652","593","5412","667","495","168","94","97","755","223","4222","798",
"0500000US12115","Sarasota County, Florida","205503","1515","188845","1936","324","124","188521","1916","174826","2127","20076","1183","164272","1932","12448","963","7958","694","532","166","32","32","6329","824","10329","947",
"0500000US12117","Seminole County, Florida","185396","902","174178","1517","102","89","174076","1529","166321","1474","12169","1048","158341","1856","7130","697","8576","855","233","114","135","79","3912","655","7306","1026",
"0500000US12119","Sumter County, Florida","66941","1030","60844","1417","190","132","60654","1400","55995","1434","6770","866","51109","1430","3914","630","5233","821","246","110","86","89","1395","340","4702","998",
"0500000US12121","Suwannee County, Florida","15567","456","13274","596","23","36","13251","597","11957","608","2246","411","9905","611","864","245","1790","366","205","122","14","23","235","92","2058","490",
"0500000US12123","Taylor County, Florida","7571","329","6153","461","0","28","6153","461","5226","464","1080","295","4524","405","649","203","826","252","182","111","0","28","230","150","1188","282",
"0500000US12125","Union County, Florida","4192","160","3761","202","0","23","3761","202","3404","222","716","167","2767","247","270","126","419","120","42","33","0","23","119","82","312","113",
"0500000US12127","Volusia County, Florida","237396","1407","213411","1944","281","111","213130","1935","194248","2294","34247","1755","161200","2626","15849","1091","13920","1153","1034","213","1346","450","5409","663","18576","1313",
"0500000US12129","Wakulla County, Florida","12187","392","10928","451","21","27","10907","452","9740","508","1508","335","8937","455","951","284","812","204","85","83","0","31","234","123","1025","242",
"0500000US12131","Walton County, Florida","32659","1018","29564","1047","47","42","29517","1049","27370","1074","3759","634","23671","955","1895","371","3215","522","149","92","7","13","1053","324","2042","393",
"0500000US12133","Washington County, Florida","9282","289","7806","339","9","18","7797","338","7228","368","2398","346","3122","364","217","96","2447","315","294","106","0","28","171","113","1305","206",
"0500000US13001","Appling County, Georgia","7037","291","5086","315","6","13","5080","315","4341","336","1214","295","3187","290","638","210","797","201","88","72","0","23","597","222","1354","235",
"0500000US13003","Atkinson County, Georgia","3189","109","2510","173","0","20","2510","173","2311","175","502","143","1761","195","118","71","488","169","67","62","0","20","103","59","576","149",
"0500000US13005","Bacon County, Georgia","4013","227","3285","233","7","13","3278","234","2948","239","507","179","2583","266","264","107","344","120","0","23","0","23","112","71","616","179",
"0500000US13007","Baker County, Georgia","1114","125","645","97","0","14","645","97","620","91","313","93","158","64","8","11","196","72","17","26","0","14","19","21","450","113",
"0500000US13009","Baldwin County, Georgia","16075","517","14004","595","35","45","13969","594","11871","678","1592","382","11866","594","1894","421","1275","249","137","93","0","30","524","205","1547","380",
"0500000US13011","Banks County, Georgia","6787","143","5742","239","10","13","5732","240","5327","251","1075","221","3882","319","340","102","646","174","47","61","15","23","163","82","882","193",
"0500000US13013","Barrow County, Georgia","29770","293","27667","399","84","65","27583","408","26240","520","2216","368","24432","486","1211","234","2766","422","56","59","8","14","524","218","1579","247",
"0500000US13015","Bartow County, Georgia","39664","688","33568","1017","29","34","33539","1019","31526","1005","5856","775","25704","1015","1711","379","2714","399","259","139","13","20","2261","519","3835","561",
"0500000US13017","Ben Hill County, Georgia","7162","246","5183","368","0","23","5183","368","4648","370","740","209","3997","344","353","157","1000","277","63","73","0","23","470","195","1509","306",
"0500000US13019","Berrien County, Georgia","6881","223","5531","277","0","23","5531","277","4987","273","890","217","4210","304","478","139","748","170","35","28","0","23","240","101","1110","210",
"0500000US13021","Bibb County, Georgia","59681","842","50939","908","12","16","50927","912","44550","1050","7138","571","42199","899","5682","673","3728","574","281","136","18","21","1948","372","6794","692",
"0500000US13023","Bleckley County, Georgia","4283","218","3075","278","0","23","3075","278","2394","282","605","174","1923","245","509","192","615","210","127","90","0","23","291","180","917","224",
"0500000US13025","Brantley County, Georgia","6828","295","5170","328","11","19","5159","325","3804","324","805","225","4182","343","1355","310","193","111","0","23","0","23","622","292","1036","278",
"0500000US13027","Brooks County, Georgia","5994","262","4260","315","27","38","4233","323","3575","291","775","185","3026","341","532","180","559","160","98","75","0","23","202","104","1532","294",
"0500000US13029","Bryan County, Georgia","15821","377","14521","475","0","30","14521","475","13435","579","1492","397","12758","585","797","273","1351","424","10","19","0","30","281","212","1019","255",
"0500000US13031","Bulloch County, Georgia","30276","612","26093","814","28","35","26065","814","24094","848","3031","483","21835","869","1734","412","2238","370","35","53","0","34","1777","412","2406","375",
"0500000US13033","Burke County, Georgia","9097","399","7553","480","17","27","7536","482","7203","476","2087","353","4157","431","240","104","1462","335","75","64","0","27","202","128","1342","248",
"0500000US13035","Butts County, Georgia","8751","262","7525","397","16","22","7509","400","7176","401","1462","271","5315","444","295","126","1017","235","23","23","0","27","337","193","889","259",
"0500000US13037","Calhoun County, Georgia","1508","122","1160","122","0","20","1160","122","1090","118","198","69","844","136","65","46","161","86","3","7","0","20","24","19","324","81",
"0500000US13039","Camden County, Georgia","21024","382","18848","573","17","31","18831","570","17294","669","1667","290","16534","566","1285","313","1226","212","159","131","13","33","969","284","1207","295",
"0500000US13043","Candler County, Georgia","4183","144","3383","193","5","11","3378","195","3017","223","767","212","2434","252","328","129","275","85","22","35","0","23","60","58","740","149",
"0500000US13045","Carroll County, Georgia","43598","597","38644","737","104","96","38540","745","35922","842","6377","649","29987","880","2179","410","3661","544","263","132","17","25","640","209","4314","535",
"0500000US13047","Catoosa County, Georgia","26139","400","23112","580","38","45","23074","573","21190","695","4148","637","18520","779","1739","406","873","221","48","45","0","34","483","194","2544","387",
"0500000US13049","Charlton County, Georgia","4086","178","3345","260","0","23","3345","260","2931","306","484","179","2621","264","354","160","433","206","39","44","0","23","142","76","599","187",
"0500000US13051","Chatham County, Georgia","119241","1147","109311","1394","224","177","109087","1405","101768","1348","13147","976","92813","1455","6669","666","5240","671","225","162","145","215","2435","415","7495","790",
"0500000US13053","Chattahoochee County, Georgia","1897","221","1597","237","0","20","1597","237","1564","245","367","116","1052","213","33","34","148","81","0","20","0","20","65","54","235","97",
"0500000US13055","Chattooga County, Georgia","9142","296","7588","357","15","16","7573","355","6299","375","1913","330","5113","374","1136","215","564","133","138","73","0","27","349","163","1205","284",
"0500000US13057","Cherokee County, Georgia","99132","618","94175","936","66","66","94109","925","90382","1060","7109","911","84305","1396","3265","608","6620","788","192","163","26","35","1166","318","3791","598",
"0500000US13059","Clarke County, Georgia","54161","474","49559","722","20","27","49539","723","47595","755","4803","587","42948","881","1851","378","3931","663","15","21","7","13","1909","348","2693","421",
"0500000US13061","Clay County, Georgia","1179","134","891","140","0","14","891","140","824","139","276","106","535","123","46","36","159","85","21","24","0","14","32","40","256","91",
"0500000US13063","Clayton County, Georgia","105626","783","95106","1117","59","55","95047","1119","85273","1518","13076","1103","76861","1729","8315","1086","9133","938","869","502","270","314","3758","753","6762","830",
"0500000US13065","Clinch County, Georgia","2470","122","1780","193","2","5","1778","194","1462","234","260","102","1455","167","293","177","95","61","10","16","0","20","191","143","499","155",
"0500000US13067","Cobb County, Georgia","293410","1383","281491","1548","225","119","281266","1557","269596","1623","18586","1196","257111","1939","10653","848","15052","1078","598","207","41","64","3183","506","8736","948",
"0500000US13069","Coffee County, Georgia","15318","353","12681","486","16","25","12665","484","11372","495","1465","331","10499","531","1089","289","1938","352","23","34","0","30","402","169","2235","414",
"0500000US13071","Colquitt County, Georgia","16807","358","13670","590","43","39","13627","586","12761","651","2743","429","10259","553","786","204","769","180","65","61","10","16","244","106","2893","450",
"0500000US13073","Columbia County, Georgia","52083","969","47318","1181","66","54","47252","1179","44974","1162","5395","747","40092","1211","2083","413","3688","571","135","127","16","29","1886","505","2879","543",
"0500000US13075","Cook County, Georgia","6323","190","4835","270","20","31","4815","276","4269","291","936","207","3568","292","443","178","664","186","36","39","10","13","309","150","1179","208",
"0500000US13077","Coweta County, Georgia","55290","433","50895","727","63","60","50832","724","47706","785","4285","576","44868","773","2850","422","3669","396","219","116","14","16","981","393","3414","597",
"0500000US13079","Crawford County, Georgia","4390","192","3379","283","14","19","3365","280","3079","286","565","184","2391","288","240","106","559","181","32","31","0","23","79","65","932","238",
"0500000US13081","Crisp County, Georgia","7966","312","5863","449","30","36","5833","440","5607","430","836","233","4568","488","205","113","577","195","17","25","0","23","205","123","1898","411",
"0500000US13083","Dade County, Georgia","6178","269","5224","300","0","23","5224","300","4741","318","915","199","4230","304","466","159","321","122","1","13","0","23","92","50","862","171",
"0500000US13085","Dawson County, Georgia","10844","278","9991","391","36","44","9955","395","9373","416","989","334","8397","490","572","164","760","201","3","4","0","27","231","136","622","223",
"0500000US13087","Decatur County, Georgia","10474","331","7549","499","0","27","7549","499","6880","501","2057","416","4466","441","416","209","1115","213","244","86","0","27","644","199","2281","404",
"0500000US13089","DeKalb County, Georgia","284681","1814","262799","2406","174","92","262625","2403","247368","2586","24831","1213","225748","2428","12038","1082","21514","1326","1077","255","598","273","4735","578","17147","1432",
"0500000US13091","Dodge County, Georgia","6657","304","4832","363","30","31","4802","359","3865","346","1158","226","3178","304","633","225","728","158","179","105","7","9","336","180","1489","281",
"0500000US13093","Dooly County, Georgia","3919","231","2605","276","10","13","2595","275","2412","293","611","202","1774","249","116","65","267","100","67","77","0","23","160","110","1154","236",
"0500000US13095","Dougherty County, Georgia","34280","537","27580","653","39","39","27541","649","25748","646","5659","537","20154","916","1563","313","2835","410","50","46","31","40","1061","331","5639","548",
"0500000US13097","Douglas County, Georgia","51339","647","47748","760","4","8","47744","761","44137","873","4616","711","41505","1011","3311","535","3588","502","137","103","31","60","1104","301","2487","469",
"0500000US13099","Early County, Georgia","4043","185","2460","209","0","23","2460","209","2234","200","542","133","1531","210","161","81","441","121","63","65","0","23","244","116","1339","205",
"0500000US13101","Echols County, Georgia","1209","121","823","111","0","14","823","111","711","104","283","79","412","111","38","37","137","55","6","11","0","14","8","12","378","106",
"0500000US13103","Effingham County, Georgia","23555","354","19316","611","25","27","19291","611","17880","650","2081","341","16189","654","1178","331","1424","309","227","123","6","9","968","309","3271","531",
